rank,priority_band,priority_rationale,action_class,instrument_uri,instrument_label,component_uri,component_label,doc_family,current_reachable_urls,current_blocked_urls,suggested_source_target,recommended_action,status,live_candidate_urls_by_family,has_live_candidates,needs_link_replacement,needs_component_specific_upgrade,next_step
,,,REPLACE_BROKEN_LINKS,pmsr:/INS1739402477829135,Rectal Medicine Administration Simulator,pmsr:/COM1786054978467182000,Rectal Medicine Administration Simulator Actuator,Procedure Trainers and Skills Simulators,,https://limbsandthings.com/us/support/ (404; HTTPError 404: Not Found) | https://www.cdc.gov/infection-control/ (403; HTTPError 403: Forbidden),Limbs & Things/Nasco model manuals and replacement parts documentation for exact simulator model.,Replace blocked/dead URLs with live vendor/model documents and confirm HTTP 200 accessibility.,TODO,https://www.nascohealthcare.com/,yes,yes,no,Replace blocked URLs with one live candidate URL; then seek component-specific model page beneath that domain.
,,,REPLACE_BROKEN_LINKS,pmsr:/INS1739402477829135,Rectal Medicine Administration Simulator,pmsr:/COM1786054978467177000,Rectal Medicine Administration Simulator Detector,Procedure Trainers and Skills Simulators,,https://limbsandthings.com/us/support/ (404; HTTPError 404: Not Found) | https://www.cdc.gov/infection-control/ (403; HTTPError 403: Forbidden),Limbs & Things/Nasco model manuals and replacement parts documentation for exact simulator model.,Replace blocked/dead URLs with live vendor/model documents and confirm HTTP 200 accessibility.,TODO,https://www.nascohealthcare.com/,yes,yes,no,Replace blocked URLs with one live candidate URL; then seek component-specific model page beneath that domain.
,,,REPLACE_BROKEN_LINKS,pmsr:/INS1739392275798255,ResusciAnne DAE Simulator,pmsr:/COM1786054978467204000,ResusciAnne DAE Simulator Actuator,Resuscitation and Mannequin Platforms,,https://laerdal.force.com/HelpCenter/s/ (404; HTTPError 404: Not Found) | https://cpr.heart.org/en/resuscitation-science/cpr-and-ecc-guidelines (403; HTTPError 403: Forbidden),"Vendor model manual/IFU from Laerdal product/support pages, plus component-specific accessories docs.",Replace blocked/dead URLs with live vendor/model documents and confirm HTTP 200 accessibility.,TODO,https://laerdal.com/us/products/simulation-training/,yes,yes,no,Replace blocked URLs with one live candidate URL; then seek component-specific model page beneath that domain.
,,,REPLACE_BROKEN_LINKS,pmsr:/INS1739392275798255,ResusciAnne DAE Simulator,pmsr:/COM1786054978467199000,ResusciAnne DAE Simulator Detector,Resuscitation and Mannequin Platforms,,https://laerdal.force.com/HelpCenter/s/ (404; HTTPError 404: Not Found) | https://cpr.heart.org/en/resuscitation-science/cpr-and-ecc-guidelines (403; HTTPError 403: Forbidden),"Vendor model manual/IFU from Laerdal product/support pages, plus component-specific accessories docs.",Replace blocked/dead URLs with live vendor/model documents and confirm HTTP 200 accessibility.,TODO,https://laerdal.com/us/products/simulation-training/,yes,yes,no,Replace blocked URLs with one live candidate URL; then seek component-specific model page beneath that domain.
,,,REPLACE_BROKEN_LINKS,pmsr:/INS1739401836683455,Stomach Bag Maintenance Simulator,pmsr:/COM1786054978467297000,Stomach Bag Maintenance Simulator Actuator,Procedure Trainers and Skills Simulators,,https://limbsandthings.com/us/support/ (404; HTTPError 404: Not Found) | https://www.cdc.gov/infection-control/ (403; HTTPError 403: Forbidden),Limbs & Things/Nasco model manuals and replacement parts documentation for exact simulator model.,Replace blocked/dead URLs with live vendor/model documents and confirm HTTP 200 accessibility.,TODO,https://www.nascohealthcare.com/,yes,yes,no,Replace blocked URLs with one live candidate URL; then seek component-specific model page beneath that domain.
,,,REPLACE_BROKEN_LINKS,pmsr:/INS1739401836683455,Stomach Bag Maintenance Simulator,pmsr:/COM1786054978467291000,Stomach Bag Maintenance Simulator Detector,Procedure Trainers and Skills Simulators,,https://limbsandthings.com/us/support/ (404; HTTPError 404: Not Found) | https://www.cdc.gov/infection-control/ (403; HTTPError 403: Forbidden),Limbs & Things/Nasco model manuals and replacement parts documentation for exact simulator model.,Replace blocked/dead URLs with live vendor/model documents and confirm HTTP 200 accessibility.,TODO,https://www.nascohealthcare.com/,yes,yes,no,Replace blocked URLs with one live candidate URL; then seek component-specific model page beneath that domain.
,,,REPLACE_BROKEN_LINKS,pmsr:/INS1739301891301765,Suture Simulator,pmsr:/COM1786054978467320000,Suture Simulator Actuator,Procedure Trainers and Skills Simulators,,https://limbsandthings.com/us/support/ (404; HTTPError 404: Not Found) | https://www.cdc.gov/infection-control/ (403; HTTPError 403: Forbidden),Limbs & Things/Nasco model manuals and replacement parts documentation for exact simulator model.,Replace blocked/dead URLs with live vendor/model documents and confirm HTTP 200 accessibility.,TODO,https://www.nascohealthcare.com/,yes,yes,no,Replace blocked URLs with one live candidate URL; then seek component-specific model page beneath that domain.
,,,REPLACE_BROKEN_LINKS,pmsr:/INS1739301891301765,Suture Simulator,pmsr:/COM1786054978467316000,Suture Simulator Detector,Procedure Trainers and Skills Simulators,,https://limbsandthings.com/us/support/ (404; HTTPError 404: Not Found) | https://www.cdc.gov/infection-control/ (403; HTTPError 403: Forbidden),Limbs & Things/Nasco model manuals and replacement parts documentation for exact simulator model.,Replace blocked/dead URLs with live vendor/model documents and confirm HTTP 200 accessibility.,TODO,https://www.nascohealthcare.com/,yes,yes,no,Replace blocked URLs with one live candidate URL; then seek component-specific model page beneath that domain.
,,,REPLACE_BROKEN_LINKS,pmsr:/INS1739401657491675,Urine Bag Maintenance Simulator,pmsr:/COM1786054978467367000,Urine Bag Maintenance Simulator Actuator,Procedure Trainers and Skills Simulators,,https://limbsandthings.com/us/support/ (404; HTTPError 404: Not Found) | https://www.cdc.gov/infection-control/ (403; HTTPError 403: Forbidden),Limbs & Things/Nasco model manuals and replacement parts documentation for exact simulator model.,Replace blocked/dead URLs with live vendor/model documents and confirm HTTP 200 accessibility.,TODO,https://www.nascohealthcare.com/,yes,yes,no,Replace blocked URLs with one live candidate URL; then seek component-specific model page beneath that domain.
,,,REPLACE_BROKEN_LINKS,pmsr:/INS1739401657491675,Urine Bag Maintenance Simulator,pmsr:/COM1786054978467363000,Urine Bag Maintenance Simulator Detector,Procedure Trainers and Skills Simulators,,https://limbsandthings.com/us/support/ (404; HTTPError 404: Not Found) | https://www.cdc.gov/infection-control/ (403; HTTPError 403: Forbidden),Limbs & Things/Nasco model manuals and replacement parts documentation for exact simulator model.,Replace blocked/dead URLs with live vendor/model documents and confirm HTTP 200 accessibility.,TODO,https://www.nascohealthcare.com/,yes,yes,no,Replace blocked URLs with one live candidate URL; then seek component-specific model page beneath that domain.
,,,REPLACE_BROKEN_LINKS,pmsr:/INS1739302175458785,Vascular Access Simulator,pmsr:/COM1786054978467416000,Vascular Access Simulator Actuator,Procedure Trainers and Skills Simulators,,https://limbsandthings.com/us/support/ (404; HTTPError 404: Not Found) | https://www.cdc.gov/infection-control/ (403; HTTPError 403: Forbidden),Limbs & Things/Nasco model manuals and replacement parts documentation for exact simulator model.,Replace blocked/dead URLs with live vendor/model documents and confirm HTTP 200 accessibility.,TODO,https://www.nascohealthcare.com/,yes,yes,no,Replace blocked URLs with one live candidate URL; then seek component-specific model page beneath that domain.
,,,REPLACE_BROKEN_LINKS,pmsr:/INS1739302175458785,Vascular Access Simulator,pmsr:/COM1786054978467411000,Vascular Access Simulator Detector,Procedure Trainers and Skills Simulators,,https://limbsandthings.com/us/support/ (404; HTTPError 404: Not Found) | https://www.cdc.gov/infection-control/ (403; HTTPError 403: Forbidden),Limbs & Things/Nasco model manuals and replacement parts documentation for exact simulator model.,Replace blocked/dead URLs with live vendor/model documents and confirm HTTP 200 accessibility.,TODO,https://www.nascohealthcare.com/,yes,yes,no,Replace blocked URLs with one live candidate URL; then seek component-specific model page beneath that domain.
1,A,Complex instrument profile with multiple unresolved component evidences.,REPLACE_GENERIC_WITH_COMPONENT_SPECIFIC,pmsr:/INS1739452868256965,SimSleeves Lymphedema Simulator,pmsr:/COM1786054978467222000,SimSleeves Lymphedema Simulator Detector,General Medical Device Governance,https://www.fda.gov/medical-devices/device-advice-comprehensive-regulatory-assistance/medical-device-databases,https://www.iso.org/standard/72704.html (403; HTTPError 403: Forbidden),"Replace with instrument-model vendor manual, IFU, datasheet, or product specification page.","Replace governance/support hub with model/component-specific manual, datasheet, or IFU page.",TODO,https://www.fda.gov/medical-devices/device-advice-comprehensive-regulatory-assistance/medical-device-databases | https://www.who.int/teams/health-product-policy-and-standards/assistive-and-medical-technology/medical-devices | https://www.ssih.org/,yes,no,yes,Keep reachable URL only as seed; locate model/component-specific page and replace mapping link.
2,A,Complex instrument profile with multiple unresolved component evidences.,REPLACE_GENERIC_WITH_COMPONENT_SPECIFIC,pmsr:/INS1739452868256965,SimSleeves Lymphedema Simulator,pmsr:/COM1786054978467227000,SimSleeves Lymphedema Simulator Actuator,General Medical Device Governance,https://www.fda.gov/medical-devices/device-advice-comprehensive-regulatory-assistance/medical-device-databases,https://www.iso.org/standard/72704.html (403; HTTPError 403: Forbidden),"Replace with instrument-model vendor manual, IFU, datasheet, or product specification page.","Replace governance/support hub with model/component-specific manual, datasheet, or IFU page.",TODO,https://www.fda.gov/medical-devices/device-advice-comprehensive-regulatory-assistance/medical-device-databases | https://www.who.int/teams/health-product-policy-and-standards/assistive-and-medical-technology/medical-devices | https://www.ssih.org/,yes,no,yes,Keep reachable URL only as seed; locate model/component-specific page and replace mapping link.
3,A,Complex instrument profile with multiple unresolved component evidences.,REPLACE_GENERIC_WITH_COMPONENT_SPECIFIC,pmsr:/INS1739452868256965,SimSleeves Lymphedema Simulator,pmsr:/COM1740497043510835,Lymphedema Condition Component Stem  -- CB:EMPTY,General Medical Device Governance,https://www.fda.gov/medical-devices/device-advice-comprehensive-regulatory-assistance/medical-device-databases,https://www.iso.org/standard/72704.html (403; HTTPError 403: Forbidden),"Replace with instrument-model vendor manual, IFU, datasheet, or product specification page.","Replace governance/support hub with model/component-specific manual, datasheet, or IFU page.",TODO,https://www.fda.gov/medical-devices/device-advice-comprehensive-regulatory-assistance/medical-device-databases | https://www.who.int/teams/health-product-policy-and-standards/assistive-and-medical-technology/medical-devices | https://www.ssih.org/,yes,no,yes,Keep reachable URL only as seed; locate model/component-specific page and replace mapping link.
6,C,Standard remediation item: generic evidence should be replaced by vendor/model evidence.,REPLACE_GENERIC_WITH_COMPONENT_SPECIFIC,pmsr:/INS1739820624939265,Cancer Patient Simulator,pmsr:/COM1786054978466266000,Cancer Patient Simulator Detector,General Medical Device Governance,https://www.fda.gov/medical-devices/device-advice-comprehensive-regulatory-assistance/medical-device-databases,https://www.iso.org/standard/72704.html (403; HTTPError 403: Forbidden),"Replace with instrument-model vendor manual, IFU, datasheet, or product specification page.","Replace governance/support hub with model/component-specific manual, datasheet, or IFU page.",TODO,https://www.fda.gov/medical-devices/device-advice-comprehensive-regulatory-assistance/medical-device-databases | https://www.who.int/teams/health-product-policy-and-standards/assistive-and-medical-technology/medical-devices | https://www.ssih.org/,yes,no,yes,Keep reachable URL only as seed; locate model/component-specific page and replace mapping link.
7,C,Standard remediation item: generic evidence should be replaced by vendor/model evidence.,REPLACE_GENERIC_WITH_COMPONENT_SPECIFIC,pmsr:/INS1739879206550705,Cancer Patient Simulator,pmsr:/COM1786054978466282000,Cancer Patient Simulator Detector,General Medical Device Governance,https://www.fda.gov/medical-devices/device-advice-comprehensive-regulatory-assistance/medical-device-databases,https://www.iso.org/standard/72704.html (403; HTTPError 403: Forbidden),"Replace with instrument-model vendor manual, IFU, datasheet, or product specification page.","Replace governance/support hub with model/component-specific manual, datasheet, or IFU page.",TODO,https://www.fda.gov/medical-devices/device-advice-comprehensive-regulatory-assistance/medical-device-databases | https://www.who.int/teams/health-product-policy-and-standards/assistive-and-medical-technology/medical-devices | https://www.ssih.org/,yes,no,yes,Keep reachable URL only as seed; locate model/component-specific page and replace mapping link.
8,C,Standard remediation item: generic evidence should be replaced by vendor/model evidence.,REPLACE_GENERIC_WITH_COMPONENT_SPECIFIC,pmsr:/INS1739820624939265,Cancer Patient Simulator,pmsr:/COM1786054978466270000,Cancer Patient Simulator Actuator,General Medical Device Governance,https://www.fda.gov/medical-devices/device-advice-comprehensive-regulatory-assistance/medical-device-databases,https://www.iso.org/standard/72704.html (403; HTTPError 403: Forbidden),"Replace with instrument-model vendor manual, IFU, datasheet, or product specification page.","Replace governance/support hub with model/component-specific manual, datasheet, or IFU page.",TODO,https://www.fda.gov/medical-devices/device-advice-comprehensive-regulatory-assistance/medical-device-databases | https://www.who.int/teams/health-product-policy-and-standards/assistive-and-medical-technology/medical-devices | https://www.ssih.org/,yes,no,yes,Keep reachable URL only as seed; locate model/component-specific page and replace mapping link.
9,C,Standard remediation item: generic evidence should be replaced by vendor/model evidence.,REPLACE_GENERIC_WITH_COMPONENT_SPECIFIC,pmsr:/INS1739879206550705,Cancer Patient Simulator,pmsr:/COM1786054978466286000,Cancer Patient Simulator Actuator,General Medical Device Governance,https://www.fda.gov/medical-devices/device-advice-comprehensive-regulatory-assistance/medical-device-databases,https://www.iso.org/standard/72704.html (403; HTTPError 403: Forbidden),"Replace with instrument-model vendor manual, IFU, datasheet, or product specification page.","Replace governance/support hub with model/component-specific manual, datasheet, or IFU page.",TODO,https://www.fda.gov/medical-devices/device-advice-comprehensive-regulatory-assistance/medical-device-databases | https://www.who.int/teams/health-product-policy-and-standards/assistive-and-medical-technology/medical-devices | https://www.ssih.org/,yes,no,yes,Keep reachable URL only as seed; locate model/component-specific page and replace mapping link.
10,C,Standard remediation item: generic evidence should be replaced by vendor/model evidence.,REPLACE_GENERIC_WITH_COMPONENT_SPECIFIC,pmsr:/INS1739392182337835,Cardiac Procedure Simulator,pmsr:/COM1786054978466297000,Cardiac Procedure Simulator Detector,General Medical Device Governance,https://www.fda.gov/medical-devices/device-advice-comprehensive-regulatory-assistance/medical-device-databases,https://www.iso.org/standard/72704.html (403; HTTPError 403: Forbidden),"Replace with instrument-model vendor manual, IFU, datasheet, or product specification page.","Replace governance/support hub with model/component-specific manual, datasheet, or IFU page.",TODO,https://www.fda.gov/medical-devices/device-advice-comprehensive-regulatory-assistance/medical-device-databases | https://www.who.int/teams/health-product-policy-and-standards/assistive-and-medical-technology/medical-devices | https://www.ssih.org/,yes,no,yes,Keep reachable URL only as seed; locate model/component-specific page and replace mapping link.
11,C,Standard remediation item: generic evidence should be replaced by vendor/model evidence.,REPLACE_GENERIC_WITH_COMPONENT_SPECIFIC,pmsr:/INS1739392182337835,Cardiac Procedure Simulator,pmsr:/COM1786054978466301000,Cardiac Procedure Simulator Actuator,General Medical Device Governance,https://www.fda.gov/medical-devices/device-advice-comprehensive-regulatory-assistance/medical-device-databases,https://www.iso.org/standard/72704.html (403; HTTPError 403: Forbidden),"Replace with instrument-model vendor manual, IFU, datasheet, or product specification page.","Replace governance/support hub with model/component-specific manual, datasheet, or IFU page.",TODO,https://www.fda.gov/medical-devices/device-advice-comprehensive-regulatory-assistance/medical-device-databases | https://www.who.int/teams/health-product-policy-and-standards/assistive-and-medical-technology/medical-devices | https://www.ssih.org/,yes,no,yes,Keep reachable URL only as seed; locate model/component-specific page and replace mapping link.
12,C,Standard remediation item: generic evidence should be replaced by vendor/model evidence.,REPLACE_GENERIC_WITH_COMPONENT_SPECIFIC,pmsr:/INS1739301711235865,Care Simulators,pmsr:/COM1786054978466312000,Care Simulators Detector,General Medical Device Governance,https://www.fda.gov/medical-devices/device-advice-comprehensive-regulatory-assistance/medical-device-databases,https://www.iso.org/standard/72704.html (403; HTTPError 403: Forbidden),"Replace with instrument-model vendor manual, IFU, datasheet, or product specification page.","Replace governance/support hub with model/component-specific manual, datasheet, or IFU page.",TODO,https://www.fda.gov/medical-devices/device-advice-comprehensive-regulatory-assistance/medical-device-databases | https://www.who.int/teams/health-product-policy-and-standards/assistive-and-medical-technology/medical-devices | https://www.ssih.org/,yes,no,yes,Keep reachable URL only as seed; locate model/component-specific page and replace mapping link.
13,C,Standard remediation item: generic evidence should be replaced by vendor/model evidence.,REPLACE_GENERIC_WITH_COMPONENT_SPECIFIC,pmsr:/INS1739301711235865,Care Simulators,pmsr:/COM1786054978466316000,Care Simulators Actuator,General Medical Device Governance,https://www.fda.gov/medical-devices/device-advice-comprehensive-regulatory-assistance/medical-device-databases,https://www.iso.org/standard/72704.html (403; HTTPError 403: Forbidden),"Replace with instrument-model vendor manual, IFU, datasheet, or product specification page.","Replace governance/support hub with model/component-specific manual, datasheet, or IFU page.",TODO,https://www.fda.gov/medical-devices/device-advice-comprehensive-regulatory-assistance/medical-device-databases | https://www.who.int/teams/health-product-policy-and-standards/assistive-and-medical-technology/medical-devices | https://www.ssih.org/,yes,no,yes,Keep reachable URL only as seed; locate model/component-specific page and replace mapping link.
14,C,Standard remediation item: generic evidence should be replaced by vendor/model evidence.,REPLACE_GENERIC_WITH_COMPONENT_SPECIFIC,pmsr:/INS1739287212610855,Dani Model,pmsr:/COM1786054978466344000,Dani Model Detector,General Medical Device Governance,https://www.fda.gov/medical-devices/device-advice-comprehensive-regulatory-assistance/medical-device-databases,https://www.iso.org/standard/72704.html (403; HTTPError 403: Forbidden),"Replace with instrument-model vendor manual, IFU, datasheet, or product specification page.","Replace governance/support hub with model/component-specific manual, datasheet, or IFU page.",TODO,https://www.fda.gov/medical-devices/device-advice-comprehensive-regulatory-assistance/medical-device-databases | https://www.who.int/teams/health-product-policy-and-standards/assistive-and-medical-technology/medical-devices | https://www.ssih.org/,yes,no,yes,Keep reachable URL only as seed; locate model/component-specific page and replace mapping link.
15,C,Standard remediation item: generic evidence should be replaced by vendor/model evidence.,REPLACE_GENERIC_WITH_COMPONENT_SPECIFIC,pmsr:/INS1739287212610855,Dani Model,pmsr:/COM1786054978466348000,Dani Model Actuator,General Medical Device Governance,https://www.fda.gov/medical-devices/device-advice-comprehensive-regulatory-assistance/medical-device-databases,https://www.iso.org/standard/72704.html (403; HTTPError 403: Forbidden),"Replace with instrument-model vendor manual, IFU, datasheet, or product specification page.","Replace governance/support hub with model/component-specific manual, datasheet, or IFU page.",TODO,https://www.fda.gov/medical-devices/device-advice-comprehensive-regulatory-assistance/medical-device-databases | https://www.who.int/teams/health-product-policy-and-standards/assistive-and-medical-technology/medical-devices | https://www.ssih.org/,yes,no,yes,Keep reachable URL only as seed; locate model/component-specific page and replace mapping link.
16,C,Standard remediation item: generic evidence should be replaced by vendor/model evidence.,REPLACE_GENERIC_WITH_COMPONENT_SPECIFIC,pmsr:/INS1739287021517805,Diagnostic Simulators,pmsr:/COM1786054978466375000,Diagnostic Simulators Detector,General Medical Device Governance,https://www.fda.gov/medical-devices/device-advice-comprehensive-regulatory-assistance/medical-device-databases,https://www.iso.org/standard/72704.html (403; HTTPError 403: Forbidden),"Replace with instrument-model vendor manual, IFU, datasheet, or product specification page.","Replace governance/support hub with model/component-specific manual, datasheet, or IFU page.",TODO,https://www.fda.gov/medical-devices/device-advice-comprehensive-regulatory-assistance/medical-device-databases | https://www.who.int/teams/health-product-policy-and-standards/assistive-and-medical-technology/medical-devices | https://www.ssih.org/,yes,no,yes,Keep reachable URL only as seed; locate model/component-specific page and replace mapping link.
17,C,Standard remediation item: generic evidence should be replaced by vendor/model evidence.,REPLACE_GENERIC_WITH_COMPONENT_SPECIFIC,pmsr:/INS1739287021517805,Diagnostic Simulators,pmsr:/COM1786054978466380000,Diagnostic Simulators Actuator,General Medical Device Governance,https://www.fda.gov/medical-devices/device-advice-comprehensive-regulatory-assistance/medical-device-databases,https://www.iso.org/standard/72704.html (403; HTTPError 403: Forbidden),"Replace with instrument-model vendor manual, IFU, datasheet, or product specification page.","Replace governance/support hub with model/component-specific manual, datasheet, or IFU page.",TODO,https://www.fda.gov/medical-devices/device-advice-comprehensive-regulatory-assistance/medical-device-databases | https://www.who.int/teams/health-product-policy-and-standards/assistive-and-medical-technology/medical-devices | https://www.ssih.org/,yes,no,yes,Keep reachable URL only as seed; locate model/component-specific page and replace mapping link.
20,C,Standard remediation item: generic evidence should be replaced by vendor/model evidence.,REPLACE_GENERIC_WITH_COMPONENT_SPECIFIC,pmsr:/INS1739303195193785,Geriatic Care Simulator,pmsr:/COM1786054978466460000,Geriatic Care Simulator Detector,General Medical Device Governance,https://www.fda.gov/medical-devices/device-advice-comprehensive-regulatory-assistance/medical-device-databases,https://www.iso.org/standard/72704.html (403; HTTPError 403: Forbidden),"Replace with instrument-model vendor manual, IFU, datasheet, or product specification page.","Replace governance/support hub with model/component-specific manual, datasheet, or IFU page.",TODO,https://www.fda.gov/medical-devices/device-advice-comprehensive-regulatory-assistance/medical-device-databases | https://www.who.int/teams/health-product-policy-and-standards/assistive-and-medical-technology/medical-devices | https://www.ssih.org/,yes,no,yes,Keep reachable URL only as seed; locate model/component-specific page and replace mapping link.
21,C,Standard remediation item: generic evidence should be replaced by vendor/model evidence.,REPLACE_GENERIC_WITH_COMPONENT_SPECIFIC,pmsr:/INS1739303195193785,Geriatic Care Simulator,pmsr:/COM1786054978466464000,Geriatic Care Simulator Actuator,General Medical Device Governance,https://www.fda.gov/medical-devices/device-advice-comprehensive-regulatory-assistance/medical-device-databases,https://www.iso.org/standard/72704.html (403; HTTPError 403: Forbidden),"Replace with instrument-model vendor manual, IFU, datasheet, or product specification page.","Replace governance/support hub with model/component-specific manual, datasheet, or IFU page.",TODO,https://www.fda.gov/medical-devices/device-advice-comprehensive-regulatory-assistance/medical-device-databases | https://www.who.int/teams/health-product-policy-and-standards/assistive-and-medical-technology/medical-devices | https://www.ssih.org/,yes,no,yes,Keep reachable URL only as seed; locate model/component-specific page and replace mapping link.
22,C,Standard remediation item: generic evidence should be replaced by vendor/model evidence.,REPLACE_GENERIC_WITH_COMPONENT_SPECIFIC,pmsr:/INS1739404046114785,Intramuscular Injections Simulator,pmsr:/COM1786054978466552000,Intramuscular Injections Simulator Detector,General Medical Device Governance,https://www.fda.gov/medical-devices/device-advice-comprehensive-regulatory-assistance/medical-device-databases,https://www.iso.org/standard/72704.html (403; HTTPError 403: Forbidden),"Replace with instrument-model vendor manual, IFU, datasheet, or product specification page.","Replace governance/support hub with model/component-specific manual, datasheet, or IFU page.",TODO,https://www.fda.gov/medical-devices/device-advice-comprehensive-regulatory-assistance/medical-device-databases | https://www.who.int/teams/health-product-policy-and-standards/assistive-and-medical-technology/medical-devices | https://www.ssih.org/,yes,no,yes,Keep reachable URL only as seed; locate model/component-specific page and replace mapping link.
23,C,Standard remediation item: generic evidence should be replaced by vendor/model evidence.,REPLACE_GENERIC_WITH_COMPONENT_SPECIFIC,pmsr:/INS1739404046114785,Intramuscular Injections Simulator,pmsr:/COM1786054978466557000,Intramuscular Injections Simulator Actuator,General Medical Device Governance,https://www.fda.gov/medical-devices/device-advice-comprehensive-regulatory-assistance/medical-device-databases,https://www.iso.org/standard/72704.html (403; HTTPError 403: Forbidden),"Replace with instrument-model vendor manual, IFU, datasheet, or product specification page.","Replace governance/support hub with model/component-specific manual, datasheet, or IFU page.",TODO,https://www.fda.gov/medical-devices/device-advice-comprehensive-regulatory-assistance/medical-device-databases | https://www.who.int/teams/health-product-policy-and-standards/assistive-and-medical-technology/medical-devices | https://www.ssih.org/,yes,no,yes,Keep reachable URL only as seed; locate model/component-specific page and replace mapping link.
24,C,Standard remediation item: generic evidence should be replaced by vendor/model evidence.,REPLACE_GENERIC_WITH_COMPONENT_SPECIFIC,pmsr:/INS1739483351917145,Male Inguinal Hernia Anatomy Model,pmsr:/COM1786054978466767000,Male Inguinal Hernia Anatomy Model Detector,General Medical Device Governance,https://www.fda.gov/medical-devices/device-advice-comprehensive-regulatory-assistance/medical-device-databases,https://www.iso.org/standard/72704.html (403; HTTPError 403: Forbidden),"Replace with instrument-model vendor manual, IFU, datasheet, or product specification page.","Replace governance/support hub with model/component-specific manual, datasheet, or IFU page.",TODO,https://www.fda.gov/medical-devices/device-advice-comprehensive-regulatory-assistance/medical-device-databases | https://www.who.int/teams/health-product-policy-and-standards/assistive-and-medical-technology/medical-devices | https://www.ssih.org/,yes,no,yes,Keep reachable URL only as seed; locate model/component-specific page and replace mapping link.
25,C,Standard remediation item: generic evidence should be replaced by vendor/model evidence.,REPLACE_GENERIC_WITH_COMPONENT_SPECIFIC,pmsr:/INS1739483351917145,Male Inguinal Hernia Anatomy Model,pmsr:/COM1786054978466773000,Male Inguinal Hernia Anatomy Model Actuator,General Medical Device Governance,https://www.fda.gov/medical-devices/device-advice-comprehensive-regulatory-assistance/medical-device-databases,https://www.iso.org/standard/72704.html (403; HTTPError 403: Forbidden),"Replace with instrument-model vendor manual, IFU, datasheet, or product specification page.","Replace governance/support hub with model/component-specific manual, datasheet, or IFU page.",TODO,https://www.fda.gov/medical-devices/device-advice-comprehensive-regulatory-assistance/medical-device-databases | https://www.who.int/teams/health-product-policy-and-standards/assistive-and-medical-technology/medical-devices | https://www.ssih.org/,yes,no,yes,Keep reachable URL only as seed; locate model/component-specific page and replace mapping link.
26,C,Standard remediation item: generic evidence should be replaced by vendor/model evidence.,REPLACE_GENERIC_WITH_COMPONENT_SPECIFIC,ncit:C16830,Medical Device,pmsr:/COM1786054978466790000,Medical Device Detector,General Medical Device Governance,https://www.fda.gov/medical-devices/device-advice-comprehensive-regulatory-assistance/medical-device-databases,https://www.iso.org/standard/72704.html (403; HTTPError 403: Forbidden),"Replace with instrument-model vendor manual, IFU, datasheet, or product specification page.","Replace governance/support hub with model/component-specific manual, datasheet, or IFU page.",TODO,https://www.fda.gov/medical-devices/device-advice-comprehensive-regulatory-assistance/medical-device-databases | https://www.who.int/teams/health-product-policy-and-standards/assistive-and-medical-technology/medical-devices | https://www.ssih.org/,yes,no,yes,Keep reachable URL only as seed; locate model/component-specific page and replace mapping link.
27,C,Standard remediation item: generic evidence should be replaced by vendor/model evidence.,REPLACE_GENERIC_WITH_COMPONENT_SPECIFIC,ncit:C16830,Medical Device,pmsr:/COM1786054978466794000,Medical Device Actuator,General Medical Device Governance,https://www.fda.gov/medical-devices/device-advice-comprehensive-regulatory-assistance/medical-device-databases,https://www.iso.org/standard/72704.html (403; HTTPError 403: Forbidden),"Replace with instrument-model vendor manual, IFU, datasheet, or product specification page.","Replace governance/support hub with model/component-specific manual, datasheet, or IFU page.",TODO,https://www.fda.gov/medical-devices/device-advice-comprehensive-regulatory-assistance/medical-device-databases | https://www.who.int/teams/health-product-policy-and-standards/assistive-and-medical-technology/medical-devices | https://www.ssih.org/,yes,no,yes,Keep reachable URL only as seed; locate model/component-specific page and replace mapping link.
28,C,Standard remediation item: generic evidence should be replaced by vendor/model evidence.,REPLACE_GENERIC_WITH_COMPONENT_SPECIFIC,pmsr:/INS1739287092102085,Medical Examination Simulators,pmsr:/COM1786054978466811000,Medical Examination Simulators Detector,General Medical Device Governance,https://www.fda.gov/medical-devices/device-advice-comprehensive-regulatory-assistance/medical-device-databases,https://www.iso.org/standard/72704.html (403; HTTPError 403: Forbidden),"Replace with instrument-model vendor manual, IFU, datasheet, or product specification page.","Replace governance/support hub with model/component-specific manual, datasheet, or IFU page.",TODO,https://www.fda.gov/medical-devices/device-advice-comprehensive-regulatory-assistance/medical-device-databases | https://www.who.int/teams/health-product-policy-and-standards/assistive-and-medical-technology/medical-devices | https://www.ssih.org/,yes,no,yes,Keep reachable URL only as seed; locate model/component-specific page and replace mapping link.
