instrument_uri,instrument_label,doc_family,threshold_category,domain_of_concern,proposed_component_uri,proposed_component_label,evidence_level,primary_evidence_url,secondary_evidence_url,tertiary_evidence_url,evidence_note
pmsr:/INS1739397556188145,Gynaecological Examination Mannequin,Resuscitation and Mannequin Platforms,HIGH_MANNEQUIN_PROCEDURE,PROCEDURAL_FORCE_PRESSURE,pmsr:/COM9ce929fda23c7e246,Gynaecological Examination Mannequin Applied Force Detector,instrument-specific,https://laerdal.com/us/products/simulation-training/,https://laerdal.force.com/HelpCenter/s/,https://cpr.heart.org/en/resuscitation-science/cpr-and-ecc-guidelines,Family/instrument documentation used as detector plausibility evidence; needs model-specific confirmation before production publish.
pmsr:/INS1739397556188145,Gynaecological Examination Mannequin,Resuscitation and Mannequin Platforms,HIGH_MANNEQUIN_PROCEDURE,IV_VASCULAR_ACCESS,pmsr:/COM916f797ebef7cb097,Gynaecological Examination Mannequin Venous Flashback Detector,instrument-specific,https://laerdal.com/us/products/simulation-training/,https://laerdal.force.com/HelpCenter/s/,https://cpr.heart.org/en/resuscitation-science/cpr-and-ecc-guidelines,Family/instrument documentation used as detector plausibility evidence; needs model-specific confirmation before production publish.
pmsr:/INS1739397556188145,Gynaecological Examination Mannequin,Resuscitation and Mannequin Platforms,HIGH_MANNEQUIN_PROCEDURE,GENERAL_SIMULATION_OTHER,pmsr:/COM910906a6c47d60667,Gynaecological Examination Mannequin Procedure Completion Detector,instrument-specific,https://laerdal.com/us/products/simulation-training/,https://laerdal.force.com/HelpCenter/s/,https://cpr.heart.org/en/resuscitation-science/cpr-and-ecc-guidelines,Family/instrument documentation used as detector plausibility evidence; needs model-specific confirmation before production publish.
pmsr:/INS1739397556188145,Gynaecological Examination Mannequin,Resuscitation and Mannequin Platforms,HIGH_MANNEQUIN_PROCEDURE,AIRWAY_RESPIRATORY,pmsr:/COM97e1b412645fe50a2,Gynaecological Examination Mannequin Ventilation Flow Detector,instrument-specific,https://laerdal.com/us/products/simulation-training/,https://laerdal.force.com/HelpCenter/s/,https://cpr.heart.org/en/resuscitation-science/cpr-and-ecc-guidelines,Family/instrument documentation used as detector plausibility evidence; needs model-specific confirmation before production publish.
pmsr:/INS1739287159797795,High-Fidelity Mannequin,Resuscitation and Mannequin Platforms,HIGH_MANNEQUIN_PROCEDURE,GENERAL_SIMULATION_OTHER,pmsr:/COM95611eb2ed74ee103,High-Fidelity Mannequin Interaction Event Detector,instrument-specific,https://laerdal.com/us/products/simulation-training/,https://laerdal.force.com/HelpCenter/s/,https://cpr.heart.org/en/resuscitation-science/cpr-and-ecc-guidelines,Family/instrument documentation used as detector plausibility evidence; needs model-specific confirmation before production publish.
pmsr:/INS1739287159797795,High-Fidelity Mannequin,Resuscitation and Mannequin Platforms,HIGH_MANNEQUIN_PROCEDURE,AIRWAY_RESPIRATORY,pmsr:/COM9f42e00a4b3026528,High-Fidelity Mannequin Airway Pressure Detector,instrument-specific,https://laerdal.com/us/products/simulation-training/,https://laerdal.force.com/HelpCenter/s/,https://cpr.heart.org/en/resuscitation-science/cpr-and-ecc-guidelines,Family/instrument documentation used as detector plausibility evidence; needs model-specific confirmation before production publish.
pmsr:/INS1739287159797795,High-Fidelity Mannequin,Resuscitation and Mannequin Platforms,HIGH_MANNEQUIN_PROCEDURE,CARDIOVASCULAR_HEMODYNAMIC,pmsr:/COM92177208ccc4e22b1,High-Fidelity Mannequin Pulse Rate Detector,instrument-specific,https://laerdal.com/us/products/simulation-training/,https://laerdal.force.com/HelpCenter/s/,https://cpr.heart.org/en/resuscitation-science/cpr-and-ecc-guidelines,Family/instrument documentation used as detector plausibility evidence; needs model-specific confirmation before production publish.
pmsr:/INS1739287159797795,High-Fidelity Mannequin,Resuscitation and Mannequin Platforms,HIGH_MANNEQUIN_PROCEDURE,PROCEDURAL_FORCE_PRESSURE,pmsr:/COM9137c395895688068,High-Fidelity Mannequin Applied Force Detector,instrument-specific,https://laerdal.com/us/products/simulation-training/,https://laerdal.force.com/HelpCenter/s/,https://cpr.heart.org/en/resuscitation-science/cpr-and-ecc-guidelines,Family/instrument documentation used as detector plausibility evidence; needs model-specific confirmation before production publish.
pmsr:/INS1739287159797795,High-Fidelity Mannequin,Resuscitation and Mannequin Platforms,HIGH_MANNEQUIN_PROCEDURE,IV_VASCULAR_ACCESS,pmsr:/COM9627985a5056f2d15,High-Fidelity Mannequin Venous Flashback Detector,instrument-specific,https://laerdal.com/us/products/simulation-training/,https://laerdal.force.com/HelpCenter/s/,https://cpr.heart.org/en/resuscitation-science/cpr-and-ecc-guidelines,Family/instrument documentation used as detector plausibility evidence; needs model-specific confirmation before production publish.
pmsr:/INS1739287159797795,High-Fidelity Mannequin,Resuscitation and Mannequin Platforms,HIGH_MANNEQUIN_PROCEDURE,GENERAL_SIMULATION_OTHER,pmsr:/COM94748f0031a7167ca,High-Fidelity Mannequin Procedure Completion Detector,instrument-specific,https://laerdal.com/us/products/simulation-training/,https://laerdal.force.com/HelpCenter/s/,https://cpr.heart.org/en/resuscitation-science/cpr-and-ecc-guidelines,Family/instrument documentation used as detector plausibility evidence; needs model-specific confirmation before production publish.
pmsr:/INS1739287159797795,High-Fidelity Mannequin,Resuscitation and Mannequin Platforms,HIGH_MANNEQUIN_PROCEDURE,AIRWAY_RESPIRATORY,pmsr:/COM91aa7b31291992fbb,High-Fidelity Mannequin Ventilation Flow Detector,instrument-specific,https://laerdal.com/us/products/simulation-training/,https://laerdal.force.com/HelpCenter/s/,https://cpr.heart.org/en/resuscitation-science/cpr-and-ecc-guidelines,Family/instrument documentation used as detector plausibility evidence; needs model-specific confirmation before production publish.
pmsr:/INS1739300958884615,Imaging,Point-of-Care Ultrasound and Imaging,IMAGING_TABLE,IMAGING_ANATOMY_SPATIAL,pmsr:/COM98e6dd5fe87530d91,Imaging Probe Contact Detector,instrument-specific,https://www.chison.com/products/,https://www.chison.com/products/,https://www.who.int/teams/health-product-policy-and-standards/assistive-and-medical-technology/medical-devices,Family/instrument documentation used as detector plausibility evidence; needs model-specific confirmation before production publish.
pmsr:/INS1739404046114785,Intramuscular Injections Simulator,General Medical Device Governance,HIGH_MANNEQUIN_PROCEDURE,GENERAL_SIMULATION_OTHER,pmsr:/COM9751786e7c40b255c,Intramuscular Injections Simulator Interaction Event Detector,family-level-curated,https://www.iso.org/standard/72704.html,https://www.iso.org/standard/72704.html,https://webstore.iec.ch/publication/67072,Family/instrument documentation used as detector plausibility evidence; needs model-specific confirmation before production publish.
pmsr:/INS1739404046114785,Intramuscular Injections Simulator,General Medical Device Governance,HIGH_MANNEQUIN_PROCEDURE,AIRWAY_RESPIRATORY,pmsr:/COM9e562f8ab987b7036,Intramuscular Injections Simulator Airway Pressure Detector,family-level-curated,https://www.iso.org/standard/72704.html,https://www.iso.org/standard/72704.html,https://webstore.iec.ch/publication/67072,Family/instrument documentation used as detector plausibility evidence; needs model-specific confirmation before production publish.
pmsr:/INS1739404046114785,Intramuscular Injections Simulator,General Medical Device Governance,HIGH_MANNEQUIN_PROCEDURE,CARDIOVASCULAR_HEMODYNAMIC,pmsr:/COM94a6c2220e9625fb7,Intramuscular Injections Simulator Pulse Rate Detector,family-level-curated,https://www.iso.org/standard/72704.html,https://www.iso.org/standard/72704.html,https://webstore.iec.ch/publication/67072,Family/instrument documentation used as detector plausibility evidence; needs model-specific confirmation before production publish.
pmsr:/INS1739404046114785,Intramuscular Injections Simulator,General Medical Device Governance,HIGH_MANNEQUIN_PROCEDURE,PROCEDURAL_FORCE_PRESSURE,pmsr:/COM90822bb607c2cfa3b,Intramuscular Injections Simulator Applied Force Detector,family-level-curated,https://www.iso.org/standard/72704.html,https://www.iso.org/standard/72704.html,https://webstore.iec.ch/publication/67072,Family/instrument documentation used as detector plausibility evidence; needs model-specific confirmation before production publish.
pmsr:/INS1739404046114785,Intramuscular Injections Simulator,General Medical Device Governance,HIGH_MANNEQUIN_PROCEDURE,IV_VASCULAR_ACCESS,pmsr:/COM99b9afcf37be17507,Intramuscular Injections Simulator Venous Flashback Detector,family-level-curated,https://www.iso.org/standard/72704.html,https://www.iso.org/standard/72704.html,https://webstore.iec.ch/publication/67072,Family/instrument documentation used as detector plausibility evidence; needs model-specific confirmation before production publish.
pmsr:/INS1739404046114785,Intramuscular Injections Simulator,General Medical Device Governance,HIGH_MANNEQUIN_PROCEDURE,GENERAL_SIMULATION_OTHER,pmsr:/COM901ebb687541101a6,Intramuscular Injections Simulator Procedure Completion Detector,family-level-curated,https://www.iso.org/standard/72704.html,https://www.iso.org/standard/72704.html,https://webstore.iec.ch/publication/67072,Family/instrument documentation used as detector plausibility evidence; needs model-specific confirmation before production publish.
pmsr:/INS1739404046114785,Intramuscular Injections Simulator,General Medical Device Governance,HIGH_MANNEQUIN_PROCEDURE,AIRWAY_RESPIRATORY,pmsr:/COM92e6bf51ccc1c28ab,Intramuscular Injections Simulator Ventilation Flow Detector,family-level-curated,https://www.iso.org/standard/72704.html,https://www.iso.org/standard/72704.html,https://webstore.iec.ch/publication/67072,Family/instrument documentation used as detector plausibility evidence; needs model-specific confirmation before production publish.
pmsr:/INS1739301081410085,Intraoral Scanner,Dental and Oral Scanning Systems,IMAGING_TABLE,IMAGING_ANATOMY_SPATIAL,pmsr:/COM9c0dfd3041e7d14c1,Intraoral Scanner Probe Contact Detector,instrument-specific,https://support.3shape.com/,https://support.medit.com/hc/en-us,https://www.fda.gov/medical-devices/device-advice-comprehensive-regulatory-assistance/medical-device-databases,Family/instrument documentation used as detector plausibility evidence; needs model-specific confirmation before production publish.
pmsr:/INS1739402037946315,IV Fluid Administration,Procedure Trainers and Skills Simulators,MEDIUM_MANNEQUIN_PROCEDURE,GENERAL_SIMULATION_OTHER,pmsr:/COM9727fb50145c10e09,IV Fluid Administration Interaction Event Detector,family-level-curated,https://limbsandthings.com/us/support/,https://limbsandthings.com/us/support/,https://www.cdc.gov/infection-control/,Family/instrument documentation used as detector plausibility evidence; needs model-specific confirmation before production publish.
pmsr:/INS1739402037946315,IV Fluid Administration,Procedure Trainers and Skills Simulators,MEDIUM_MANNEQUIN_PROCEDURE,AIRWAY_RESPIRATORY,pmsr:/COM9ab325b780c153c16,IV Fluid Administration Airway Pressure Detector,family-level-curated,https://limbsandthings.com/us/support/,https://limbsandthings.com/us/support/,https://www.cdc.gov/infection-control/,Family/instrument documentation used as detector plausibility evidence; needs model-specific confirmation before production publish.
pmsr:/INS1739402037946315,IV Fluid Administration,Procedure Trainers and Skills Simulators,MEDIUM_MANNEQUIN_PROCEDURE,CARDIOVASCULAR_HEMODYNAMIC,pmsr:/COM9a6077a472e113288,IV Fluid Administration Pulse Rate Detector,family-level-curated,https://limbsandthings.com/us/support/,https://limbsandthings.com/us/support/,https://www.cdc.gov/infection-control/,Family/instrument documentation used as detector plausibility evidence; needs model-specific confirmation before production publish.
pmsr:/INS1739398519577895,Laerdal Airway Simulator,Resuscitation and Mannequin Platforms,MEDIUM_MANNEQUIN_PROCEDURE,AIRWAY_RESPIRATORY,pmsr:/COM97456cbdbfef891b2,Laerdal Airway Simulator Airway Pressure Detector,instrument-specific,https://laerdal.com/us/products/simulation-training/,https://laerdal.force.com/HelpCenter/s/,https://cpr.heart.org/en/resuscitation-science/cpr-and-ecc-guidelines,Family/instrument documentation used as detector plausibility evidence; needs model-specific confirmation before production publish.
pmsr:/INS1739398519577895,Laerdal Airway Simulator,Resuscitation and Mannequin Platforms,MEDIUM_MANNEQUIN_PROCEDURE,CARDIOVASCULAR_HEMODYNAMIC,pmsr:/COM9780cb5aee628174d,Laerdal Airway Simulator Pulse Rate Detector,instrument-specific,https://laerdal.com/us/products/simulation-training/,https://laerdal.force.com/HelpCenter/s/,https://cpr.heart.org/en/resuscitation-science/cpr-and-ecc-guidelines,Family/instrument documentation used as detector plausibility evidence; needs model-specific confirmation before production publish.
pmsr:/INS1739398519577895,Laerdal Airway Simulator,Resuscitation and Mannequin Platforms,MEDIUM_MANNEQUIN_PROCEDURE,PROCEDURAL_FORCE_PRESSURE,pmsr:/COM98ff71c8a531dc60e,Laerdal Airway Simulator Applied Force Detector,instrument-specific,https://laerdal.com/us/products/simulation-training/,https://laerdal.force.com/HelpCenter/s/,https://cpr.heart.org/en/resuscitation-science/cpr-and-ecc-guidelines,Family/instrument documentation used as detector plausibility evidence; needs model-specific confirmation before production publish.
pmsr:/INS1739487989328225,Laerdal ALS Baby Trainer 200,Resuscitation and Mannequin Platforms,MEDIUM_MANNEQUIN_PROCEDURE,GENERAL_SIMULATION_OTHER,pmsr:/COM9475a47f065f91166,Laerdal ALS Baby Trainer 200 Interaction Event Detector,instrument-specific,https://laerdal.com/us/products/simulation-training/,https://laerdal.force.com/HelpCenter/s/,https://cpr.heart.org/en/resuscitation-science/cpr-and-ecc-guidelines,Family/instrument documentation used as detector plausibility evidence; needs model-specific confirmation before production publish.
pmsr:/INS1739487989328225,Laerdal ALS Baby Trainer 200,Resuscitation and Mannequin Platforms,MEDIUM_MANNEQUIN_PROCEDURE,AIRWAY_RESPIRATORY,pmsr:/COM99add3c0cd3806f60,Laerdal ALS Baby Trainer 200 Airway Pressure Detector,instrument-specific,https://laerdal.com/us/products/simulation-training/,https://laerdal.force.com/HelpCenter/s/,https://cpr.heart.org/en/resuscitation-science/cpr-and-ecc-guidelines,Family/instrument documentation used as detector plausibility evidence; needs model-specific confirmation before production publish.
pmsr:/INS1739487989328225,Laerdal ALS Baby Trainer 200,Resuscitation and Mannequin Platforms,MEDIUM_MANNEQUIN_PROCEDURE,CARDIOVASCULAR_HEMODYNAMIC,pmsr:/COM903c774adb6c5edb0,Laerdal ALS Baby Trainer 200 Pulse Rate Detector,instrument-specific,https://laerdal.com/us/products/simulation-training/,https://laerdal.force.com/HelpCenter/s/,https://cpr.heart.org/en/resuscitation-science/cpr-and-ecc-guidelines,Family/instrument documentation used as detector plausibility evidence; needs model-specific confirmation before production publish.
pmsr:/INS1739392367425715,Laerdal DAE Simulator,Resuscitation and Mannequin Platforms,MEDIUM_MANNEQUIN_PROCEDURE,CARDIOVASCULAR_HEMODYNAMIC,pmsr:/COM91c68e5a9e69bc020,Laerdal DAE Simulator Pulse Rate Detector,instrument-specific,https://laerdal.com/us/products/simulation-training/,https://laerdal.force.com/HelpCenter/s/,https://cpr.heart.org/en/resuscitation-science/cpr-and-ecc-guidelines,Family/instrument documentation used as detector plausibility evidence; needs model-specific confirmation before production publish.
pmsr:/INS1739392367425715,Laerdal DAE Simulator,Resuscitation and Mannequin Platforms,MEDIUM_MANNEQUIN_PROCEDURE,AIRWAY_RESPIRATORY,pmsr:/COM9b34b00c7bcc86ee0,Laerdal DAE Simulator Airway Pressure Detector,instrument-specific,https://laerdal.com/us/products/simulation-training/,https://laerdal.force.com/HelpCenter/s/,https://cpr.heart.org/en/resuscitation-science/cpr-and-ecc-guidelines,Family/instrument documentation used as detector plausibility evidence; needs model-specific confirmation before production publish.
pmsr:/INS1739392367425715,Laerdal DAE Simulator,Resuscitation and Mannequin Platforms,MEDIUM_MANNEQUIN_PROCEDURE,PROCEDURAL_FORCE_PRESSURE,pmsr:/COM9cbabaa9118f43beb,Laerdal DAE Simulator Applied Force Detector,instrument-specific,https://laerdal.com/us/products/simulation-training/,https://laerdal.force.com/HelpCenter/s/,https://cpr.heart.org/en/resuscitation-science/cpr-and-ecc-guidelines,Family/instrument documentation used as detector plausibility evidence; needs model-specific confirmation before production publish.
pmsr:/INS1739823398493725,Laerdal Nursing Anne Mannequin,Resuscitation and Mannequin Platforms,MEDIUM_MANNEQUIN_PROCEDURE,GENERAL_SIMULATION_OTHER,pmsr:/COM99b3a72b8d17baa57,Laerdal Nursing Anne Mannequin Interaction Event Detector,instrument-specific,https://laerdal.com/us/products/simulation-training/,https://laerdal.force.com/HelpCenter/s/,https://cpr.heart.org/en/resuscitation-science/cpr-and-ecc-guidelines,Family/instrument documentation used as detector plausibility evidence; needs model-specific confirmation before production publish.
pmsr:/INS1739823398493725,Laerdal Nursing Anne Mannequin,Resuscitation and Mannequin Platforms,MEDIUM_MANNEQUIN_PROCEDURE,AIRWAY_RESPIRATORY,pmsr:/COM931d6340657316a0e,Laerdal Nursing Anne Mannequin Airway Pressure Detector,instrument-specific,https://laerdal.com/us/products/simulation-training/,https://laerdal.force.com/HelpCenter/s/,https://cpr.heart.org/en/resuscitation-science/cpr-and-ecc-guidelines,Family/instrument documentation used as detector plausibility evidence; needs model-specific confirmation before production publish.
pmsr:/INS1739823398493725,Laerdal Nursing Anne Mannequin,Resuscitation and Mannequin Platforms,MEDIUM_MANNEQUIN_PROCEDURE,CARDIOVASCULAR_HEMODYNAMIC,pmsr:/COM9ccf75d269b2b6120,Laerdal Nursing Anne Mannequin Pulse Rate Detector,instrument-specific,https://laerdal.com/us/products/simulation-training/,https://laerdal.force.com/HelpCenter/s/,https://cpr.heart.org/en/resuscitation-science/cpr-and-ecc-guidelines,Family/instrument documentation used as detector plausibility evidence; needs model-specific confirmation before production publish.
pmsr:/INS1739401557396065,Laerdal Nursing Care Simulator,Resuscitation and Mannequin Platforms,MEDIUM_MANNEQUIN_PROCEDURE,GENERAL_SIMULATION_OTHER,pmsr:/COM910d4690710b30eb0,Laerdal Nursing Care Simulator Interaction Event Detector,instrument-specific,https://laerdal.com/us/products/simulation-training/,https://laerdal.force.com/HelpCenter/s/,https://cpr.heart.org/en/resuscitation-science/cpr-and-ecc-guidelines,Family/instrument documentation used as detector plausibility evidence; needs model-specific confirmation before production publish.
pmsr:/INS1739401557396065,Laerdal Nursing Care Simulator,Resuscitation and Mannequin Platforms,MEDIUM_MANNEQUIN_PROCEDURE,AIRWAY_RESPIRATORY,pmsr:/COM955d3a5f5fbdd4dab,Laerdal Nursing Care Simulator Airway Pressure Detector,instrument-specific,https://laerdal.com/us/products/simulation-training/,https://laerdal.force.com/HelpCenter/s/,https://cpr.heart.org/en/resuscitation-science/cpr-and-ecc-guidelines,Family/instrument documentation used as detector plausibility evidence; needs model-specific confirmation before production publish.
pmsr:/INS1739401557396065,Laerdal Nursing Care Simulator,Resuscitation and Mannequin Platforms,MEDIUM_MANNEQUIN_PROCEDURE,CARDIOVASCULAR_HEMODYNAMIC,pmsr:/COM96125411c0510a231,Laerdal Nursing Care Simulator Pulse Rate Detector,instrument-specific,https://laerdal.com/us/products/simulation-training/,https://laerdal.force.com/HelpCenter/s/,https://cpr.heart.org/en/resuscitation-science/cpr-and-ecc-guidelines,Family/instrument documentation used as detector plausibility evidence; needs model-specific confirmation before production publish.
pmsr:/INS1739397137461495,Low-Fidelity Mannequin,Resuscitation and Mannequin Platforms,HIGH_MANNEQUIN_PROCEDURE,GENERAL_SIMULATION_OTHER,pmsr:/COM93e7212f043f1983f,Low-Fidelity Mannequin Interaction Event Detector,instrument-specific,https://laerdal.com/us/products/simulation-training/,https://laerdal.force.com/HelpCenter/s/,https://cpr.heart.org/en/resuscitation-science/cpr-and-ecc-guidelines,Family/instrument documentation used as detector plausibility evidence; needs model-specific confirmation before production publish.
pmsr:/INS1739397137461495,Low-Fidelity Mannequin,Resuscitation and Mannequin Platforms,HIGH_MANNEQUIN_PROCEDURE,AIRWAY_RESPIRATORY,pmsr:/COM948ef0b0d7a09cc76,Low-Fidelity Mannequin Airway Pressure Detector,instrument-specific,https://laerdal.com/us/products/simulation-training/,https://laerdal.force.com/HelpCenter/s/,https://cpr.heart.org/en/resuscitation-science/cpr-and-ecc-guidelines,Family/instrument documentation used as detector plausibility evidence; needs model-specific confirmation before production publish.
pmsr:/INS1739397137461495,Low-Fidelity Mannequin,Resuscitation and Mannequin Platforms,HIGH_MANNEQUIN_PROCEDURE,CARDIOVASCULAR_HEMODYNAMIC,pmsr:/COM986d2eae69fc5432a,Low-Fidelity Mannequin Pulse Rate Detector,instrument-specific,https://laerdal.com/us/products/simulation-training/,https://laerdal.force.com/HelpCenter/s/,https://cpr.heart.org/en/resuscitation-science/cpr-and-ecc-guidelines,Family/instrument documentation used as detector plausibility evidence; needs model-specific confirmation before production publish.
pmsr:/INS1739397137461495,Low-Fidelity Mannequin,Resuscitation and Mannequin Platforms,HIGH_MANNEQUIN_PROCEDURE,PROCEDURAL_FORCE_PRESSURE,pmsr:/COM96337511110a8ba07,Low-Fidelity Mannequin Applied Force Detector,instrument-specific,https://laerdal.com/us/products/simulation-training/,https://laerdal.force.com/HelpCenter/s/,https://cpr.heart.org/en/resuscitation-science/cpr-and-ecc-guidelines,Family/instrument documentation used as detector plausibility evidence; needs model-specific confirmation before production publish.
pmsr:/INS1739397137461495,Low-Fidelity Mannequin,Resuscitation and Mannequin Platforms,HIGH_MANNEQUIN_PROCEDURE,IV_VASCULAR_ACCESS,pmsr:/COM9f281c65dd23087a6,Low-Fidelity Mannequin Venous Flashback Detector,instrument-specific,https://laerdal.com/us/products/simulation-training/,https://laerdal.force.com/HelpCenter/s/,https://cpr.heart.org/en/resuscitation-science/cpr-and-ecc-guidelines,Family/instrument documentation used as detector plausibility evidence; needs model-specific confirmation before production publish.
pmsr:/INS1739397137461495,Low-Fidelity Mannequin,Resuscitation and Mannequin Platforms,HIGH_MANNEQUIN_PROCEDURE,GENERAL_SIMULATION_OTHER,pmsr:/COM9b60fd244446501f2,Low-Fidelity Mannequin Procedure Completion Detector,instrument-specific,https://laerdal.com/us/products/simulation-training/,https://laerdal.force.com/HelpCenter/s/,https://cpr.heart.org/en/resuscitation-science/cpr-and-ecc-guidelines,Family/instrument documentation used as detector plausibility evidence; needs model-specific confirmation before production publish.
pmsr:/INS1739397137461495,Low-Fidelity Mannequin,Resuscitation and Mannequin Platforms,HIGH_MANNEQUIN_PROCEDURE,AIRWAY_RESPIRATORY,pmsr:/COM90e60dc984ff6a513,Low-Fidelity Mannequin Ventilation Flow Detector,instrument-specific,https://laerdal.com/us/products/simulation-training/,https://laerdal.force.com/HelpCenter/s/,https://cpr.heart.org/en/resuscitation-science/cpr-and-ecc-guidelines,Family/instrument documentation used as detector plausibility evidence; needs model-specific confirmation before production publish.
pmsr:/INS1740143777940835,Male Examination Mannequin,Resuscitation and Mannequin Platforms,HIGH_MANNEQUIN_PROCEDURE,GENERAL_SIMULATION_OTHER,pmsr:/COM99bd86d799fc723b7,Male Examination Mannequin Interaction Event Detector,instrument-specific,https://laerdal.com/us/products/simulation-training/,https://laerdal.force.com/HelpCenter/s/,https://cpr.heart.org/en/resuscitation-science/cpr-and-ecc-guidelines,Family/instrument documentation used as detector plausibility evidence; needs model-specific confirmation before production publish.
pmsr:/INS1740143777940835,Male Examination Mannequin,Resuscitation and Mannequin Platforms,HIGH_MANNEQUIN_PROCEDURE,AIRWAY_RESPIRATORY,pmsr:/COM975fa018097d73db5,Male Examination Mannequin Airway Pressure Detector,instrument-specific,https://laerdal.com/us/products/simulation-training/,https://laerdal.force.com/HelpCenter/s/,https://cpr.heart.org/en/resuscitation-science/cpr-and-ecc-guidelines,Family/instrument documentation used as detector plausibility evidence; needs model-specific confirmation before production publish.
pmsr:/INS1740143777940835,Male Examination Mannequin,Resuscitation and Mannequin Platforms,HIGH_MANNEQUIN_PROCEDURE,CARDIOVASCULAR_HEMODYNAMIC,pmsr:/COM9f661e66545d77586,Male Examination Mannequin Pulse Rate Detector,instrument-specific,https://laerdal.com/us/products/simulation-training/,https://laerdal.force.com/HelpCenter/s/,https://cpr.heart.org/en/resuscitation-science/cpr-and-ecc-guidelines,Family/instrument documentation used as detector plausibility evidence; needs model-specific confirmation before production publish.
pmsr:/INS1740143777940835,Male Examination Mannequin,Resuscitation and Mannequin Platforms,HIGH_MANNEQUIN_PROCEDURE,PROCEDURAL_FORCE_PRESSURE,pmsr:/COM9652d2e8682882c0d,Male Examination Mannequin Applied Force Detector,instrument-specific,https://laerdal.com/us/products/simulation-training/,https://laerdal.force.com/HelpCenter/s/,https://cpr.heart.org/en/resuscitation-science/cpr-and-ecc-guidelines,Family/instrument documentation used as detector plausibility evidence; needs model-specific confirmation before production publish.
pmsr:/INS1740143777940835,Male Examination Mannequin,Resuscitation and Mannequin Platforms,HIGH_MANNEQUIN_PROCEDURE,IV_VASCULAR_ACCESS,pmsr:/COM9c24b11ec9e7455c3,Male Examination Mannequin Venous Flashback Detector,instrument-specific,https://laerdal.com/us/products/simulation-training/,https://laerdal.force.com/HelpCenter/s/,https://cpr.heart.org/en/resuscitation-science/cpr-and-ecc-guidelines,Family/instrument documentation used as detector plausibility evidence; needs model-specific confirmation before production publish.
pmsr:/INS1740143777940835,Male Examination Mannequin,Resuscitation and Mannequin Platforms,HIGH_MANNEQUIN_PROCEDURE,GENERAL_SIMULATION_OTHER,pmsr:/COM923079272f497831b,Male Examination Mannequin Procedure Completion Detector,instrument-specific,https://laerdal.com/us/products/simulation-training/,https://laerdal.force.com/HelpCenter/s/,https://cpr.heart.org/en/resuscitation-science/cpr-and-ecc-guidelines,Family/instrument documentation used as detector plausibility evidence; needs model-specific confirmation before production publish.
pmsr:/INS1740143777940835,Male Examination Mannequin,Resuscitation and Mannequin Platforms,HIGH_MANNEQUIN_PROCEDURE,AIRWAY_RESPIRATORY,pmsr:/COM915fbe643e2f4bfd0,Male Examination Mannequin Ventilation Flow Detector,instrument-specific,https://laerdal.com/us/products/simulation-training/,https://laerdal.force.com/HelpCenter/s/,https://cpr.heart.org/en/resuscitation-science/cpr-and-ecc-guidelines,Family/instrument documentation used as detector plausibility evidence; needs model-specific confirmation before production publish.
pmsr:/INS1739403078441215,Male Genitalia Catherization Simulator,Procedure Trainers and Skills Simulators,HIGH_MANNEQUIN_PROCEDURE,GENERAL_SIMULATION_OTHER,pmsr:/COM9c6cddcd7be6dfeed,Male Genitalia Catherization Simulator Interaction Event Detector,instrument-specific,https://www.nascohealthcare.com/,https://limbsandthings.com/us/support/,https://www.cdc.gov/infection-control/,Family/instrument documentation used as detector plausibility evidence; needs model-specific confirmation before production publish.
pmsr:/INS1739403078441215,Male Genitalia Catherization Simulator,Procedure Trainers and Skills Simulators,HIGH_MANNEQUIN_PROCEDURE,AIRWAY_RESPIRATORY,pmsr:/COM90535c42b737ab252,Male Genitalia Catherization Simulator Airway Pressure Detector,instrument-specific,https://www.nascohealthcare.com/,https://limbsandthings.com/us/support/,https://www.cdc.gov/infection-control/,Family/instrument documentation used as detector plausibility evidence; needs model-specific confirmation before production publish.
pmsr:/INS1739403078441215,Male Genitalia Catherization Simulator,Procedure Trainers and Skills Simulators,HIGH_MANNEQUIN_PROCEDURE,CARDIOVASCULAR_HEMODYNAMIC,pmsr:/COM925add590b39e6766,Male Genitalia Catherization Simulator Pulse Rate Detector,instrument-specific,https://www.nascohealthcare.com/,https://limbsandthings.com/us/support/,https://www.cdc.gov/infection-control/,Family/instrument documentation used as detector plausibility evidence; needs model-specific confirmation before production publish.
pmsr:/INS1739403078441215,Male Genitalia Catherization Simulator,Procedure Trainers and Skills Simulators,HIGH_MANNEQUIN_PROCEDURE,PROCEDURAL_FORCE_PRESSURE,pmsr:/COM92bc236a1eff684d6,Male Genitalia Catherization Simulator Applied Force Detector,instrument-specific,https://www.nascohealthcare.com/,https://limbsandthings.com/us/support/,https://www.cdc.gov/infection-control/,Family/instrument documentation used as detector plausibility evidence; needs model-specific confirmation before production publish.
pmsr:/INS1739403078441215,Male Genitalia Catherization Simulator,Procedure Trainers and Skills Simulators,HIGH_MANNEQUIN_PROCEDURE,IV_VASCULAR_ACCESS,pmsr:/COM9fe390ee21f9c6e69,Male Genitalia Catherization Simulator Venous Flashback Detector,instrument-specific,https://www.nascohealthcare.com/,https://limbsandthings.com/us/support/,https://www.cdc.gov/infection-control/,Family/instrument documentation used as detector plausibility evidence; needs model-specific confirmation before production publish.
