instrument_uri,instrument_label,component_uri,component_label,component_kind,quality_grade,primary_domain,secondary_domain,doc_family,primary_doc_url,secondary_doc_url,remediation_priority,recommendation
pmsr:/INS1739398519577895,Laerdal Airway Simulator,pmsr:/COM1786054978466608000,Laerdal Airway Simulator Detector,detector,Q2_VENDOR_FAMILY_SPECIFIC,laerdal.force.com,cpr.heart.org,Resuscitation and Mannequin Platforms,https://laerdal.force.com/HelpCenter/s/,https://cpr.heart.org/en/resuscitation-science/cpr-and-ecc-guidelines,P3_NONE,No immediate action required; optionally add direct model manual PDF.
pmsr:/INS1739398519577895,Laerdal Airway Simulator,pmsr:/COM1786054978466614000,Laerdal Airway Simulator Actuator,actuator,Q2_VENDOR_FAMILY_SPECIFIC,laerdal.force.com,cpr.heart.org,Resuscitation and Mannequin Platforms,https://laerdal.force.com/HelpCenter/s/,https://cpr.heart.org/en/resuscitation-science/cpr-and-ecc-guidelines,P3_NONE,No immediate action required; optionally add direct model manual PDF.
pmsr:/INS1739400689838665,Nursing Care Simulator,pmsr:/COM1786054978466875000,Nursing Care Simulator Detector,detector,Q1_GENERIC_GOVERNANCE_ONLY,fda.gov,iso.org,General Medical Device Governance,https://www.fda.gov/medical-devices/device-advice-comprehensive-regulatory-assistance/medical-device-databases,https://www.iso.org/standard/72704.html,P1_HIGH,"Replace or complement with vendor/model-specific manual, IFU, or datasheet."
pmsr:/INS1739400689838665,Nursing Care Simulator,pmsr:/COM1786054978466881000,Nursing Care Simulator Actuator,actuator,Q1_GENERIC_GOVERNANCE_ONLY,fda.gov,iso.org,General Medical Device Governance,https://www.fda.gov/medical-devices/device-advice-comprehensive-regulatory-assistance/medical-device-databases,https://www.iso.org/standard/72704.html,P1_HIGH,"Replace or complement with vendor/model-specific manual, IFU, or datasheet."
pmsr:/INS1739401557396065,Laerdal Nursing Care Simulator,pmsr:/COM1786054978466684000,Laerdal Nursing Care Simulator Detector,detector,Q2_VENDOR_FAMILY_SPECIFIC,laerdal.force.com,cpr.heart.org,Resuscitation and Mannequin Platforms,https://laerdal.force.com/HelpCenter/s/,https://cpr.heart.org/en/resuscitation-science/cpr-and-ecc-guidelines,P3_NONE,No immediate action required; optionally add direct model manual PDF.
pmsr:/INS1739401557396065,Laerdal Nursing Care Simulator,pmsr:/COM1786054978466690000,Laerdal Nursing Care Simulator Actuator,actuator,Q2_VENDOR_FAMILY_SPECIFIC,laerdal.force.com,cpr.heart.org,Resuscitation and Mannequin Platforms,https://laerdal.force.com/HelpCenter/s/,https://cpr.heart.org/en/resuscitation-science/cpr-and-ecc-guidelines,P3_NONE,No immediate action required; optionally add direct model manual PDF.
pmsr:/INS1739401657491675,Urine Bag Maintenance Simulator,pmsr:/COM1786054978467363000,Urine Bag Maintenance Simulator Detector,detector,Q3_VENDOR_PLUS_GOVERNANCE,limbsandthings.com,cdc.gov,Procedure Trainers and Skills Simulators,https://limbsandthings.com/us/support/,https://www.cdc.gov/infection-control/,P3_NONE,No immediate action required; optionally add direct model manual PDF.
pmsr:/INS1739401657491675,Urine Bag Maintenance Simulator,pmsr:/COM1786054978467367000,Urine Bag Maintenance Simulator Actuator,actuator,Q3_VENDOR_PLUS_GOVERNANCE,limbsandthings.com,cdc.gov,Procedure Trainers and Skills Simulators,https://limbsandthings.com/us/support/,https://www.cdc.gov/infection-control/,P3_NONE,No immediate action required; optionally add direct model manual PDF.
pmsr:/INS1739401836683455,Stomach Bag Maintenance Simulator,pmsr:/COM1786054978467291000,Stomach Bag Maintenance Simulator Detector,detector,Q3_VENDOR_PLUS_GOVERNANCE,limbsandthings.com,cdc.gov,Procedure Trainers and Skills Simulators,https://limbsandthings.com/us/support/,https://www.cdc.gov/infection-control/,P3_NONE,No immediate action required; optionally add direct model manual PDF.
pmsr:/INS1739401836683455,Stomach Bag Maintenance Simulator,pmsr:/COM1786054978467297000,Stomach Bag Maintenance Simulator Actuator,actuator,Q3_VENDOR_PLUS_GOVERNANCE,limbsandthings.com,cdc.gov,Procedure Trainers and Skills Simulators,https://limbsandthings.com/us/support/,https://www.cdc.gov/infection-control/,P3_NONE,No immediate action required; optionally add direct model manual PDF.
pmsr:/INS1739402037946315,IV Fluid Administration,pmsr:/COM1786054978466513000,IV Fluid Administration Detector,detector,Q3_VENDOR_PLUS_GOVERNANCE,limbsandthings.com,cdc.gov,Procedure Trainers and Skills Simulators,https://limbsandthings.com/us/support/,https://www.cdc.gov/infection-control/,P3_NONE,No immediate action required; optionally add direct model manual PDF.
pmsr:/INS1739402037946315,IV Fluid Administration,pmsr:/COM1786054978466517000,IV Fluid Administration Actuator,actuator,Q3_VENDOR_PLUS_GOVERNANCE,limbsandthings.com,cdc.gov,Procedure Trainers and Skills Simulators,https://limbsandthings.com/us/support/,https://www.cdc.gov/infection-control/,P3_NONE,No immediate action required; optionally add direct model manual PDF.
pmsr:/INS1739402230863265,Blood Pressure Measurement Simulator,pmsr:/COM1786054978466194000,Blood Pressure Measurement Simulator Detector,detector,Q1_GENERIC_GOVERNANCE_ONLY,fda.gov,iso.org,General Medical Device Governance,https://www.fda.gov/medical-devices/device-advice-comprehensive-regulatory-assistance/medical-device-databases,https://www.iso.org/standard/72704.html,P1_HIGH,"Replace or complement with vendor/model-specific manual, IFU, or datasheet."
pmsr:/INS1739402230863265,Blood Pressure Measurement Simulator,pmsr:/COM1786054978466198000,Blood Pressure Measurement Simulator Actuator,actuator,Q1_GENERIC_GOVERNANCE_ONLY,fda.gov,iso.org,General Medical Device Governance,https://www.fda.gov/medical-devices/device-advice-comprehensive-regulatory-assistance/medical-device-databases,https://www.iso.org/standard/72704.html,P1_HIGH,"Replace or complement with vendor/model-specific manual, IFU, or datasheet."
pmsr:/INS1739402477829135,Rectal Medicine Administration Simulator,pmsr:/COM1786054978467177000,Rectal Medicine Administration Simulator Detector,detector,Q3_VENDOR_PLUS_GOVERNANCE,limbsandthings.com,cdc.gov,Procedure Trainers and Skills Simulators,https://limbsandthings.com/us/support/,https://www.cdc.gov/infection-control/,P3_NONE,No immediate action required; optionally add direct model manual PDF.
pmsr:/INS1739402477829135,Rectal Medicine Administration Simulator,pmsr:/COM1786054978467182000,Rectal Medicine Administration Simulator Actuator,actuator,Q3_VENDOR_PLUS_GOVERNANCE,limbsandthings.com,cdc.gov,Procedure Trainers and Skills Simulators,https://limbsandthings.com/us/support/,https://www.cdc.gov/infection-control/,P3_NONE,No immediate action required; optionally add direct model manual PDF.
pmsr:/INS1739402585415785,Vaginal Medicine Administration Simulator,pmsr:/COM1786054978467387000,Vaginal Medicine Administration Simulator Detector,detector,Q1_GENERIC_GOVERNANCE_ONLY,fda.gov,iso.org,General Medical Device Governance,https://www.fda.gov/medical-devices/device-advice-comprehensive-regulatory-assistance/medical-device-databases,https://www.iso.org/standard/72704.html,P1_HIGH,"Replace or complement with vendor/model-specific manual, IFU, or datasheet."
pmsr:/INS1739402585415785,Vaginal Medicine Administration Simulator,pmsr:/COM1786054978467392000,Vaginal Medicine Administration Simulator Actuator,actuator,Q1_GENERIC_GOVERNANCE_ONLY,fda.gov,iso.org,General Medical Device Governance,https://www.fda.gov/medical-devices/device-advice-comprehensive-regulatory-assistance/medical-device-databases,https://www.iso.org/standard/72704.html,P1_HIGH,"Replace or complement with vendor/model-specific manual, IFU, or datasheet."
pmsr:/INS1739403078441215,Male Genitalia Catherization Simulator,pmsr:/COM1786054978466746000,Male Genitalia Catherization Simulator Detector,detector,Q3_VENDOR_PLUS_GOVERNANCE,limbsandthings.com,cdc.gov,Procedure Trainers and Skills Simulators,https://limbsandthings.com/us/support/,https://www.cdc.gov/infection-control/,P3_NONE,No immediate action required; optionally add direct model manual PDF.
pmsr:/INS1739403078441215,Male Genitalia Catherization Simulator,pmsr:/COM1786054978466752000,Male Genitalia Catherization Simulator Actuator,actuator,Q3_VENDOR_PLUS_GOVERNANCE,limbsandthings.com,cdc.gov,Procedure Trainers and Skills Simulators,https://limbsandthings.com/us/support/,https://www.cdc.gov/infection-control/,P3_NONE,No immediate action required; optionally add direct model manual PDF.
pmsr:/INS1739403188428355,Female Genitalia Catherization Simulator,pmsr:/COM1786054978466443000,Female Genitalia Catherization Simulator Detector,detector,Q3_VENDOR_PLUS_GOVERNANCE,limbsandthings.com,cdc.gov,Procedure Trainers and Skills Simulators,https://limbsandthings.com/us/support/,https://www.cdc.gov/infection-control/,P3_NONE,No immediate action required; optionally add direct model manual PDF.
pmsr:/INS1739403188428355,Female Genitalia Catherization Simulator,pmsr:/COM1786054978466447000,Female Genitalia Catherization Simulator Actuator,actuator,Q3_VENDOR_PLUS_GOVERNANCE,limbsandthings.com,cdc.gov,Procedure Trainers and Skills Simulators,https://limbsandthings.com/us/support/,https://www.cdc.gov/infection-control/,P3_NONE,No immediate action required; optionally add direct model manual PDF.
pmsr:/INS1739403291912375,Penis Foreskin Cleaning Simulator,pmsr:/COM1786054978466971000,Penis Foreskin Cleaning Simulator Detector,detector,Q3_VENDOR_PLUS_GOVERNANCE,limbsandthings.com,cdc.gov,Procedure Trainers and Skills Simulators,https://limbsandthings.com/us/support/,https://www.cdc.gov/infection-control/,P3_NONE,No immediate action required; optionally add direct model manual PDF.
pmsr:/INS1739403291912375,Penis Foreskin Cleaning Simulator,pmsr:/COM1786054978466976000,Penis Foreskin Cleaning Simulator Actuator,actuator,Q3_VENDOR_PLUS_GOVERNANCE,limbsandthings.com,cdc.gov,Procedure Trainers and Skills Simulators,https://limbsandthings.com/us/support/,https://www.cdc.gov/infection-control/,P3_NONE,No immediate action required; optionally add direct model manual PDF.
pmsr:/INS1739404046114785,Intramuscular Injections Simulator,pmsr:/COM1786054978466552000,Intramuscular Injections Simulator Detector,detector,Q1_GENERIC_GOVERNANCE_ONLY,fda.gov,iso.org,General Medical Device Governance,https://www.fda.gov/medical-devices/device-advice-comprehensive-regulatory-assistance/medical-device-databases,https://www.iso.org/standard/72704.html,P1_HIGH,"Replace or complement with vendor/model-specific manual, IFU, or datasheet."
pmsr:/INS1739404046114785,Intramuscular Injections Simulator,pmsr:/COM1786054978466557000,Intramuscular Injections Simulator Actuator,actuator,Q1_GENERIC_GOVERNANCE_ONLY,fda.gov,iso.org,General Medical Device Governance,https://www.fda.gov/medical-devices/device-advice-comprehensive-regulatory-assistance/medical-device-databases,https://www.iso.org/standard/72704.html,P1_HIGH,"Replace or complement with vendor/model-specific manual, IFU, or datasheet."
pmsr:/INS1739404158691525,Ear Irrigation Simulator,pmsr:/COM1786054978466408000,Ear Irrigation Simulator Detector,detector,Q1_GENERIC_GOVERNANCE_ONLY,fda.gov,iso.org,General Medical Device Governance,https://www.fda.gov/medical-devices/device-advice-comprehensive-regulatory-assistance/medical-device-databases,https://www.iso.org/standard/72704.html,P1_HIGH,"Replace or complement with vendor/model-specific manual, IFU, or datasheet."
pmsr:/INS1739404158691525,Ear Irrigation Simulator,pmsr:/COM1786054978466412000,Ear Irrigation Simulator Actuator,actuator,Q1_GENERIC_GOVERNANCE_ONLY,fda.gov,iso.org,General Medical Device Governance,https://www.fda.gov/medical-devices/device-advice-comprehensive-regulatory-assistance/medical-device-databases,https://www.iso.org/standard/72704.html,P1_HIGH,"Replace or complement with vendor/model-specific manual, IFU, or datasheet."
pmsr:/INS1739451831725785,Virtual Patient Anatomy Simulator,pmsr:/COM1786054978467508000,Virtual Patient Anatomy Simulator Detector,detector,Q3_VENDOR_PLUS_GOVERNANCE,support.bodyinteract.com,ssih.org,Virtual Patient and Digital Simulation,https://support.bodyinteract.com/,https://www.ssih.org/,P3_NONE,No immediate action required; optionally add direct model manual PDF.
pmsr:/INS1739451831725785,Virtual Patient Anatomy Simulator,pmsr:/COM1786054978467513000,Virtual Patient Anatomy Simulator Actuator,actuator,Q3_VENDOR_PLUS_GOVERNANCE,support.bodyinteract.com,ssih.org,Virtual Patient and Digital Simulation,https://support.bodyinteract.com/,https://www.ssih.org/,P3_NONE,No immediate action required; optionally add direct model manual PDF.
pmsr:/INS1739452063713965,Anatomage Table Simulator,pmsr:/COM1786054978466154000,Anatomage Table Simulator Detector,detector,Q3_VENDOR_PLUS_GOVERNANCE,anatomage.com,inacsl.org,Anatomy Table and 3D Simulation,https://www.anatomage.com/table/,https://www.inacsl.org/healthcare-simulation-standards/,P3_NONE,No immediate action required; optionally add direct model manual PDF.
pmsr:/INS1739452063713965,Anatomage Table Simulator,pmsr:/COM1786054978466157000,Anatomage Table Simulator Actuator,actuator,Q3_VENDOR_PLUS_GOVERNANCE,anatomage.com,inacsl.org,Anatomy Table and 3D Simulation,https://www.anatomage.com/table/,https://www.inacsl.org/healthcare-simulation-standards/,P3_NONE,No immediate action required; optionally add direct model manual PDF.
pmsr:/INS1739452783104705,Skin Care Procedure Simulator,pmsr:/COM1786054978467245000,Skin Care Procedure Simulator Detector,detector,Q1_GENERIC_GOVERNANCE_ONLY,fda.gov,iso.org,General Medical Device Governance,https://www.fda.gov/medical-devices/device-advice-comprehensive-regulatory-assistance/medical-device-databases,https://www.iso.org/standard/72704.html,P1_HIGH,"Replace or complement with vendor/model-specific manual, IFU, or datasheet."
pmsr:/INS1739452783104705,Skin Care Procedure Simulator,pmsr:/COM1786054978467249000,Skin Care Procedure Simulator Actuator,actuator,Q1_GENERIC_GOVERNANCE_ONLY,fda.gov,iso.org,General Medical Device Governance,https://www.fda.gov/medical-devices/device-advice-comprehensive-regulatory-assistance/medical-device-databases,https://www.iso.org/standard/72704.html,P1_HIGH,"Replace or complement with vendor/model-specific manual, IFU, or datasheet."
pmsr:/INS1739452868256965,SimSleeves Lymphedema Simulator,pmsr:/COM1740497043510835,Lymphedema Condition Component Stem  -- CB:EMPTY,other,Q1_GENERIC_GOVERNANCE_ONLY,fda.gov,iso.org,General Medical Device Governance,https://www.fda.gov/medical-devices/device-advice-comprehensive-regulatory-assistance/medical-device-databases,https://www.iso.org/standard/72704.html,P1_HIGH,"Replace or complement with vendor/model-specific manual, IFU, or datasheet."
pmsr:/INS1739452868256965,SimSleeves Lymphedema Simulator,pmsr:/COM1786054978467222000,SimSleeves Lymphedema Simulator Detector,detector,Q1_GENERIC_GOVERNANCE_ONLY,fda.gov,iso.org,General Medical Device Governance,https://www.fda.gov/medical-devices/device-advice-comprehensive-regulatory-assistance/medical-device-databases,https://www.iso.org/standard/72704.html,P1_HIGH,"Replace or complement with vendor/model-specific manual, IFU, or datasheet."
pmsr:/INS1739452868256965,SimSleeves Lymphedema Simulator,pmsr:/COM1786054978467227000,SimSleeves Lymphedema Simulator Actuator,actuator,Q1_GENERIC_GOVERNANCE_ONLY,fda.gov,iso.org,General Medical Device Governance,https://www.fda.gov/medical-devices/device-advice-comprehensive-regulatory-assistance/medical-device-databases,https://www.iso.org/standard/72704.html,P1_HIGH,"Replace or complement with vendor/model-specific manual, IFU, or datasheet."
pmsr:/INS1739453043505715,Pitting Edema Simulator,pmsr:/COM1786054978467065000,Pitting Edema Simulator Detector,detector,Q1_GENERIC_GOVERNANCE_ONLY,fda.gov,iso.org,General Medical Device Governance,https://www.fda.gov/medical-devices/device-advice-comprehensive-regulatory-assistance/medical-device-databases,https://www.iso.org/standard/72704.html,P1_HIGH,"Replace or complement with vendor/model-specific manual, IFU, or datasheet."
pmsr:/INS1739453043505715,Pitting Edema Simulator,pmsr:/COM1786054978467069000,Pitting Edema Simulator Actuator,actuator,Q1_GENERIC_GOVERNANCE_ONLY,fda.gov,iso.org,General Medical Device Governance,https://www.fda.gov/medical-devices/device-advice-comprehensive-regulatory-assistance/medical-device-databases,https://www.iso.org/standard/72704.html,P1_HIGH,"Replace or complement with vendor/model-specific manual, IFU, or datasheet."
pmsr:/INS1739482671461295,Prostate Model,pmsr:/COM1786054978467133000,Prostate Model Detector,detector,Q3_VENDOR_PLUS_GOVERNANCE,limbsandthings.com,cdc.gov,Procedure Trainers and Skills Simulators,https://limbsandthings.com/us/support/,https://www.cdc.gov/infection-control/,P3_NONE,No immediate action required; optionally add direct model manual PDF.
pmsr:/INS1739482671461295,Prostate Model,pmsr:/COM1786054978467138000,Prostate Model Actuator,actuator,Q3_VENDOR_PLUS_GOVERNANCE,limbsandthings.com,cdc.gov,Procedure Trainers and Skills Simulators,https://limbsandthings.com/us/support/,https://www.cdc.gov/infection-control/,P3_NONE,No immediate action required; optionally add direct model manual PDF.
pmsr:/INS1739483351917145,Male Inguinal Hernia Anatomy Model,pmsr:/COM1786054978466767000,Male Inguinal Hernia Anatomy Model Detector,detector,Q1_GENERIC_GOVERNANCE_ONLY,fda.gov,iso.org,General Medical Device Governance,https://www.fda.gov/medical-devices/device-advice-comprehensive-regulatory-assistance/medical-device-databases,https://www.iso.org/standard/72704.html,P1_HIGH,"Replace or complement with vendor/model-specific manual, IFU, or datasheet."
pmsr:/INS1739483351917145,Male Inguinal Hernia Anatomy Model,pmsr:/COM1786054978466773000,Male Inguinal Hernia Anatomy Model Actuator,actuator,Q1_GENERIC_GOVERNANCE_ONLY,fda.gov,iso.org,General Medical Device Governance,https://www.fda.gov/medical-devices/device-advice-comprehensive-regulatory-assistance/medical-device-databases,https://www.iso.org/standard/72704.html,P1_HIGH,"Replace or complement with vendor/model-specific manual, IFU, or datasheet."
pmsr:/INS1739487989328225,Laerdal ALS Baby Trainer 200,pmsr:/COM1786054978466590000,Laerdal ALS Baby Trainer 200 Detector,detector,Q2_VENDOR_FAMILY_SPECIFIC,laerdal.force.com,cpr.heart.org,Resuscitation and Mannequin Platforms,https://laerdal.force.com/HelpCenter/s/,https://cpr.heart.org/en/resuscitation-science/cpr-and-ecc-guidelines,P3_NONE,No immediate action required; optionally add direct model manual PDF.
pmsr:/INS1739487989328225,Laerdal ALS Baby Trainer 200,pmsr:/COM1786054978466594000,Laerdal ALS Baby Trainer 200 Actuator,actuator,Q2_VENDOR_FAMILY_SPECIFIC,laerdal.force.com,cpr.heart.org,Resuscitation and Mannequin Platforms,https://laerdal.force.com/HelpCenter/s/,https://cpr.heart.org/en/resuscitation-science/cpr-and-ecc-guidelines,P3_NONE,No immediate action required; optionally add direct model manual PDF.
pmsr:/INS1739488340413085,Virtual Patient Interaction Simulator,pmsr:/COM1786054978467534000,Virtual Patient Interaction Simulator Detector,detector,Q3_VENDOR_PLUS_GOVERNANCE,support.bodyinteract.com,ssih.org,Virtual Patient and Digital Simulation,https://support.bodyinteract.com/,https://www.ssih.org/,P3_NONE,No immediate action required; optionally add direct model manual PDF.
pmsr:/INS1739488340413085,Virtual Patient Interaction Simulator,pmsr:/COM1786054978467538000,Virtual Patient Interaction Simulator Actuator,actuator,Q3_VENDOR_PLUS_GOVERNANCE,support.bodyinteract.com,ssih.org,Virtual Patient and Digital Simulation,https://support.bodyinteract.com/,https://www.ssih.org/,P3_NONE,No immediate action required; optionally add direct model manual PDF.
pmsr:/INS1739819116467195,Anatomage Large Table,pmsr:/COM1786054978466115000,Anatomage Large Table Detector,detector,Q3_VENDOR_PLUS_GOVERNANCE,anatomage.com,inacsl.org,Anatomy Table and 3D Simulation,https://www.anatomage.com/table/,https://www.inacsl.org/healthcare-simulation-standards/,P3_NONE,No immediate action required; optionally add direct model manual PDF.
pmsr:/INS1739819116467195,Anatomage Large Table,pmsr:/COM1786054978466118000,Anatomage Large Table Actuator,actuator,Q3_VENDOR_PLUS_GOVERNANCE,anatomage.com,inacsl.org,Anatomy Table and 3D Simulation,https://www.anatomage.com/table/,https://www.inacsl.org/healthcare-simulation-standards/,P3_NONE,No immediate action required; optionally add direct model manual PDF.
pmsr:/INS1739819599670195,Anatomage Small Tablet,pmsr:/COM1786054978466141000,Anatomage Small Tablet Detector,detector,Q3_VENDOR_PLUS_GOVERNANCE,anatomage.com,inacsl.org,Anatomy Table and 3D Simulation,https://www.anatomage.com/table/,https://www.inacsl.org/healthcare-simulation-standards/,P3_NONE,No immediate action required; optionally add direct model manual PDF.
pmsr:/INS1739819599670195,Anatomage Small Tablet,pmsr:/COM1786054978466145000,Anatomage Small Tablet Actuator,actuator,Q3_VENDOR_PLUS_GOVERNANCE,anatomage.com,inacsl.org,Anatomy Table and 3D Simulation,https://www.anatomage.com/table/,https://www.inacsl.org/healthcare-simulation-standards/,P3_NONE,No immediate action required; optionally add direct model manual PDF.
pmsr:/INS1739819782231595,Anatomage Clinical Table,pmsr:/COM1786054978466101000,Anatomage Clinical Table Detector,detector,Q3_VENDOR_PLUS_GOVERNANCE,anatomage.com,inacsl.org,Anatomy Table and 3D Simulation,https://www.anatomage.com/table/,https://www.inacsl.org/healthcare-simulation-standards/,P3_NONE,No immediate action required; optionally add direct model manual PDF.
pmsr:/INS1739819782231595,Anatomage Clinical Table,pmsr:/COM1786054978466106000,Anatomage Clinical Table Actuator,actuator,Q3_VENDOR_PLUS_GOVERNANCE,anatomage.com,inacsl.org,Anatomy Table and 3D Simulation,https://www.anatomage.com/table/,https://www.inacsl.org/healthcare-simulation-standards/,P3_NONE,No immediate action required; optionally add direct model manual PDF.
pmsr:/INS1739819868350395,Anatomage Vet Table,pmsr:/COM1786054978466167000,Anatomage Vet Table Detector,detector,Q3_VENDOR_PLUS_GOVERNANCE,anatomage.com,inacsl.org,Anatomy Table and 3D Simulation,https://www.anatomage.com/table/,https://www.inacsl.org/healthcare-simulation-standards/,P3_NONE,No immediate action required; optionally add direct model manual PDF.
pmsr:/INS1739819868350395,Anatomage Vet Table,pmsr:/COM1786054978466170000,Anatomage Vet Table Actuator,actuator,Q3_VENDOR_PLUS_GOVERNANCE,anatomage.com,inacsl.org,Anatomy Table and 3D Simulation,https://www.anatomage.com/table/,https://www.inacsl.org/healthcare-simulation-standards/,P3_NONE,No immediate action required; optionally add direct model manual PDF.
pmsr:/INS1739819955334025,Anatomage Science Table,pmsr:/COM1786054978466127000,Anatomage Science Table Detector,detector,Q3_VENDOR_PLUS_GOVERNANCE,anatomage.com,inacsl.org,Anatomy Table and 3D Simulation,https://www.anatomage.com/table/,https://www.inacsl.org/healthcare-simulation-standards/,P3_NONE,No immediate action required; optionally add direct model manual PDF.
pmsr:/INS1739819955334025,Anatomage Science Table,pmsr:/COM1786054978466132000,Anatomage Science Table Actuator,actuator,Q3_VENDOR_PLUS_GOVERNANCE,anatomage.com,inacsl.org,Anatomy Table and 3D Simulation,https://www.anatomage.com/table/,https://www.inacsl.org/healthcare-simulation-standards/,P3_NONE,No immediate action required; optionally add direct model manual PDF.
pmsr:/INS1739820624939265,Cancer Patient Simulator,pmsr:/COM1786054978466266000,Cancer Patient Simulator Detector,detector,Q1_GENERIC_GOVERNANCE_ONLY,fda.gov,iso.org,General Medical Device Governance,https://www.fda.gov/medical-devices/device-advice-comprehensive-regulatory-assistance/medical-device-databases,https://www.iso.org/standard/72704.html,P1_HIGH,"Replace or complement with vendor/model-specific manual, IFU, or datasheet."
pmsr:/INS1739820624939265,Cancer Patient Simulator,pmsr:/COM1786054978466270000,Cancer Patient Simulator Actuator,actuator,Q1_GENERIC_GOVERNANCE_ONLY,fda.gov,iso.org,General Medical Device Governance,https://www.fda.gov/medical-devices/device-advice-comprehensive-regulatory-assistance/medical-device-databases,https://www.iso.org/standard/72704.html,P1_HIGH,"Replace or complement with vendor/model-specific manual, IFU, or datasheet."
pmsr:/INS1739821032633525,Monitoring Virtual Simulator,pmsr:/COM1786054978466854000,Monitoring Virtual Simulator Detector,detector,Q3_VENDOR_PLUS_GOVERNANCE,support.butterflynetwork.com,who.int,Point-of-Care Ultrasound and Imaging,https://support.butterflynetwork.com/hc/en-us,https://www.who.int/teams/health-product-policy-and-standards/assistive-and-medical-technology/medical-devices,P3_NONE,No immediate action required; optionally add direct model manual PDF.
pmsr:/INS1739821032633525,Monitoring Virtual Simulator,pmsr:/COM1786054978466859000,Monitoring Virtual Simulator Actuator,actuator,Q3_VENDOR_PLUS_GOVERNANCE,support.butterflynetwork.com,who.int,Point-of-Care Ultrasound and Imaging,https://support.butterflynetwork.com/hc/en-us,https://www.who.int/teams/health-product-policy-and-standards/assistive-and-medical-technology/medical-devices,P3_NONE,No immediate action required; optionally add direct model manual PDF.
pmsr:/INS1739823398493725,Laerdal Nursing Anne Mannequin,pmsr:/COM1738099771423295,Skill Guide Device  -- CB:EMPTY,other,Q2_VENDOR_FAMILY_SPECIFIC,laerdal.force.com,cpr.heart.org,Resuscitation and Mannequin Platforms,https://laerdal.force.com/HelpCenter/s/,https://cpr.heart.org/en/resuscitation-science/cpr-and-ecc-guidelines,P3_NONE,No immediate action required; optionally add direct model manual PDF.
pmsr:/INS1739823398493725,Laerdal Nursing Anne Mannequin,pmsr:/COM1738100153764155,SimPad Device  -- CB:EMPTY,other,Q2_VENDOR_FAMILY_SPECIFIC,laerdal.force.com,cpr.heart.org,Resuscitation and Mannequin Platforms,https://laerdal.force.com/HelpCenter/s/,https://cpr.heart.org/en/resuscitation-science/cpr-and-ecc-guidelines,P3_NONE,No immediate action required; optionally add direct model manual PDF.
pmsr:/INS1739823398493725,Laerdal Nursing Anne Mannequin,pmsr:/COM1738187586682545,Electrode  -- CB:Eletrodes Adult,other,Q2_VENDOR_FAMILY_SPECIFIC,laerdal.force.com,cpr.heart.org,Resuscitation and Mannequin Platforms,https://laerdal.force.com/HelpCenter/s/,https://cpr.heart.org/en/resuscitation-science/cpr-and-ecc-guidelines,P3_NONE,No immediate action required; optionally add direct model manual PDF.
pmsr:/INS1739823398493725,Laerdal Nursing Anne Mannequin,pmsr:/COM1738187818694655,Electrode  -- CB:Eletrodes Pediatric,other,Q2_VENDOR_FAMILY_SPECIFIC,laerdal.force.com,cpr.heart.org,Resuscitation and Mannequin Platforms,https://laerdal.force.com/HelpCenter/s/,https://cpr.heart.org/en/resuscitation-science/cpr-and-ecc-guidelines,P3_NONE,No immediate action required; optionally add direct model manual PDF.
pmsr:/INS1739823398493725,Laerdal Nursing Anne Mannequin,pmsr:/COM1738188452521625,DAE Trainer  -- CB:EMPTY,other,Q2_VENDOR_FAMILY_SPECIFIC,laerdal.force.com,cpr.heart.org,Resuscitation and Mannequin Platforms,https://laerdal.force.com/HelpCenter/s/,https://cpr.heart.org/en/resuscitation-science/cpr-and-ecc-guidelines,P3_NONE,No immediate action required; optionally add direct model manual PDF.
pmsr:/INS1739823398493725,Laerdal Nursing Anne Mannequin,pmsr:/COM1739399134970895,Microphone  -- CB:EMPTY,other,Q2_VENDOR_FAMILY_SPECIFIC,laerdal.force.com,cpr.heart.org,Resuscitation and Mannequin Platforms,https://laerdal.force.com/HelpCenter/s/,https://cpr.heart.org/en/resuscitation-science/cpr-and-ecc-guidelines,P3_NONE,No immediate action required; optionally add direct model manual PDF.
pmsr:/INS1739823398493725,Laerdal Nursing Anne Mannequin,pmsr:/COM1786054978466647000,Laerdal Nursing Anne Mannequin Detector,detector,Q2_VENDOR_FAMILY_SPECIFIC,laerdal.force.com,cpr.heart.org,Resuscitation and Mannequin Platforms,https://laerdal.force.com/HelpCenter/s/,https://cpr.heart.org/en/resuscitation-science/cpr-and-ecc-guidelines,P3_NONE,No immediate action required; optionally add direct model manual PDF.
pmsr:/INS1739823398493725,Laerdal Nursing Anne Mannequin,pmsr:/COM1786054978466652000,Laerdal Nursing Anne Mannequin Actuator,actuator,Q2_VENDOR_FAMILY_SPECIFIC,laerdal.force.com,cpr.heart.org,Resuscitation and Mannequin Platforms,https://laerdal.force.com/HelpCenter/s/,https://cpr.heart.org/en/resuscitation-science/cpr-and-ecc-guidelines,P3_NONE,No immediate action required; optionally add direct model manual PDF.
pmsr:/INS1739878730369725,Body Interact Simulator,pmsr:/COM1786054978466208000,Body Interact Simulator Detector,detector,Q3_VENDOR_PLUS_GOVERNANCE,support.bodyinteract.com,ssih.org,Virtual Patient and Digital Simulation,https://support.bodyinteract.com/,https://www.ssih.org/,P3_NONE,No immediate action required; optionally add direct model manual PDF.
