hasURI,hasco:hascoType,rdfs:subClassOf,rdfs:label,vstoi:hasContent,vstoi:hasLanguage,vstoi:hasVersion,hasco:hasMaker,rdfs:comment:,hasco:hasImage,hasco:hasWebDocument
pmsr:/CSM9467137db2d4e6a7b,vstoi:ComponentStem,,Airway Pressure Detector Stem,Sensor for airway pressure changes during ventilation and intubation tasks.,en,1,,Proposed detector expansion for Laerdal Nursing Care Simulator; domain=AIRWAY_RESPIRATORY.,,https://laerdal.com/us/products/simulation-training/
pmsr:/CSM96037fc0e94786d9f,vstoi:ComponentStem,,Pulse Rate Detector Stem,Detector for pulse presence and pulse-rate signal.,en,1,,Proposed detector expansion for Laerdal Nursing Care Simulator; domain=CARDIOVASCULAR_HEMODYNAMIC.,,https://laerdal.com/us/products/simulation-training/
pmsr:/CSM919c6d0686cf43830,vstoi:ComponentStem,,Interaction Event Detector Stem,General detector for user-device interaction events.,en,1,,Proposed detector expansion for Low-Fidelity Mannequin; domain=GENERAL_SIMULATION_OTHER.,,https://laerdal.com/us/products/simulation-training/
pmsr:/CSM9f1822f6c63187bc9,vstoi:ComponentStem,,Airway Pressure Detector Stem,Sensor for airway pressure changes during ventilation and intubation tasks.,en,1,,Proposed detector expansion for Low-Fidelity Mannequin; domain=AIRWAY_RESPIRATORY.,,https://laerdal.com/us/products/simulation-training/
pmsr:/CSM946d3fefdfb3a28d7,vstoi:ComponentStem,,Pulse Rate Detector Stem,Detector for pulse presence and pulse-rate signal.,en,1,,Proposed detector expansion for Low-Fidelity Mannequin; domain=CARDIOVASCULAR_HEMODYNAMIC.,,https://laerdal.com/us/products/simulation-training/
pmsr:/CSM954f6bbe1b96ada9c,vstoi:ComponentStem,,Applied Force Detector Stem,Detector for procedure force application magnitude.,en,1,,Proposed detector expansion for Low-Fidelity Mannequin; domain=PROCEDURAL_FORCE_PRESSURE.,,https://laerdal.com/us/products/simulation-training/
pmsr:/CSM95b063cfadd54d82c,vstoi:ComponentStem,,Venous Flashback Detector Stem,Detector for venous access flashback event.,en,1,,Proposed detector expansion for Low-Fidelity Mannequin; domain=IV_VASCULAR_ACCESS.,,https://laerdal.com/us/products/simulation-training/
pmsr:/CSM961a9cc377e9a221b,vstoi:ComponentStem,,Procedure Completion Detector Stem,Detector for successful procedure completion state.,en,1,,Proposed detector expansion for Low-Fidelity Mannequin; domain=GENERAL_SIMULATION_OTHER.,,https://laerdal.com/us/products/simulation-training/
pmsr:/CSM9f53f56aa58547bcb,vstoi:ComponentStem,,Ventilation Flow Detector Stem,Sensor for inspiratory/expiratory flow signal.,en,1,,Proposed detector expansion for Low-Fidelity Mannequin; domain=AIRWAY_RESPIRATORY.,,https://laerdal.com/us/products/simulation-training/
pmsr:/CSM94e9b8e23350873df,vstoi:ComponentStem,,Interaction Event Detector Stem,General detector for user-device interaction events.,en,1,,Proposed detector expansion for Male Examination Mannequin; domain=GENERAL_SIMULATION_OTHER.,,https://laerdal.com/us/products/simulation-training/
pmsr:/CSM9ad4c41fd70771332,vstoi:ComponentStem,,Airway Pressure Detector Stem,Sensor for airway pressure changes during ventilation and intubation tasks.,en,1,,Proposed detector expansion for Male Examination Mannequin; domain=AIRWAY_RESPIRATORY.,,https://laerdal.com/us/products/simulation-training/
pmsr:/CSM9fb71c35948a8dff3,vstoi:ComponentStem,,Pulse Rate Detector Stem,Detector for pulse presence and pulse-rate signal.,en,1,,Proposed detector expansion for Male Examination Mannequin; domain=CARDIOVASCULAR_HEMODYNAMIC.,,https://laerdal.com/us/products/simulation-training/
pmsr:/CSM9043b2882248148d3,vstoi:ComponentStem,,Applied Force Detector Stem,Detector for procedure force application magnitude.,en,1,,Proposed detector expansion for Male Examination Mannequin; domain=PROCEDURAL_FORCE_PRESSURE.,,https://laerdal.com/us/products/simulation-training/
pmsr:/CSM9bacd0483b6810de8,vstoi:ComponentStem,,Venous Flashback Detector Stem,Detector for venous access flashback event.,en,1,,Proposed detector expansion for Male Examination Mannequin; domain=IV_VASCULAR_ACCESS.,,https://laerdal.com/us/products/simulation-training/
pmsr:/CSM9f8e092fb2e272512,vstoi:ComponentStem,,Procedure Completion Detector Stem,Detector for successful procedure completion state.,en,1,,Proposed detector expansion for Male Examination Mannequin; domain=GENERAL_SIMULATION_OTHER.,,https://laerdal.com/us/products/simulation-training/
pmsr:/CSM99dbc825c3be4f80a,vstoi:ComponentStem,,Ventilation Flow Detector Stem,Sensor for inspiratory/expiratory flow signal.,en,1,,Proposed detector expansion for Male Examination Mannequin; domain=AIRWAY_RESPIRATORY.,,https://laerdal.com/us/products/simulation-training/
pmsr:/CSM9274604affb920a0a,vstoi:ComponentStem,,Interaction Event Detector Stem,General detector for user-device interaction events.,en,1,,Proposed detector expansion for Male Genitalia Catherization Simulator; domain=GENERAL_SIMULATION_OTHER.,,https://www.nascohealthcare.com/
pmsr:/CSM9ede9d7af1b8c2acd,vstoi:ComponentStem,,Airway Pressure Detector Stem,Sensor for airway pressure changes during ventilation and intubation tasks.,en,1,,Proposed detector expansion for Male Genitalia Catherization Simulator; domain=AIRWAY_RESPIRATORY.,,https://www.nascohealthcare.com/
pmsr:/CSM904dee88db7e6474b,vstoi:ComponentStem,,Pulse Rate Detector Stem,Detector for pulse presence and pulse-rate signal.,en,1,,Proposed detector expansion for Male Genitalia Catherization Simulator; domain=CARDIOVASCULAR_HEMODYNAMIC.,,https://www.nascohealthcare.com/
pmsr:/CSM9889e1563b8722239,vstoi:ComponentStem,,Applied Force Detector Stem,Detector for procedure force application magnitude.,en,1,,Proposed detector expansion for Male Genitalia Catherization Simulator; domain=PROCEDURAL_FORCE_PRESSURE.,,https://www.nascohealthcare.com/
pmsr:/CSM9879990c7fa03fb47,vstoi:ComponentStem,,Venous Flashback Detector Stem,Detector for venous access flashback event.,en,1,,Proposed detector expansion for Male Genitalia Catherization Simulator; domain=IV_VASCULAR_ACCESS.,,https://www.nascohealthcare.com/
pmsr:/CSM9b0245a983027f16e,vstoi:ComponentStem,,Procedure Completion Detector Stem,Detector for successful procedure completion state.,en,1,,Proposed detector expansion for Male Genitalia Catherization Simulator; domain=GENERAL_SIMULATION_OTHER.,,https://www.nascohealthcare.com/
pmsr:/CSM9541c228991545c66,vstoi:ComponentStem,,Ventilation Flow Detector Stem,Sensor for inspiratory/expiratory flow signal.,en,1,,Proposed detector expansion for Male Genitalia Catherization Simulator; domain=AIRWAY_RESPIRATORY.,,https://www.nascohealthcare.com/
pmsr:/CSM9da1b5b63805d895a,vstoi:ComponentStem,,Scenario State Detector Stem,Detector for scenario-state transitions and milestones.,en,1,,Proposed detector expansion for Male Inguinal Hernia Anatomy Model; domain=SOFTWARE_WORKFLOW_STATE.,,https://www.who.int/mega-menu/health-topics/resources/fact-sheets
pmsr:/CSM9b79534d1c233d6fe,vstoi:ComponentStem,,Airway Pressure Detector Stem,Sensor for airway pressure changes during ventilation and intubation tasks.,en,1,,Proposed detector expansion for Male Inguinal Hernia Anatomy Model; domain=AIRWAY_RESPIRATORY.,,https://www.who.int/mega-menu/health-topics/resources/fact-sheets
pmsr:/CSM906c9c8ff4e641686,vstoi:ComponentStem,,Pulse Rate Detector Stem,Detector for pulse presence and pulse-rate signal.,en,1,,Proposed detector expansion for Male Inguinal Hernia Anatomy Model; domain=CARDIOVASCULAR_HEMODYNAMIC.,,https://www.who.int/mega-menu/health-topics/resources/fact-sheets
pmsr:/CSM9ebf40fea71caa8ae,vstoi:ComponentStem,,Applied Force Detector Stem,Detector for procedure force application magnitude.,en,1,,Proposed detector expansion for Male Inguinal Hernia Anatomy Model; domain=PROCEDURAL_FORCE_PRESSURE.,,https://www.who.int/mega-menu/health-topics/resources/fact-sheets
pmsr:/CSM94c77baabed1b5e02,vstoi:ComponentStem,,Venous Flashback Detector Stem,Detector for venous access flashback event.,en,1,,Proposed detector expansion for Male Inguinal Hernia Anatomy Model; domain=IV_VASCULAR_ACCESS.,,https://www.who.int/mega-menu/health-topics/resources/fact-sheets
pmsr:/CSM937fe427779e73ec5,vstoi:ComponentStem,,Action Sequence Detector Stem,Detector for ordered step completion events.,en,1,,Proposed detector expansion for Male Inguinal Hernia Anatomy Model; domain=SOFTWARE_WORKFLOW_STATE.,,https://www.who.int/mega-menu/health-topics/resources/fact-sheets
pmsr:/CSM91a9809ad692f7b22,vstoi:ComponentStem,,Ventilation Flow Detector Stem,Sensor for inspiratory/expiratory flow signal.,en,1,,Proposed detector expansion for Male Inguinal Hernia Anatomy Model; domain=AIRWAY_RESPIRATORY.,,https://www.who.int/mega-menu/health-topics/resources/fact-sheets
pmsr:/CSM90cfd572cf2f09177,vstoi:ComponentStem,,Interaction Event Detector Stem,General detector for user-device interaction events.,en,1,,Proposed detector expansion for Medical Device; domain=GENERAL_SIMULATION_OTHER.,,https://www.fda.gov/about-fda/cdrh-transparency/total-product-life-cycle-medical-devices
pmsr:/CSM9e6521aff7cb648cf,vstoi:ComponentStem,,Interaction Event Detector Stem,General detector for user-device interaction events.,en,1,,Proposed detector expansion for Medical Examination Simulators; domain=GENERAL_SIMULATION_OTHER.,,https://www.ssih.org/about-simulation
pmsr:/CSM9f77d66191307f0c2,vstoi:ComponentStem,,Airway Pressure Detector Stem,Sensor for airway pressure changes during ventilation and intubation tasks.,en,1,,Proposed detector expansion for Medical Examination Simulators; domain=AIRWAY_RESPIRATORY.,,https://www.ssih.org/about-simulation
pmsr:/CSM9dfe27453d946c411,vstoi:ComponentStem,,Pulse Rate Detector Stem,Detector for pulse presence and pulse-rate signal.,en,1,,Proposed detector expansion for Medical Examination Simulators; domain=CARDIOVASCULAR_HEMODYNAMIC.,,https://www.ssih.org/about-simulation
pmsr:/CSM9d2655979f9d2a7d0,vstoi:ComponentStem,,Interaction Event Detector Stem,General detector for user-device interaction events.,en,1,,Proposed detector expansion for Medical Procedure Simulator; domain=GENERAL_SIMULATION_OTHER.,,https://www.fda.gov/about-fda/cdrh-transparency/total-product-life-cycle-medical-devices
pmsr:/CSM9fc7c83aa0a1b41be,vstoi:ComponentStem,,Airway Pressure Detector Stem,Sensor for airway pressure changes during ventilation and intubation tasks.,en,1,,Proposed detector expansion for Medical Procedure Simulator; domain=AIRWAY_RESPIRATORY.,,https://www.fda.gov/about-fda/cdrh-transparency/total-product-life-cycle-medical-devices
pmsr:/CSM975932db2a2a7d3a4,vstoi:ComponentStem,,Pulse Rate Detector Stem,Detector for pulse presence and pulse-rate signal.,en,1,,Proposed detector expansion for Medical Procedure Simulator; domain=CARDIOVASCULAR_HEMODYNAMIC.,,https://www.fda.gov/about-fda/cdrh-transparency/total-product-life-cycle-medical-devices
pmsr:/CSM94851c7961084d562,vstoi:ComponentStem,,Probe Contact Detector Stem,Detector for probe-to-surface contact quality.,en,1,,Proposed detector expansion for Monitoring Virtual Simulator; domain=IMAGING_ANATOMY_SPATIAL.,,https://www.chison.com/hotproduct/handheld-ultrasound-for-pregnancy.html
pmsr:/CSM9ede71287eaccff70,vstoi:ComponentStem,,Interaction Event Detector Stem,General detector for user-device interaction events.,en,1,,Proposed detector expansion for Nursing Care Simulator; domain=GENERAL_SIMULATION_OTHER.,,https://www.fda.gov/medsun-medical-product-safety-network
pmsr:/CSM967e6321778d4e8eb,vstoi:ComponentStem,,Airway Pressure Detector Stem,Sensor for airway pressure changes during ventilation and intubation tasks.,en,1,,Proposed detector expansion for Nursing Care Simulator; domain=AIRWAY_RESPIRATORY.,,https://www.fda.gov/medsun-medical-product-safety-network
pmsr:/CSM9adb23be7a608f3d2,vstoi:ComponentStem,,Pulse Rate Detector Stem,Detector for pulse presence and pulse-rate signal.,en,1,,Proposed detector expansion for Nursing Care Simulator; domain=CARDIOVASCULAR_HEMODYNAMIC.,,https://www.fda.gov/medsun-medical-product-safety-network
pmsr:/CSM9e69cda41298fc071,vstoi:ComponentStem,,Interaction Event Detector Stem,General detector for user-device interaction events.,en,1,,Proposed detector expansion for Obstetric Simulator; domain=GENERAL_SIMULATION_OTHER.,,https://www.nascohealthcare.com/
pmsr:/CSM9f57de03672708e4b,vstoi:ComponentStem,,Airway Pressure Detector Stem,Sensor for airway pressure changes during ventilation and intubation tasks.,en,1,,Proposed detector expansion for Obstetric Simulator; domain=AIRWAY_RESPIRATORY.,,https://www.nascohealthcare.com/
pmsr:/CSM9c00b991146a5e222,vstoi:ComponentStem,,Pulse Rate Detector Stem,Detector for pulse presence and pulse-rate signal.,en,1,,Proposed detector expansion for Obstetric Simulator; domain=CARDIOVASCULAR_HEMODYNAMIC.,,https://www.nascohealthcare.com/
pmsr:/CSM9c6e2fdaec2ff4602,vstoi:ComponentStem,,Interaction Event Detector Stem,General detector for user-device interaction events.,en,1,,Proposed detector expansion for Oncology Care Simulator; domain=GENERAL_SIMULATION_OTHER.,,https://www.fda.gov/about-fda/cdrh-transparency/total-product-life-cycle-medical-devices
pmsr:/CSM95ba4f41e49a82cf4,vstoi:ComponentStem,,Airway Pressure Detector Stem,Sensor for airway pressure changes during ventilation and intubation tasks.,en,1,,Proposed detector expansion for Oncology Care Simulator; domain=AIRWAY_RESPIRATORY.,,https://www.fda.gov/about-fda/cdrh-transparency/total-product-life-cycle-medical-devices
pmsr:/CSM9d3cbf04cd5a9dc11,vstoi:ComponentStem,,Pulse Rate Detector Stem,Detector for pulse presence and pulse-rate signal.,en,1,,Proposed detector expansion for Oncology Care Simulator; domain=CARDIOVASCULAR_HEMODYNAMIC.,,https://www.fda.gov/about-fda/cdrh-transparency/total-product-life-cycle-medical-devices
pmsr:/CSM9b9d74283ee55ca86,vstoi:ComponentStem,,Probe Contact Detector Stem,Detector for probe-to-surface contact quality.,en,1,,Proposed detector expansion for Patient Monitor Simulator; domain=IMAGING_ANATOMY_SPATIAL.,,https://www.chison.com/hotproduct/handheld-ultrasound-for-pregnancy.html
pmsr:/CSM983f7e59ddbedbb0d,vstoi:ComponentStem,,Interaction Event Detector Stem,General detector for user-device interaction events.,en,1,,Proposed detector expansion for Penis Foreskin Cleaning Simulator; domain=GENERAL_SIMULATION_OTHER.,,https://www.nascohealthcare.com/
pmsr:/CSM9636ea0cfbd8ead18,vstoi:ComponentStem,,Airway Pressure Detector Stem,Sensor for airway pressure changes during ventilation and intubation tasks.,en,1,,Proposed detector expansion for Penis Foreskin Cleaning Simulator; domain=AIRWAY_RESPIRATORY.,,https://www.nascohealthcare.com/
pmsr:/CSM9cdbf9a7c08763ea3,vstoi:ComponentStem,,Pulse Rate Detector Stem,Detector for pulse presence and pulse-rate signal.,en,1,,Proposed detector expansion for Penis Foreskin Cleaning Simulator; domain=CARDIOVASCULAR_HEMODYNAMIC.,,https://www.nascohealthcare.com/
pmsr:/CSM9a001083c7b640daf,vstoi:ComponentStem,,Interaction Event Detector Stem,General detector for user-device interaction events.,en,1,,Proposed detector expansion for Physical Medical Device; domain=GENERAL_SIMULATION_OTHER.,,https://www.fda.gov/about-fda/cdrh-transparency/total-product-life-cycle-medical-devices
pmsr:/CSM99997bda9462e0dc1,vstoi:ComponentStem,,Interaction Event Detector Stem,General detector for user-device interaction events.,en,1,,Proposed detector expansion for Physical Medical Simulator; domain=GENERAL_SIMULATION_OTHER.,,https://www.fda.gov/about-fda/cdrh-transparency/total-product-life-cycle-medical-devices
pmsr:/CSM9c35f546342020c06,vstoi:ComponentStem,,Airway Pressure Detector Stem,Sensor for airway pressure changes during ventilation and intubation tasks.,en,1,,Proposed detector expansion for Physical Medical Simulator; domain=AIRWAY_RESPIRATORY.,,https://www.fda.gov/about-fda/cdrh-transparency/total-product-life-cycle-medical-devices
pmsr:/CSM92027f1811183301e,vstoi:ComponentStem,,Pulse Rate Detector Stem,Detector for pulse presence and pulse-rate signal.,en,1,,Proposed detector expansion for Physical Medical Simulator; domain=CARDIOVASCULAR_HEMODYNAMIC.,,https://www.fda.gov/about-fda/cdrh-transparency/total-product-life-cycle-medical-devices
pmsr:/CSM96e9ed5518b288a6c,vstoi:ComponentStem,,Interaction Event Detector Stem,General detector for user-device interaction events.,en,1,,Proposed detector expansion for Physiology Simulator; domain=GENERAL_SIMULATION_OTHER.,,https://www.fda.gov/about-fda/cdrh-transparency/total-product-life-cycle-medical-devices
pmsr:/CSM9312f74f59ed728fb,vstoi:ComponentStem,,Airway Pressure Detector Stem,Sensor for airway pressure changes during ventilation and intubation tasks.,en,1,,Proposed detector expansion for Physiology Simulator; domain=AIRWAY_RESPIRATORY.,,https://www.fda.gov/about-fda/cdrh-transparency/total-product-life-cycle-medical-devices
pmsr:/CSM950fbf7be9829860b,vstoi:ComponentStem,,Pulse Rate Detector Stem,Detector for pulse presence and pulse-rate signal.,en,1,,Proposed detector expansion for Physiology Simulator; domain=CARDIOVASCULAR_HEMODYNAMIC.,,https://www.fda.gov/about-fda/cdrh-transparency/total-product-life-cycle-medical-devices
pmsr:/CSM9ab31f49f3bff162f,vstoi:ComponentStem,,Applied Force Detector Stem,Detector for procedure force application magnitude.,en,1,,Proposed detector expansion for Physiology Simulator; domain=PROCEDURAL_FORCE_PRESSURE.,,https://www.fda.gov/about-fda/cdrh-transparency/total-product-life-cycle-medical-devices
pmsr:/CSM929173f7eb6a26971,vstoi:ComponentStem,,Venous Flashback Detector Stem,Detector for venous access flashback event.,en,1,,Proposed detector expansion for Physiology Simulator; domain=IV_VASCULAR_ACCESS.,,https://www.fda.gov/about-fda/cdrh-transparency/total-product-life-cycle-medical-devices
pmsr:/CSM9170bba61f34d9900,vstoi:ComponentStem,,Procedure Completion Detector Stem,Detector for successful procedure completion state.,en,1,,Proposed detector expansion for Physiology Simulator; domain=GENERAL_SIMULATION_OTHER.,,https://www.fda.gov/about-fda/cdrh-transparency/total-product-life-cycle-medical-devices
pmsr:/CSM9c20842741f16ebfd,vstoi:ComponentStem,,Ventilation Flow Detector Stem,Sensor for inspiratory/expiratory flow signal.,en,1,,Proposed detector expansion for Physiology Simulator; domain=AIRWAY_RESPIRATORY.,,https://www.fda.gov/about-fda/cdrh-transparency/total-product-life-cycle-medical-devices
pmsr:/CSM94d95a46e1a39e320,vstoi:ComponentStem,,Tissue Volume Change Detector Stem,Detector for localized tissue-volume variation signal.,en,1,,Proposed detector expansion for Pitting Edema Simulator; domain=EDEMA_TISSUE_VOLUME.,,https://www.who.int/mega-menu/health-topics/resources/fact-sheets
pmsr:/CSM9d9d069b4ffad310d,vstoi:ComponentStem,,Airway Pressure Detector Stem,Sensor for airway pressure changes during ventilation and intubation tasks.,en,1,,Proposed detector expansion for Pitting Edema Simulator; domain=AIRWAY_RESPIRATORY.,,https://www.who.int/mega-menu/health-topics/resources/fact-sheets
pmsr:/CSM9b0375d91cfb00205,vstoi:ComponentStem,,Pulse Rate Detector Stem,Detector for pulse presence and pulse-rate signal.,en,1,,Proposed detector expansion for Pitting Edema Simulator; domain=CARDIOVASCULAR_HEMODYNAMIC.,,https://www.who.int/mega-menu/health-topics/resources/fact-sheets
pmsr:/CSM98c937469c2fa8964,vstoi:ComponentStem,,Applied Force Detector Stem,Detector for procedure force application magnitude.,en,1,,Proposed detector expansion for Pitting Edema Simulator; domain=PROCEDURAL_FORCE_PRESSURE.,,https://www.who.int/mega-menu/health-topics/resources/fact-sheets
pmsr:/CSM9b699231bc65a49c9,vstoi:ComponentStem,,Venous Flashback Detector Stem,Detector for venous access flashback event.,en,1,,Proposed detector expansion for Pitting Edema Simulator; domain=IV_VASCULAR_ACCESS.,,https://www.who.int/mega-menu/health-topics/resources/fact-sheets
pmsr:/CSM9c0860b5eca47d872,vstoi:ComponentStem,,Pitting Response Detector Stem,Detector for tissue rebound response after pressure.,en,1,,Proposed detector expansion for Pitting Edema Simulator; domain=EDEMA_TISSUE_VOLUME.,,https://www.who.int/mega-menu/health-topics/resources/fact-sheets
pmsr:/CSM9d88f50a11e25b17b,vstoi:ComponentStem,,Ventilation Flow Detector Stem,Sensor for inspiratory/expiratory flow signal.,en,1,,Proposed detector expansion for Pitting Edema Simulator; domain=AIRWAY_RESPIRATORY.,,https://www.who.int/mega-menu/health-topics/resources/fact-sheets
pmsr:/CSM92c3074e71a01186b,vstoi:ComponentStem,,Probe Contact Detector Stem,Detector for probe-to-surface contact quality.,en,1,,Proposed detector expansion for Portable Ultrasound; domain=IMAGING_ANATOMY_SPATIAL.,,https://www.chison.com/products/
pmsr:/CSM9e5759f048e6c79fb,vstoi:ComponentStem,,Interaction Event Detector Stem,General detector for user-device interaction events.,en,1,,Proposed detector expansion for Procedure Simulator; domain=GENERAL_SIMULATION_OTHER.,,https://www.fda.gov/about-fda/cdrh-transparency/total-product-life-cycle-medical-devices
pmsr:/CSM99054fe9f50d3bde9,vstoi:ComponentStem,,Airway Pressure Detector Stem,Sensor for airway pressure changes during ventilation and intubation tasks.,en,1,,Proposed detector expansion for Procedure Simulator; domain=AIRWAY_RESPIRATORY.,,https://www.fda.gov/about-fda/cdrh-transparency/total-product-life-cycle-medical-devices
pmsr:/CSM9a57154fdbb87a265,vstoi:ComponentStem,,Pulse Rate Detector Stem,Detector for pulse presence and pulse-rate signal.,en,1,,Proposed detector expansion for Procedure Simulator; domain=CARDIOVASCULAR_HEMODYNAMIC.,,https://www.fda.gov/about-fda/cdrh-transparency/total-product-life-cycle-medical-devices
pmsr:/CSM996631ced811ada90,vstoi:ComponentStem,,Scenario State Detector Stem,Detector for scenario-state transitions and milestones.,en,1,,Proposed detector expansion for Prostate Model; domain=SOFTWARE_WORKFLOW_STATE.,,https://www.nascohealthcare.com/
pmsr:/CSM9fefb1fd9927e8e34,vstoi:ComponentStem,,Airway Pressure Detector Stem,Sensor for airway pressure changes during ventilation and intubation tasks.,en,1,,Proposed detector expansion for Prostate Model; domain=AIRWAY_RESPIRATORY.,,https://www.nascohealthcare.com/
pmsr:/CSM9158ef1d2236448ed,vstoi:ComponentStem,,Pulse Rate Detector Stem,Detector for pulse presence and pulse-rate signal.,en,1,,Proposed detector expansion for Prostate Model; domain=CARDIOVASCULAR_HEMODYNAMIC.,,https://www.nascohealthcare.com/
pmsr:/CSM9861f75432df4d13d,vstoi:ComponentStem,,Applied Force Detector Stem,Detector for procedure force application magnitude.,en,1,,Proposed detector expansion for Prostate Model; domain=PROCEDURAL_FORCE_PRESSURE.,,https://www.nascohealthcare.com/
pmsr:/CSM995429221e2c9e7dc,vstoi:ComponentStem,,Venous Flashback Detector Stem,Detector for venous access flashback event.,en,1,,Proposed detector expansion for Prostate Model; domain=IV_VASCULAR_ACCESS.,,https://www.nascohealthcare.com/
pmsr:/CSM9d9a5612bfd67e90c,vstoi:ComponentStem,,Action Sequence Detector Stem,Detector for ordered step completion events.,en,1,,Proposed detector expansion for Prostate Model; domain=SOFTWARE_WORKFLOW_STATE.,,https://www.nascohealthcare.com/
pmsr:/CSM93ad77243e3602ae3,vstoi:ComponentStem,,Ventilation Flow Detector Stem,Sensor for inspiratory/expiratory flow signal.,en,1,,Proposed detector expansion for Prostate Model; domain=AIRWAY_RESPIRATORY.,,https://www.nascohealthcare.com/
pmsr:/CSM99db0afe6cba59dd7,vstoi:ComponentStem,,Interaction Event Detector Stem,General detector for user-device interaction events.,en,1,,Proposed detector expansion for Rectal Examination Simulator; domain=GENERAL_SIMULATION_OTHER.,,https://www.nascohealthcare.com/news-and-events/local-events-news/
pmsr:/CSM974c53dc821f9bdf5,vstoi:ComponentStem,,Airway Pressure Detector Stem,Sensor for airway pressure changes during ventilation and intubation tasks.,en,1,,Proposed detector expansion for Rectal Examination Simulator; domain=AIRWAY_RESPIRATORY.,,https://www.nascohealthcare.com/news-and-events/local-events-news/
pmsr:/CSM9817dd67c0cc15561,vstoi:ComponentStem,,Pulse Rate Detector Stem,Detector for pulse presence and pulse-rate signal.,en,1,,Proposed detector expansion for Rectal Examination Simulator; domain=CARDIOVASCULAR_HEMODYNAMIC.,,https://www.nascohealthcare.com/news-and-events/local-events-news/
pmsr:/CSM93937e5987505333e,vstoi:ComponentStem,,Applied Force Detector Stem,Detector for procedure force application magnitude.,en,1,,Proposed detector expansion for Rectal Examination Simulator; domain=PROCEDURAL_FORCE_PRESSURE.,,https://www.nascohealthcare.com/news-and-events/local-events-news/
pmsr:/CSM9935ce957d0181e93,vstoi:ComponentStem,,Venous Flashback Detector Stem,Detector for venous access flashback event.,en,1,,Proposed detector expansion for Rectal Examination Simulator; domain=IV_VASCULAR_ACCESS.,,https://www.nascohealthcare.com/news-and-events/local-events-news/
pmsr:/CSM9a4d37f93f255d3fd,vstoi:ComponentStem,,Procedure Completion Detector Stem,Detector for successful procedure completion state.,en,1,,Proposed detector expansion for Rectal Examination Simulator; domain=GENERAL_SIMULATION_OTHER.,,https://www.nascohealthcare.com/news-and-events/local-events-news/
pmsr:/CSM9b299d3003ac38652,vstoi:ComponentStem,,Ventilation Flow Detector Stem,Sensor for inspiratory/expiratory flow signal.,en,1,,Proposed detector expansion for Rectal Examination Simulator; domain=AIRWAY_RESPIRATORY.,,https://www.nascohealthcare.com/news-and-events/local-events-news/
pmsr:/CSM91afbc7db76020049,vstoi:ComponentStem,,Interaction Event Detector Stem,General detector for user-device interaction events.,en,1,,Proposed detector expansion for Rectal Medicine Administration Simulator; domain=GENERAL_SIMULATION_OTHER.,,https://www.nascohealthcare.com/about/our-purpose/
pmsr:/CSM98b1ee7182ad3bbd3,vstoi:ComponentStem,,Airway Pressure Detector Stem,Sensor for airway pressure changes during ventilation and intubation tasks.,en,1,,Proposed detector expansion for Rectal Medicine Administration Simulator; domain=AIRWAY_RESPIRATORY.,,https://www.nascohealthcare.com/about/our-purpose/
pmsr:/CSM965ba6f22e3fa0c32,vstoi:ComponentStem,,Pulse Rate Detector Stem,Detector for pulse presence and pulse-rate signal.,en,1,,Proposed detector expansion for Rectal Medicine Administration Simulator; domain=CARDIOVASCULAR_HEMODYNAMIC.,,https://www.nascohealthcare.com/about/our-purpose/
pmsr:/CSM9897b8e60a24d3a05,vstoi:ComponentStem,,Applied Force Detector Stem,Detector for procedure force application magnitude.,en,1,,Proposed detector expansion for Rectal Medicine Administration Simulator; domain=PROCEDURAL_FORCE_PRESSURE.,,https://www.nascohealthcare.com/about/our-purpose/
pmsr:/CSM979d8ebc448ebc615,vstoi:ComponentStem,,Venous Flashback Detector Stem,Detector for venous access flashback event.,en,1,,Proposed detector expansion for Rectal Medicine Administration Simulator; domain=IV_VASCULAR_ACCESS.,,https://www.nascohealthcare.com/about/our-purpose/
pmsr:/CSM96ebf1c7d618eebc9,vstoi:ComponentStem,,Procedure Completion Detector Stem,Detector for successful procedure completion state.,en,1,,Proposed detector expansion for Rectal Medicine Administration Simulator; domain=GENERAL_SIMULATION_OTHER.,,https://www.nascohealthcare.com/about/our-purpose/
pmsr:/CSM9dc25030be7413835,vstoi:ComponentStem,,Ventilation Flow Detector Stem,Sensor for inspiratory/expiratory flow signal.,en,1,,Proposed detector expansion for Rectal Medicine Administration Simulator; domain=AIRWAY_RESPIRATORY.,,https://www.nascohealthcare.com/about/our-purpose/
pmsr:/CSM90c123e4114a66687,vstoi:ComponentStem,,Pulse Rate Detector Stem,Detector for pulse presence and pulse-rate signal.,en,1,,Proposed detector expansion for ResusciAnne DAE Simulator; domain=CARDIOVASCULAR_HEMODYNAMIC.,,https://laerdal.com/us/products/simulation-training/
pmsr:/CSM98df3249f85c5e8ca,vstoi:ComponentStem,,Airway Pressure Detector Stem,Sensor for airway pressure changes during ventilation and intubation tasks.,en,1,,Proposed detector expansion for ResusciAnne DAE Simulator; domain=AIRWAY_RESPIRATORY.,,https://laerdal.com/us/products/simulation-training/
pmsr:/CSM9eef47d93782e8659,vstoi:ComponentStem,,Applied Force Detector Stem,Detector for procedure force application magnitude.,en,1,,Proposed detector expansion for ResusciAnne DAE Simulator; domain=PROCEDURAL_FORCE_PRESSURE.,,https://laerdal.com/us/products/simulation-training/
