hasURI,hasco:hascoType,rdf:type,rdfs:label,vstoi:hasComponentStem,vstoi:hasCodebook,vstoi:isAttributeOf,hasco:hasWebDocument
pmsr:/COM910d4690710b30eb0,vstoi:Component,pmsr:/CSM979fca9100d52ccf0,Laerdal Nursing Care Simulator Interaction Event Detector,pmsr:/CSM979fca9100d52ccf0,pmsr:/CBK1786054978465925000,pmsr:/INS1739401557396065,https://laerdal.com/us/products/simulation-training/
pmsr:/COM955d3a5f5fbdd4dab,vstoi:Component,pmsr:/CSM9467137db2d4e6a7b,Laerdal Nursing Care Simulator Airway Pressure Detector,pmsr:/CSM9467137db2d4e6a7b,pmsr:/CBK1786054978465925000,pmsr:/INS1739401557396065,https://laerdal.com/us/products/simulation-training/
pmsr:/COM96125411c0510a231,vstoi:Component,pmsr:/CSM96037fc0e94786d9f,Laerdal Nursing Care Simulator Pulse Rate Detector,pmsr:/CSM96037fc0e94786d9f,pmsr:/CBK1786054978465925000,pmsr:/INS1739401557396065,https://laerdal.com/us/products/simulation-training/
pmsr:/COM93e7212f043f1983f,vstoi:Component,pmsr:/CSM919c6d0686cf43830,Low-Fidelity Mannequin Interaction Event Detector,pmsr:/CSM919c6d0686cf43830,pmsr:/CBK1786054978465925000,pmsr:/INS1739397137461495,https://laerdal.com/us/products/simulation-training/
pmsr:/COM948ef0b0d7a09cc76,vstoi:Component,pmsr:/CSM9f1822f6c63187bc9,Low-Fidelity Mannequin Airway Pressure Detector,pmsr:/CSM9f1822f6c63187bc9,pmsr:/CBK1786054978465925000,pmsr:/INS1739397137461495,https://laerdal.com/us/products/simulation-training/
pmsr:/COM986d2eae69fc5432a,vstoi:Component,pmsr:/CSM946d3fefdfb3a28d7,Low-Fidelity Mannequin Pulse Rate Detector,pmsr:/CSM946d3fefdfb3a28d7,pmsr:/CBK1786054978465925000,pmsr:/INS1739397137461495,https://laerdal.com/us/products/simulation-training/
pmsr:/COM96337511110a8ba07,vstoi:Component,pmsr:/CSM954f6bbe1b96ada9c,Low-Fidelity Mannequin Applied Force Detector,pmsr:/CSM954f6bbe1b96ada9c,pmsr:/CBK1786054978465925000,pmsr:/INS1739397137461495,https://laerdal.com/us/products/simulation-training/
pmsr:/COM9f281c65dd23087a6,vstoi:Component,pmsr:/CSM95b063cfadd54d82c,Low-Fidelity Mannequin Venous Flashback Detector,pmsr:/CSM95b063cfadd54d82c,pmsr:/CBK1786054978465925000,pmsr:/INS1739397137461495,https://laerdal.com/us/products/simulation-training/
pmsr:/COM9b60fd244446501f2,vstoi:Component,pmsr:/CSM961a9cc377e9a221b,Low-Fidelity Mannequin Procedure Completion Detector,pmsr:/CSM961a9cc377e9a221b,pmsr:/CBK1786054978465925000,pmsr:/INS1739397137461495,https://laerdal.com/us/products/simulation-training/
pmsr:/COM90e60dc984ff6a513,vstoi:Component,pmsr:/CSM9f53f56aa58547bcb,Low-Fidelity Mannequin Ventilation Flow Detector,pmsr:/CSM9f53f56aa58547bcb,pmsr:/CBK1786054978465925000,pmsr:/INS1739397137461495,https://laerdal.com/us/products/simulation-training/
pmsr:/COM99bd86d799fc723b7,vstoi:Component,pmsr:/CSM94e9b8e23350873df,Male Examination Mannequin Interaction Event Detector,pmsr:/CSM94e9b8e23350873df,pmsr:/CBK1786054978465925000,pmsr:/INS1740143777940835,https://laerdal.com/us/products/simulation-training/
pmsr:/COM975fa018097d73db5,vstoi:Component,pmsr:/CSM9ad4c41fd70771332,Male Examination Mannequin Airway Pressure Detector,pmsr:/CSM9ad4c41fd70771332,pmsr:/CBK1786054978465925000,pmsr:/INS1740143777940835,https://laerdal.com/us/products/simulation-training/
pmsr:/COM9f661e66545d77586,vstoi:Component,pmsr:/CSM9fb71c35948a8dff3,Male Examination Mannequin Pulse Rate Detector,pmsr:/CSM9fb71c35948a8dff3,pmsr:/CBK1786054978465925000,pmsr:/INS1740143777940835,https://laerdal.com/us/products/simulation-training/
pmsr:/COM9652d2e8682882c0d,vstoi:Component,pmsr:/CSM9043b2882248148d3,Male Examination Mannequin Applied Force Detector,pmsr:/CSM9043b2882248148d3,pmsr:/CBK1786054978465925000,pmsr:/INS1740143777940835,https://laerdal.com/us/products/simulation-training/
pmsr:/COM9c24b11ec9e7455c3,vstoi:Component,pmsr:/CSM9bacd0483b6810de8,Male Examination Mannequin Venous Flashback Detector,pmsr:/CSM9bacd0483b6810de8,pmsr:/CBK1786054978465925000,pmsr:/INS1740143777940835,https://laerdal.com/us/products/simulation-training/
pmsr:/COM923079272f497831b,vstoi:Component,pmsr:/CSM9f8e092fb2e272512,Male Examination Mannequin Procedure Completion Detector,pmsr:/CSM9f8e092fb2e272512,pmsr:/CBK1786054978465925000,pmsr:/INS1740143777940835,https://laerdal.com/us/products/simulation-training/
pmsr:/COM915fbe643e2f4bfd0,vstoi:Component,pmsr:/CSM99dbc825c3be4f80a,Male Examination Mannequin Ventilation Flow Detector,pmsr:/CSM99dbc825c3be4f80a,pmsr:/CBK1786054978465925000,pmsr:/INS1740143777940835,https://laerdal.com/us/products/simulation-training/
pmsr:/COM9c6cddcd7be6dfeed,vstoi:Component,pmsr:/CSM9274604affb920a0a,Male Genitalia Catherization Simulator Interaction Event Detector,pmsr:/CSM9274604affb920a0a,pmsr:/CBK1786054978465925000,pmsr:/INS1739403078441215,https://www.nascohealthcare.com/
pmsr:/COM90535c42b737ab252,vstoi:Component,pmsr:/CSM9ede9d7af1b8c2acd,Male Genitalia Catherization Simulator Airway Pressure Detector,pmsr:/CSM9ede9d7af1b8c2acd,pmsr:/CBK1786054978465925000,pmsr:/INS1739403078441215,https://www.nascohealthcare.com/
pmsr:/COM925add590b39e6766,vstoi:Component,pmsr:/CSM904dee88db7e6474b,Male Genitalia Catherization Simulator Pulse Rate Detector,pmsr:/CSM904dee88db7e6474b,pmsr:/CBK1786054978465925000,pmsr:/INS1739403078441215,https://www.nascohealthcare.com/
pmsr:/COM92bc236a1eff684d6,vstoi:Component,pmsr:/CSM9889e1563b8722239,Male Genitalia Catherization Simulator Applied Force Detector,pmsr:/CSM9889e1563b8722239,pmsr:/CBK1786054978465925000,pmsr:/INS1739403078441215,https://www.nascohealthcare.com/
pmsr:/COM9fe390ee21f9c6e69,vstoi:Component,pmsr:/CSM9879990c7fa03fb47,Male Genitalia Catherization Simulator Venous Flashback Detector,pmsr:/CSM9879990c7fa03fb47,pmsr:/CBK1786054978465925000,pmsr:/INS1739403078441215,https://www.nascohealthcare.com/
pmsr:/COM94ff38d500c92a013,vstoi:Component,pmsr:/CSM9b0245a983027f16e,Male Genitalia Catherization Simulator Procedure Completion Detector,pmsr:/CSM9b0245a983027f16e,pmsr:/CBK1786054978465925000,pmsr:/INS1739403078441215,https://www.nascohealthcare.com/
pmsr:/COM9c29aa34108bf9ca0,vstoi:Component,pmsr:/CSM9541c228991545c66,Male Genitalia Catherization Simulator Ventilation Flow Detector,pmsr:/CSM9541c228991545c66,pmsr:/CBK1786054978465925000,pmsr:/INS1739403078441215,https://www.nascohealthcare.com/
pmsr:/COM9e2c34a1b1540e07a,vstoi:Component,pmsr:/CSM9da1b5b63805d895a,Male Inguinal Hernia Anatomy Model Scenario State Detector,pmsr:/CSM9da1b5b63805d895a,pmsr:/CBK1786054978465925000,pmsr:/INS1739483351917145,https://www.iso.org/standard/72704.html
pmsr:/COM9030f0a29291c78f5,vstoi:Component,pmsr:/CSM9b79534d1c233d6fe,Male Inguinal Hernia Anatomy Model Airway Pressure Detector,pmsr:/CSM9b79534d1c233d6fe,pmsr:/CBK1786054978465925000,pmsr:/INS1739483351917145,https://www.iso.org/standard/72704.html
pmsr:/COM96207a1849efc321f,vstoi:Component,pmsr:/CSM906c9c8ff4e641686,Male Inguinal Hernia Anatomy Model Pulse Rate Detector,pmsr:/CSM906c9c8ff4e641686,pmsr:/CBK1786054978465925000,pmsr:/INS1739483351917145,https://www.iso.org/standard/72704.html
pmsr:/COM9647825025161ddc9,vstoi:Component,pmsr:/CSM9ebf40fea71caa8ae,Male Inguinal Hernia Anatomy Model Applied Force Detector,pmsr:/CSM9ebf40fea71caa8ae,pmsr:/CBK1786054978465925000,pmsr:/INS1739483351917145,https://www.iso.org/standard/72704.html
pmsr:/COM94570ad0af3ec56bd,vstoi:Component,pmsr:/CSM94c77baabed1b5e02,Male Inguinal Hernia Anatomy Model Venous Flashback Detector,pmsr:/CSM94c77baabed1b5e02,pmsr:/CBK1786054978465925000,pmsr:/INS1739483351917145,https://www.iso.org/standard/72704.html
pmsr:/COM9b74e72176bf35abf,vstoi:Component,pmsr:/CSM937fe427779e73ec5,Male Inguinal Hernia Anatomy Model Action Sequence Detector,pmsr:/CSM937fe427779e73ec5,pmsr:/CBK1786054978465925000,pmsr:/INS1739483351917145,https://www.iso.org/standard/72704.html
pmsr:/COM96b4219d46216ef7f,vstoi:Component,pmsr:/CSM91a9809ad692f7b22,Male Inguinal Hernia Anatomy Model Ventilation Flow Detector,pmsr:/CSM91a9809ad692f7b22,pmsr:/CBK1786054978465925000,pmsr:/INS1739483351917145,https://www.iso.org/standard/72704.html
pmsr:/COM909d6d9cdb98cf3b5,vstoi:Component,pmsr:/CSM90cfd572cf2f09177,Medical Device Interaction Event Detector,pmsr:/CSM90cfd572cf2f09177,pmsr:/CBK1786054978465925000,ncit:C16830,https://www.iso.org/standard/72704.html
pmsr:/COM9c87dd2ffb8889986,vstoi:Component,pmsr:/CSM9e6521aff7cb648cf,Medical Examination Simulators Interaction Event Detector,pmsr:/CSM9e6521aff7cb648cf,pmsr:/CBK1786054978465925000,pmsr:/INS1739287092102085,https://www.iso.org/standard/72704.html
pmsr:/COM9dc7088e7b0c6b1d9,vstoi:Component,pmsr:/CSM9f77d66191307f0c2,Medical Examination Simulators Airway Pressure Detector,pmsr:/CSM9f77d66191307f0c2,pmsr:/CBK1786054978465925000,pmsr:/INS1739287092102085,https://www.iso.org/standard/72704.html
pmsr:/COM91841a32f2e6095c0,vstoi:Component,pmsr:/CSM9dfe27453d946c411,Medical Examination Simulators Pulse Rate Detector,pmsr:/CSM9dfe27453d946c411,pmsr:/CBK1786054978465925000,pmsr:/INS1739287092102085,https://www.iso.org/standard/72704.html
pmsr:/COM95a10057514746c68,vstoi:Component,pmsr:/CSM9d2655979f9d2a7d0,Medical Procedure Simulator Interaction Event Detector,pmsr:/CSM9d2655979f9d2a7d0,pmsr:/CBK1786054978465925000,pmsr:/INS1739301814401805,https://www.iso.org/standard/72704.html
pmsr:/COM9a3858475133ce3e6,vstoi:Component,pmsr:/CSM9fc7c83aa0a1b41be,Medical Procedure Simulator Airway Pressure Detector,pmsr:/CSM9fc7c83aa0a1b41be,pmsr:/CBK1786054978465925000,pmsr:/INS1739301814401805,https://www.iso.org/standard/72704.html
pmsr:/COM92dfde0052fb9811f,vstoi:Component,pmsr:/CSM975932db2a2a7d3a4,Medical Procedure Simulator Pulse Rate Detector,pmsr:/CSM975932db2a2a7d3a4,pmsr:/CBK1786054978465925000,pmsr:/INS1739301814401805,https://www.iso.org/standard/72704.html
pmsr:/COM939b7da280355299e,vstoi:Component,pmsr:/CSM94851c7961084d562,Monitoring Virtual Simulator Probe Contact Detector,pmsr:/CSM94851c7961084d562,pmsr:/CBK1786054978465925000,pmsr:/INS1739821032633525,https://www.chison.com/hotproduct/handheld-ultrasound-for-pregnancy.html
pmsr:/COM932d3ecab37a459ac,vstoi:Component,pmsr:/CSM9ede71287eaccff70,Nursing Care Simulator Interaction Event Detector,pmsr:/CSM9ede71287eaccff70,pmsr:/CBK1786054978465925000,pmsr:/INS1739400689838665,https://www.fda.gov/medsun-medical-product-safety-network
pmsr:/COM939f9f89f000ddfd0,vstoi:Component,pmsr:/CSM967e6321778d4e8eb,Nursing Care Simulator Airway Pressure Detector,pmsr:/CSM967e6321778d4e8eb,pmsr:/CBK1786054978465925000,pmsr:/INS1739400689838665,https://www.fda.gov/medsun-medical-product-safety-network
pmsr:/COM971ad1ad47c81e65e,vstoi:Component,pmsr:/CSM9adb23be7a608f3d2,Nursing Care Simulator Pulse Rate Detector,pmsr:/CSM9adb23be7a608f3d2,pmsr:/CBK1786054978465925000,pmsr:/INS1739400689838665,https://www.fda.gov/medsun-medical-product-safety-network
pmsr:/COM9211bdcfaf513cb3f,vstoi:Component,pmsr:/CSM9e69cda41298fc071,Obstetric Simulator Interaction Event Detector,pmsr:/CSM9e69cda41298fc071,pmsr:/CBK1786054978465925000,pmsr:/INS1740143878244085,https://www.nascohealthcare.com/
pmsr:/COM9e04a1dac669f072d,vstoi:Component,pmsr:/CSM9f57de03672708e4b,Obstetric Simulator Airway Pressure Detector,pmsr:/CSM9f57de03672708e4b,pmsr:/CBK1786054978465925000,pmsr:/INS1740143878244085,https://www.nascohealthcare.com/
pmsr:/COM925a48e7dda68b904,vstoi:Component,pmsr:/CSM9c00b991146a5e222,Obstetric Simulator Pulse Rate Detector,pmsr:/CSM9c00b991146a5e222,pmsr:/CBK1786054978465925000,pmsr:/INS1740143878244085,https://www.nascohealthcare.com/
pmsr:/COM90e709ed6a7da646e,vstoi:Component,pmsr:/CSM9c6e2fdaec2ff4602,Oncology Care Simulator Interaction Event Detector,pmsr:/CSM9c6e2fdaec2ff4602,pmsr:/CBK1786054978465925000,pmsr:/INS1739303333850795,https://www.iso.org/standard/72704.html
pmsr:/COM93b9e9e42e8ce92e6,vstoi:Component,pmsr:/CSM95ba4f41e49a82cf4,Oncology Care Simulator Airway Pressure Detector,pmsr:/CSM95ba4f41e49a82cf4,pmsr:/CBK1786054978465925000,pmsr:/INS1739303333850795,https://www.iso.org/standard/72704.html
pmsr:/COM9c53e672a8d78deb3,vstoi:Component,pmsr:/CSM9d3cbf04cd5a9dc11,Oncology Care Simulator Pulse Rate Detector,pmsr:/CSM9d3cbf04cd5a9dc11,pmsr:/CBK1786054978465925000,pmsr:/INS1739303333850795,https://www.iso.org/standard/72704.html
pmsr:/COM9b822a8dca43f7a28,vstoi:Component,pmsr:/CSM9b9d74283ee55ca86,Patient Monitor Simulator Probe Contact Detector,pmsr:/CSM9b9d74283ee55ca86,pmsr:/CBK1786054978465925000,pmsr:/INS1740087575777435,https://www.chison.com/hotproduct/handheld-ultrasound-for-pregnancy.html
pmsr:/COM97c89c9d2cde68631,vstoi:Component,pmsr:/CSM983f7e59ddbedbb0d,Penis Foreskin Cleaning Simulator Interaction Event Detector,pmsr:/CSM983f7e59ddbedbb0d,pmsr:/CBK1786054978465925000,pmsr:/INS1739403291912375,https://www.nascohealthcare.com/
pmsr:/COM918a05fc72c184182,vstoi:Component,pmsr:/CSM9636ea0cfbd8ead18,Penis Foreskin Cleaning Simulator Airway Pressure Detector,pmsr:/CSM9636ea0cfbd8ead18,pmsr:/CBK1786054978465925000,pmsr:/INS1739403291912375,https://www.nascohealthcare.com/
pmsr:/COM999e6b74ad426b84a,vstoi:Component,pmsr:/CSM9cdbf9a7c08763ea3,Penis Foreskin Cleaning Simulator Pulse Rate Detector,pmsr:/CSM9cdbf9a7c08763ea3,pmsr:/CBK1786054978465925000,pmsr:/INS1739403291912375,https://www.nascohealthcare.com/
pmsr:/COM9a4199a3313088feb,vstoi:Component,pmsr:/CSM9a001083c7b640daf,Physical Medical Device Interaction Event Detector,pmsr:/CSM9a001083c7b640daf,pmsr:/CBK1786054978465925000,pmsr:PhysicalMedicalDevice,https://www.iso.org/standard/72704.html
pmsr:/COM9b741683b72ff4fa2,vstoi:Component,pmsr:/CSM99997bda9462e0dc1,Physical Medical Simulator Interaction Event Detector,pmsr:/CSM99997bda9462e0dc1,pmsr:/CBK1786054978465925000,pmsr:PhysicalMedicalSimulator,https://www.iso.org/standard/72704.html
pmsr:/COM95c4a75e30c75e1aa,vstoi:Component,pmsr:/CSM9c35f546342020c06,Physical Medical Simulator Airway Pressure Detector,pmsr:/CSM9c35f546342020c06,pmsr:/CBK1786054978465925000,pmsr:PhysicalMedicalSimulator,https://www.iso.org/standard/72704.html
pmsr:/COM923ddc02274376cdc,vstoi:Component,pmsr:/CSM92027f1811183301e,Physical Medical Simulator Pulse Rate Detector,pmsr:/CSM92027f1811183301e,pmsr:/CBK1786054978465925000,pmsr:PhysicalMedicalSimulator,https://www.iso.org/standard/72704.html
pmsr:/COM9f99b2da1d59bd55b,vstoi:Component,pmsr:/CSM96e9ed5518b288a6c,Physiology Simulator Interaction Event Detector,pmsr:/CSM96e9ed5518b288a6c,pmsr:/CBK1786054978465925000,pmsr:/INS1740087239872215,https://www.iso.org/standard/72704.html
pmsr:/COM9a9a6e9a8710e2cb9,vstoi:Component,pmsr:/CSM9312f74f59ed728fb,Physiology Simulator Airway Pressure Detector,pmsr:/CSM9312f74f59ed728fb,pmsr:/CBK1786054978465925000,pmsr:/INS1740087239872215,https://www.iso.org/standard/72704.html
pmsr:/COM9e7c6cc62336d18c6,vstoi:Component,pmsr:/CSM950fbf7be9829860b,Physiology Simulator Pulse Rate Detector,pmsr:/CSM950fbf7be9829860b,pmsr:/CBK1786054978465925000,pmsr:/INS1740087239872215,https://www.iso.org/standard/72704.html
pmsr:/COM957cf3d8474c588fd,vstoi:Component,pmsr:/CSM9ab31f49f3bff162f,Physiology Simulator Applied Force Detector,pmsr:/CSM9ab31f49f3bff162f,pmsr:/CBK1786054978465925000,pmsr:/INS1740087239872215,https://www.iso.org/standard/72704.html
pmsr:/COM9c759747a6ba22969,vstoi:Component,pmsr:/CSM929173f7eb6a26971,Physiology Simulator Venous Flashback Detector,pmsr:/CSM929173f7eb6a26971,pmsr:/CBK1786054978465925000,pmsr:/INS1740087239872215,https://www.iso.org/standard/72704.html
pmsr:/COM938d35794baf4ab2b,vstoi:Component,pmsr:/CSM9170bba61f34d9900,Physiology Simulator Procedure Completion Detector,pmsr:/CSM9170bba61f34d9900,pmsr:/CBK1786054978465925000,pmsr:/INS1740087239872215,https://www.iso.org/standard/72704.html
pmsr:/COM941813946dd51cd70,vstoi:Component,pmsr:/CSM9c20842741f16ebfd,Physiology Simulator Ventilation Flow Detector,pmsr:/CSM9c20842741f16ebfd,pmsr:/CBK1786054978465925000,pmsr:/INS1740087239872215,https://www.iso.org/standard/72704.html
pmsr:/COM9a9d0c914b9c1e390,vstoi:Component,pmsr:/CSM94d95a46e1a39e320,Pitting Edema Simulator Tissue Volume Change Detector,pmsr:/CSM94d95a46e1a39e320,pmsr:/CBK1786054978465925000,pmsr:/INS1739453043505715,https://www.iso.org/standard/72704.html
pmsr:/COM9869a4fef13b85b62,vstoi:Component,pmsr:/CSM9d9d069b4ffad310d,Pitting Edema Simulator Airway Pressure Detector,pmsr:/CSM9d9d069b4ffad310d,pmsr:/CBK1786054978465925000,pmsr:/INS1739453043505715,https://www.iso.org/standard/72704.html
pmsr:/COM9920ff090bcb5fc27,vstoi:Component,pmsr:/CSM9b0375d91cfb00205,Pitting Edema Simulator Pulse Rate Detector,pmsr:/CSM9b0375d91cfb00205,pmsr:/CBK1786054978465925000,pmsr:/INS1739453043505715,https://www.iso.org/standard/72704.html
pmsr:/COM9cc2d79d9495e4c88,vstoi:Component,pmsr:/CSM98c937469c2fa8964,Pitting Edema Simulator Applied Force Detector,pmsr:/CSM98c937469c2fa8964,pmsr:/CBK1786054978465925000,pmsr:/INS1739453043505715,https://www.iso.org/standard/72704.html
pmsr:/COM9c3a174fdf7597f7e,vstoi:Component,pmsr:/CSM9b699231bc65a49c9,Pitting Edema Simulator Venous Flashback Detector,pmsr:/CSM9b699231bc65a49c9,pmsr:/CBK1786054978465925000,pmsr:/INS1739453043505715,https://www.iso.org/standard/72704.html
pmsr:/COM9969e8e13de7fc6ab,vstoi:Component,pmsr:/CSM9c0860b5eca47d872,Pitting Edema Simulator Pitting Response Detector,pmsr:/CSM9c0860b5eca47d872,pmsr:/CBK1786054978465925000,pmsr:/INS1739453043505715,https://www.iso.org/standard/72704.html
pmsr:/COM9cbb5fd1cf5e3d7d0,vstoi:Component,pmsr:/CSM9d88f50a11e25b17b,Pitting Edema Simulator Ventilation Flow Detector,pmsr:/CSM9d88f50a11e25b17b,pmsr:/CBK1786054978465925000,pmsr:/INS1739453043505715,https://www.iso.org/standard/72704.html
pmsr:/COM975afe54717c43b69,vstoi:Component,pmsr:/CSM92c3074e71a01186b,Portable Ultrasound Probe Contact Detector,pmsr:/CSM92c3074e71a01186b,pmsr:/CBK1786054978465925000,pmsr:/INS1739288566447555,https://www.chison.com/products/
pmsr:/COM91c57557a339ede98,vstoi:Component,pmsr:/CSM9e5759f048e6c79fb,Procedure Simulator Interaction Event Detector,pmsr:/CSM9e5759f048e6c79fb,pmsr:/CBK1786054978465925000,pmsr:/INS1739392122823235,https://www.iso.org/standard/72704.html
pmsr:/COM95604e122a9877b59,vstoi:Component,pmsr:/CSM99054fe9f50d3bde9,Procedure Simulator Airway Pressure Detector,pmsr:/CSM99054fe9f50d3bde9,pmsr:/CBK1786054978465925000,pmsr:/INS1739392122823235,https://www.iso.org/standard/72704.html
pmsr:/COM910d7dc56987bb508,vstoi:Component,pmsr:/CSM9a57154fdbb87a265,Procedure Simulator Pulse Rate Detector,pmsr:/CSM9a57154fdbb87a265,pmsr:/CBK1786054978465925000,pmsr:/INS1739392122823235,https://www.iso.org/standard/72704.html
pmsr:/COM942bf8e4896b84caa,vstoi:Component,pmsr:/CSM996631ced811ada90,Prostate Model Scenario State Detector,pmsr:/CSM996631ced811ada90,pmsr:/CBK1786054978465925000,pmsr:/INS1739482671461295,https://www.nascohealthcare.com/
pmsr:/COM91c7e3ff99239f637,vstoi:Component,pmsr:/CSM9fefb1fd9927e8e34,Prostate Model Airway Pressure Detector,pmsr:/CSM9fefb1fd9927e8e34,pmsr:/CBK1786054978465925000,pmsr:/INS1739482671461295,https://www.nascohealthcare.com/
pmsr:/COM9c9ff8d56f8d7cbdd,vstoi:Component,pmsr:/CSM9158ef1d2236448ed,Prostate Model Pulse Rate Detector,pmsr:/CSM9158ef1d2236448ed,pmsr:/CBK1786054978465925000,pmsr:/INS1739482671461295,https://www.nascohealthcare.com/
pmsr:/COM99b366402d63f7fa5,vstoi:Component,pmsr:/CSM9861f75432df4d13d,Prostate Model Applied Force Detector,pmsr:/CSM9861f75432df4d13d,pmsr:/CBK1786054978465925000,pmsr:/INS1739482671461295,https://www.nascohealthcare.com/
pmsr:/COM9541cc6c9e3e47ee6,vstoi:Component,pmsr:/CSM995429221e2c9e7dc,Prostate Model Venous Flashback Detector,pmsr:/CSM995429221e2c9e7dc,pmsr:/CBK1786054978465925000,pmsr:/INS1739482671461295,https://www.nascohealthcare.com/
pmsr:/COM9571e850a06f3d647,vstoi:Component,pmsr:/CSM9d9a5612bfd67e90c,Prostate Model Action Sequence Detector,pmsr:/CSM9d9a5612bfd67e90c,pmsr:/CBK1786054978465925000,pmsr:/INS1739482671461295,https://www.nascohealthcare.com/
pmsr:/COM98f3ff67643f45204,vstoi:Component,pmsr:/CSM93ad77243e3602ae3,Prostate Model Ventilation Flow Detector,pmsr:/CSM93ad77243e3602ae3,pmsr:/CBK1786054978465925000,pmsr:/INS1739482671461295,https://www.nascohealthcare.com/
pmsr:/COM91180336174bbf453,vstoi:Component,pmsr:/CSM99db0afe6cba59dd7,Rectal Examination Simulator Interaction Event Detector,pmsr:/CSM99db0afe6cba59dd7,pmsr:/CBK1786054978465925000,pmsr:/INS1739287640585765,https://www.nascohealthcare.com/news-and-events/local-events-news/
pmsr:/COM96cc002757e56c4f0,vstoi:Component,pmsr:/CSM974c53dc821f9bdf5,Rectal Examination Simulator Airway Pressure Detector,pmsr:/CSM974c53dc821f9bdf5,pmsr:/CBK1786054978465925000,pmsr:/INS1739287640585765,https://www.nascohealthcare.com/news-and-events/local-events-news/
pmsr:/COM98b4114bfe542f34f,vstoi:Component,pmsr:/CSM9817dd67c0cc15561,Rectal Examination Simulator Pulse Rate Detector,pmsr:/CSM9817dd67c0cc15561,pmsr:/CBK1786054978465925000,pmsr:/INS1739287640585765,https://www.nascohealthcare.com/news-and-events/local-events-news/
pmsr:/COM9b0f7b6492897059a,vstoi:Component,pmsr:/CSM93937e5987505333e,Rectal Examination Simulator Applied Force Detector,pmsr:/CSM93937e5987505333e,pmsr:/CBK1786054978465925000,pmsr:/INS1739287640585765,https://www.nascohealthcare.com/news-and-events/local-events-news/
pmsr:/COM926231690af4490a4,vstoi:Component,pmsr:/CSM9935ce957d0181e93,Rectal Examination Simulator Venous Flashback Detector,pmsr:/CSM9935ce957d0181e93,pmsr:/CBK1786054978465925000,pmsr:/INS1739287640585765,https://www.nascohealthcare.com/news-and-events/local-events-news/
pmsr:/COM9ffe27a9e36b56690,vstoi:Component,pmsr:/CSM9a4d37f93f255d3fd,Rectal Examination Simulator Procedure Completion Detector,pmsr:/CSM9a4d37f93f255d3fd,pmsr:/CBK1786054978465925000,pmsr:/INS1739287640585765,https://www.nascohealthcare.com/news-and-events/local-events-news/
pmsr:/COM9b0a625fabd3fd029,vstoi:Component,pmsr:/CSM9b299d3003ac38652,Rectal Examination Simulator Ventilation Flow Detector,pmsr:/CSM9b299d3003ac38652,pmsr:/CBK1786054978465925000,pmsr:/INS1739287640585765,https://www.nascohealthcare.com/news-and-events/local-events-news/
pmsr:/COM9a57fbd9dc7e5f714,vstoi:Component,pmsr:/CSM91afbc7db76020049,Rectal Medicine Administration Simulator Interaction Event Detector,pmsr:/CSM91afbc7db76020049,pmsr:/CBK1786054978465925000,pmsr:/INS1739402477829135,https://limbsandthings.com/us/support/
pmsr:/COM96f52833f2533fe79,vstoi:Component,pmsr:/CSM98b1ee7182ad3bbd3,Rectal Medicine Administration Simulator Airway Pressure Detector,pmsr:/CSM98b1ee7182ad3bbd3,pmsr:/CBK1786054978465925000,pmsr:/INS1739402477829135,https://limbsandthings.com/us/support/
pmsr:/COM91c22e7c1293ba759,vstoi:Component,pmsr:/CSM965ba6f22e3fa0c32,Rectal Medicine Administration Simulator Pulse Rate Detector,pmsr:/CSM965ba6f22e3fa0c32,pmsr:/CBK1786054978465925000,pmsr:/INS1739402477829135,https://limbsandthings.com/us/support/
pmsr:/COM98d1a2dc5f00f99d6,vstoi:Component,pmsr:/CSM9897b8e60a24d3a05,Rectal Medicine Administration Simulator Applied Force Detector,pmsr:/CSM9897b8e60a24d3a05,pmsr:/CBK1786054978465925000,pmsr:/INS1739402477829135,https://limbsandthings.com/us/support/
pmsr:/COM97ada8062e60b4897,vstoi:Component,pmsr:/CSM979d8ebc448ebc615,Rectal Medicine Administration Simulator Venous Flashback Detector,pmsr:/CSM979d8ebc448ebc615,pmsr:/CBK1786054978465925000,pmsr:/INS1739402477829135,https://limbsandthings.com/us/support/
pmsr:/COM9a4ee6fd9055b152a,vstoi:Component,pmsr:/CSM96ebf1c7d618eebc9,Rectal Medicine Administration Simulator Procedure Completion Detector,pmsr:/CSM96ebf1c7d618eebc9,pmsr:/CBK1786054978465925000,pmsr:/INS1739402477829135,https://limbsandthings.com/us/support/
pmsr:/COM959faf819b96a63f8,vstoi:Component,pmsr:/CSM9dc25030be7413835,Rectal Medicine Administration Simulator Ventilation Flow Detector,pmsr:/CSM9dc25030be7413835,pmsr:/CBK1786054978465925000,pmsr:/INS1739402477829135,https://limbsandthings.com/us/support/
pmsr:/COM9960da7692e99bb20,vstoi:Component,pmsr:/CSM90c123e4114a66687,ResusciAnne DAE Simulator Pulse Rate Detector,pmsr:/CSM90c123e4114a66687,pmsr:/CBK1786054978465925000,pmsr:/INS1739392275798255,https://laerdal.com/us/products/simulation-training/
pmsr:/COM9d7d66aa366c4f494,vstoi:Component,pmsr:/CSM98df3249f85c5e8ca,ResusciAnne DAE Simulator Airway Pressure Detector,pmsr:/CSM98df3249f85c5e8ca,pmsr:/CBK1786054978465925000,pmsr:/INS1739392275798255,https://laerdal.com/us/products/simulation-training/
