instrument_uri,instrument_label,mode_hasco_type,component_uri,component_label,component_kind,has_doc_evidence,doc_family,primary_doc_url,secondary_doc_url,status
pmsr:/INS1739404158691525,Ear Irrigation Simulator,vstoi:Instrument,pmsr:/COM1786054978466408000,Ear Irrigation Simulator Detector,detector,yes,General Medical Device Governance,https://www.fda.gov/medical-devices/device-advice-comprehensive-regulatory-assistance/medical-device-databases,https://www.iso.org/standard/72704.html,ok
pmsr:/INS1739404158691525,Ear Irrigation Simulator,vstoi:Instrument,pmsr:/COM1786054978466412000,Ear Irrigation Simulator Actuator,actuator,yes,General Medical Device Governance,https://www.fda.gov/medical-devices/device-advice-comprehensive-regulatory-assistance/medical-device-databases,https://www.iso.org/standard/72704.html,ok
pmsr:/INS1739451831725785,Virtual Patient Anatomy Simulator,vstoi:Instrument,pmsr:/COM1786054978467508000,Virtual Patient Anatomy Simulator Detector,detector,yes,Virtual Patient and Digital Simulation,https://support.bodyinteract.com/,https://www.ssih.org/,ok
pmsr:/INS1739451831725785,Virtual Patient Anatomy Simulator,vstoi:Instrument,pmsr:/COM1786054978467513000,Virtual Patient Anatomy Simulator Actuator,actuator,yes,Virtual Patient and Digital Simulation,https://support.bodyinteract.com/,https://www.ssih.org/,ok
pmsr:/INS1739452063713965,Anatomage Table Simulator,vstoi:Instrument,pmsr:/COM1786054978466154000,Anatomage Table Simulator Detector,detector,yes,Anatomy Table and 3D Simulation,https://www.anatomage.com/table/,https://www.inacsl.org/healthcare-simulation-standards/,ok
pmsr:/INS1739452063713965,Anatomage Table Simulator,vstoi:Instrument,pmsr:/COM1786054978466157000,Anatomage Table Simulator Actuator,actuator,yes,Anatomy Table and 3D Simulation,https://www.anatomage.com/table/,https://www.inacsl.org/healthcare-simulation-standards/,ok
pmsr:/INS1739452783104705,Skin Care Procedure Simulator,vstoi:Instrument,pmsr:/COM1786054978467245000,Skin Care Procedure Simulator Detector,detector,yes,General Medical Device Governance,https://www.fda.gov/medical-devices/device-advice-comprehensive-regulatory-assistance/medical-device-databases,https://www.iso.org/standard/72704.html,ok
pmsr:/INS1739452783104705,Skin Care Procedure Simulator,vstoi:Instrument,pmsr:/COM1786054978467249000,Skin Care Procedure Simulator Actuator,actuator,yes,General Medical Device Governance,https://www.fda.gov/medical-devices/device-advice-comprehensive-regulatory-assistance/medical-device-databases,https://www.iso.org/standard/72704.html,ok
pmsr:/INS1739452868256965,SimSleeves Lymphedema Simulator,vstoi:Instrument,pmsr:/COM1740497043510835,Lymphedema Condition Component Stem  -- CB:EMPTY,other,yes,General Medical Device Governance,https://www.fda.gov/medical-devices/device-advice-comprehensive-regulatory-assistance/medical-device-databases,https://www.iso.org/standard/72704.html,ok
pmsr:/INS1739452868256965,SimSleeves Lymphedema Simulator,vstoi:Instrument,pmsr:/COM1786054978467222000,SimSleeves Lymphedema Simulator Detector,detector,yes,General Medical Device Governance,https://www.fda.gov/medical-devices/device-advice-comprehensive-regulatory-assistance/medical-device-databases,https://www.iso.org/standard/72704.html,ok
pmsr:/INS1739452868256965,SimSleeves Lymphedema Simulator,vstoi:Instrument,pmsr:/COM1786054978467227000,SimSleeves Lymphedema Simulator Actuator,actuator,yes,General Medical Device Governance,https://www.fda.gov/medical-devices/device-advice-comprehensive-regulatory-assistance/medical-device-databases,https://www.iso.org/standard/72704.html,ok
pmsr:/INS1739453043505715,Pitting Edema Simulator,vstoi:Instrument,pmsr:/COM1786054978467065000,Pitting Edema Simulator Detector,detector,yes,General Medical Device Governance,https://www.fda.gov/medical-devices/device-advice-comprehensive-regulatory-assistance/medical-device-databases,https://www.iso.org/standard/72704.html,ok
pmsr:/INS1739453043505715,Pitting Edema Simulator,vstoi:Instrument,pmsr:/COM1786054978467069000,Pitting Edema Simulator Actuator,actuator,yes,General Medical Device Governance,https://www.fda.gov/medical-devices/device-advice-comprehensive-regulatory-assistance/medical-device-databases,https://www.iso.org/standard/72704.html,ok
pmsr:/INS1739482671461295,Prostate Model,vstoi:Instrument,pmsr:/COM1786054978467133000,Prostate Model Detector,detector,yes,Procedure Trainers and Skills Simulators,https://limbsandthings.com/us/support/,https://www.cdc.gov/infection-control/,ok
pmsr:/INS1739482671461295,Prostate Model,vstoi:Instrument,pmsr:/COM1786054978467138000,Prostate Model Actuator,actuator,yes,Procedure Trainers and Skills Simulators,https://limbsandthings.com/us/support/,https://www.cdc.gov/infection-control/,ok
pmsr:/INS1739483351917145,Male Inguinal Hernia Anatomy Model,vstoi:Instrument,pmsr:/COM1786054978466767000,Male Inguinal Hernia Anatomy Model Detector,detector,yes,General Medical Device Governance,https://www.fda.gov/medical-devices/device-advice-comprehensive-regulatory-assistance/medical-device-databases,https://www.iso.org/standard/72704.html,ok
pmsr:/INS1739483351917145,Male Inguinal Hernia Anatomy Model,vstoi:Instrument,pmsr:/COM1786054978466773000,Male Inguinal Hernia Anatomy Model Actuator,actuator,yes,General Medical Device Governance,https://www.fda.gov/medical-devices/device-advice-comprehensive-regulatory-assistance/medical-device-databases,https://www.iso.org/standard/72704.html,ok
pmsr:/INS1739487989328225,Laerdal ALS Baby Trainer 200,vstoi:Instrument,pmsr:/COM1786054978466590000,Laerdal ALS Baby Trainer 200 Detector,detector,yes,Resuscitation and Mannequin Platforms,https://laerdal.force.com/HelpCenter/s/,https://cpr.heart.org/en/resuscitation-science/cpr-and-ecc-guidelines,ok
pmsr:/INS1739487989328225,Laerdal ALS Baby Trainer 200,vstoi:Instrument,pmsr:/COM1786054978466594000,Laerdal ALS Baby Trainer 200 Actuator,actuator,yes,Resuscitation and Mannequin Platforms,https://laerdal.force.com/HelpCenter/s/,https://cpr.heart.org/en/resuscitation-science/cpr-and-ecc-guidelines,ok
pmsr:/INS1739488340413085,Virtual Patient Interaction Simulator,vstoi:Instrument,pmsr:/COM1786054978467534000,Virtual Patient Interaction Simulator Detector,detector,yes,Virtual Patient and Digital Simulation,https://support.bodyinteract.com/,https://www.ssih.org/,ok
pmsr:/INS1739488340413085,Virtual Patient Interaction Simulator,vstoi:Instrument,pmsr:/COM1786054978467538000,Virtual Patient Interaction Simulator Actuator,actuator,yes,Virtual Patient and Digital Simulation,https://support.bodyinteract.com/,https://www.ssih.org/,ok
pmsr:/INS1739819116467195,Anatomage Large Table,vstoi:Instrument,pmsr:/COM1786054978466115000,Anatomage Large Table Detector,detector,yes,Anatomy Table and 3D Simulation,https://www.anatomage.com/table/,https://www.inacsl.org/healthcare-simulation-standards/,ok
pmsr:/INS1739819116467195,Anatomage Large Table,vstoi:Instrument,pmsr:/COM1786054978466118000,Anatomage Large Table Actuator,actuator,yes,Anatomy Table and 3D Simulation,https://www.anatomage.com/table/,https://www.inacsl.org/healthcare-simulation-standards/,ok
pmsr:/INS1739819599670195,Anatomage Small Tablet,vstoi:Instrument,pmsr:/COM1786054978466141000,Anatomage Small Tablet Detector,detector,yes,Anatomy Table and 3D Simulation,https://www.anatomage.com/table/,https://www.inacsl.org/healthcare-simulation-standards/,ok
pmsr:/INS1739819599670195,Anatomage Small Tablet,vstoi:Instrument,pmsr:/COM1786054978466145000,Anatomage Small Tablet Actuator,actuator,yes,Anatomy Table and 3D Simulation,https://www.anatomage.com/table/,https://www.inacsl.org/healthcare-simulation-standards/,ok
pmsr:/INS1739819782231595,Anatomage Clinical Table,vstoi:Instrument,pmsr:/COM1786054978466101000,Anatomage Clinical Table Detector,detector,yes,Anatomy Table and 3D Simulation,https://www.anatomage.com/table/,https://www.inacsl.org/healthcare-simulation-standards/,ok
pmsr:/INS1739819782231595,Anatomage Clinical Table,vstoi:Instrument,pmsr:/COM1786054978466106000,Anatomage Clinical Table Actuator,actuator,yes,Anatomy Table and 3D Simulation,https://www.anatomage.com/table/,https://www.inacsl.org/healthcare-simulation-standards/,ok
pmsr:/INS1739819868350395,Anatomage Vet Table,vstoi:Instrument,pmsr:/COM1786054978466167000,Anatomage Vet Table Detector,detector,yes,Anatomy Table and 3D Simulation,https://www.anatomage.com/table/,https://www.inacsl.org/healthcare-simulation-standards/,ok
pmsr:/INS1739819868350395,Anatomage Vet Table,vstoi:Instrument,pmsr:/COM1786054978466170000,Anatomage Vet Table Actuator,actuator,yes,Anatomy Table and 3D Simulation,https://www.anatomage.com/table/,https://www.inacsl.org/healthcare-simulation-standards/,ok
pmsr:/INS1739819955334025,Anatomage Science Table,vstoi:Instrument,pmsr:/COM1786054978466127000,Anatomage Science Table Detector,detector,yes,Anatomy Table and 3D Simulation,https://www.anatomage.com/table/,https://www.inacsl.org/healthcare-simulation-standards/,ok
pmsr:/INS1739819955334025,Anatomage Science Table,vstoi:Instrument,pmsr:/COM1786054978466132000,Anatomage Science Table Actuator,actuator,yes,Anatomy Table and 3D Simulation,https://www.anatomage.com/table/,https://www.inacsl.org/healthcare-simulation-standards/,ok
pmsr:/INS1739820624939265,Cancer Patient Simulator,vstoi:Instrument,pmsr:/COM1786054978466266000,Cancer Patient Simulator Detector,detector,yes,General Medical Device Governance,https://www.fda.gov/medical-devices/device-advice-comprehensive-regulatory-assistance/medical-device-databases,https://www.iso.org/standard/72704.html,ok
pmsr:/INS1739820624939265,Cancer Patient Simulator,vstoi:Instrument,pmsr:/COM1786054978466270000,Cancer Patient Simulator Actuator,actuator,yes,General Medical Device Governance,https://www.fda.gov/medical-devices/device-advice-comprehensive-regulatory-assistance/medical-device-databases,https://www.iso.org/standard/72704.html,ok
pmsr:/INS1739821032633525,Monitoring Virtual Simulator,vstoi:Instrument,pmsr:/COM1786054978466854000,Monitoring Virtual Simulator Detector,detector,yes,Point-of-Care Ultrasound and Imaging,https://support.butterflynetwork.com/hc/en-us,https://www.who.int/teams/health-product-policy-and-standards/assistive-and-medical-technology/medical-devices,ok
pmsr:/INS1739821032633525,Monitoring Virtual Simulator,vstoi:Instrument,pmsr:/COM1786054978466859000,Monitoring Virtual Simulator Actuator,actuator,yes,Point-of-Care Ultrasound and Imaging,https://support.butterflynetwork.com/hc/en-us,https://www.who.int/teams/health-product-policy-and-standards/assistive-and-medical-technology/medical-devices,ok
pmsr:/INS1739823398493725,Laerdal Nursing Anne Mannequin,vstoi:Instrument,pmsr:/COM1738099771423295,Skill Guide Device  -- CB:EMPTY,other,yes,Resuscitation and Mannequin Platforms,https://laerdal.force.com/HelpCenter/s/,https://cpr.heart.org/en/resuscitation-science/cpr-and-ecc-guidelines,ok
pmsr:/INS1739823398493725,Laerdal Nursing Anne Mannequin,vstoi:Instrument,pmsr:/COM1738100153764155,SimPad Device  -- CB:EMPTY,other,yes,Resuscitation and Mannequin Platforms,https://laerdal.force.com/HelpCenter/s/,https://cpr.heart.org/en/resuscitation-science/cpr-and-ecc-guidelines,ok
pmsr:/INS1739823398493725,Laerdal Nursing Anne Mannequin,vstoi:Instrument,pmsr:/COM1738187586682545,Electrode  -- CB:Eletrodes Adult,other,yes,Resuscitation and Mannequin Platforms,https://laerdal.force.com/HelpCenter/s/,https://cpr.heart.org/en/resuscitation-science/cpr-and-ecc-guidelines,ok
pmsr:/INS1739823398493725,Laerdal Nursing Anne Mannequin,vstoi:Instrument,pmsr:/COM1738187818694655,Electrode  -- CB:Eletrodes Pediatric,other,yes,Resuscitation and Mannequin Platforms,https://laerdal.force.com/HelpCenter/s/,https://cpr.heart.org/en/resuscitation-science/cpr-and-ecc-guidelines,ok
pmsr:/INS1739823398493725,Laerdal Nursing Anne Mannequin,vstoi:Instrument,pmsr:/COM1738188452521625,DAE Trainer  -- CB:EMPTY,other,yes,Resuscitation and Mannequin Platforms,https://laerdal.force.com/HelpCenter/s/,https://cpr.heart.org/en/resuscitation-science/cpr-and-ecc-guidelines,ok
pmsr:/INS1739823398493725,Laerdal Nursing Anne Mannequin,vstoi:Instrument,pmsr:/COM1739399134970895,Microphone  -- CB:EMPTY,other,yes,Resuscitation and Mannequin Platforms,https://laerdal.force.com/HelpCenter/s/,https://cpr.heart.org/en/resuscitation-science/cpr-and-ecc-guidelines,ok
pmsr:/INS1739823398493725,Laerdal Nursing Anne Mannequin,vstoi:Instrument,pmsr:/COM1786054978466647000,Laerdal Nursing Anne Mannequin Detector,detector,yes,Resuscitation and Mannequin Platforms,https://laerdal.force.com/HelpCenter/s/,https://cpr.heart.org/en/resuscitation-science/cpr-and-ecc-guidelines,ok
pmsr:/INS1739823398493725,Laerdal Nursing Anne Mannequin,vstoi:Instrument,pmsr:/COM1786054978466652000,Laerdal Nursing Anne Mannequin Actuator,actuator,yes,Resuscitation and Mannequin Platforms,https://laerdal.force.com/HelpCenter/s/,https://cpr.heart.org/en/resuscitation-science/cpr-and-ecc-guidelines,ok
pmsr:/INS1739878730369725,Body Interact Simulator,vstoi:Instrument,pmsr:/COM1786054978466208000,Body Interact Simulator Detector,detector,yes,Virtual Patient and Digital Simulation,https://support.bodyinteract.com/,https://www.ssih.org/,ok
pmsr:/INS1739878730369725,Body Interact Simulator,vstoi:Instrument,pmsr:/COM1786054978466212000,Body Interact Simulator Actuator,actuator,yes,Virtual Patient and Digital Simulation,https://support.bodyinteract.com/,https://www.ssih.org/,ok
pmsr:/INS1739878788687655,Sophia Body Interact AI Assistant,vstoi:Instrument,pmsr:/COM1786054978467268000,Sophia Body Interact AI Assistant Detector,detector,yes,Virtual Patient and Digital Simulation,https://support.bodyinteract.com/,https://www.ssih.org/,ok
pmsr:/INS1739878788687655,Sophia Body Interact AI Assistant,vstoi:Instrument,pmsr:/COM1786054978467273000,Sophia Body Interact AI Assistant Actuator,actuator,yes,Virtual Patient and Digital Simulation,https://support.bodyinteract.com/,https://www.ssih.org/,ok
pmsr:/INS1739879206550705,Cancer Patient Simulator,vstoi:Instrument,pmsr:/COM1786054978466282000,Cancer Patient Simulator Detector,detector,yes,General Medical Device Governance,https://www.fda.gov/medical-devices/device-advice-comprehensive-regulatory-assistance/medical-device-databases,https://www.iso.org/standard/72704.html,ok
pmsr:/INS1739879206550705,Cancer Patient Simulator,vstoi:Instrument,pmsr:/COM1786054978466286000,Cancer Patient Simulator Actuator,actuator,yes,General Medical Device Governance,https://www.fda.gov/medical-devices/device-advice-comprehensive-regulatory-assistance/medical-device-databases,https://www.iso.org/standard/72704.html,ok
pmsr:/INS1740087239872215,Physiology Simulator,vstoi:Instrument,pmsr:/COM1786054978467041000,Physiology Simulator Detector,detector,yes,General Medical Device Governance,https://www.fda.gov/medical-devices/device-advice-comprehensive-regulatory-assistance/medical-device-databases,https://www.iso.org/standard/72704.html,ok
pmsr:/INS1740087239872215,Physiology Simulator,vstoi:Instrument,pmsr:/COM1786054978467045000,Physiology Simulator Actuator,actuator,yes,General Medical Device Governance,https://www.fda.gov/medical-devices/device-advice-comprehensive-regulatory-assistance/medical-device-databases,https://www.iso.org/standard/72704.html,ok
pmsr:/INS1740087575777435,Patient Monitor Simulator,vstoi:Instrument,pmsr:/COM1786054978466941000,Patient Monitor Simulator Detector,detector,yes,Point-of-Care Ultrasound and Imaging,https://support.butterflynetwork.com/hc/en-us,https://www.who.int/teams/health-product-policy-and-standards/assistive-and-medical-technology/medical-devices,ok
pmsr:/INS1740087575777435,Patient Monitor Simulator,vstoi:Instrument,pmsr:/COM1786054978466953000,Patient Monitor Simulator Actuator,actuator,yes,Point-of-Care Ultrasound and Imaging,https://support.butterflynetwork.com/hc/en-us,https://www.who.int/teams/health-product-policy-and-standards/assistive-and-medical-technology/medical-devices,ok
pmsr:/INS1740143777940835,Male Examination Mannequin,vstoi:Instrument,pmsr:/COM1786054978466727000,Male Examination Mannequin Detector,detector,yes,Resuscitation and Mannequin Platforms,https://laerdal.force.com/HelpCenter/s/,https://cpr.heart.org/en/resuscitation-science/cpr-and-ecc-guidelines,ok
pmsr:/INS1740143777940835,Male Examination Mannequin,vstoi:Instrument,pmsr:/COM1786054978466731000,Male Examination Mannequin Actuator,actuator,yes,Resuscitation and Mannequin Platforms,https://laerdal.force.com/HelpCenter/s/,https://cpr.heart.org/en/resuscitation-science/cpr-and-ecc-guidelines,ok
pmsr:/INS1740143878244085,Obstetric Simulator,vstoi:Instrument,pmsr:/COM1786054978466898000,Obstetric Simulator Detector,detector,yes,Procedure Trainers and Skills Simulators,https://limbsandthings.com/us/support/,https://www.cdc.gov/infection-control/,ok
pmsr:/INS1740143878244085,Obstetric Simulator,vstoi:Instrument,pmsr:/COM1786054978466903000,Obstetric Simulator Actuator,actuator,yes,Procedure Trainers and Skills Simulators,https://limbsandthings.com/us/support/,https://www.cdc.gov/infection-control/,ok
pmsr:PhysicalMedicalDevice,Physical Medical Device,vstoi:Instrument,pmsr:/COM1786054978466995000,Physical Medical Device Detector,detector,yes,General Medical Device Governance,https://www.fda.gov/medical-devices/device-advice-comprehensive-regulatory-assistance/medical-device-databases,https://www.iso.org/standard/72704.html,ok
pmsr:PhysicalMedicalDevice,Physical Medical Device,vstoi:Instrument,pmsr:/COM1786054978466999000,Physical Medical Device Actuator,actuator,yes,General Medical Device Governance,https://www.fda.gov/medical-devices/device-advice-comprehensive-regulatory-assistance/medical-device-databases,https://www.iso.org/standard/72704.html,ok
pmsr:PhysicalMedicalSimulator,Physical Medical Simulator,vstoi:Instrument,pmsr:/COM1786054978467018000,Physical Medical Simulator Detector,detector,yes,General Medical Device Governance,https://www.fda.gov/medical-devices/device-advice-comprehensive-regulatory-assistance/medical-device-databases,https://www.iso.org/standard/72704.html,ok
pmsr:PhysicalMedicalSimulator,Physical Medical Simulator,vstoi:Instrument,pmsr:/COM1786054978467023000,Physical Medical Simulator Actuator,actuator,yes,General Medical Device Governance,https://www.fda.gov/medical-devices/device-advice-comprehensive-regulatory-assistance/medical-device-databases,https://www.iso.org/standard/72704.html,ok
pmsr:VirtualMedicalSimulator,Virtual Medical Simulator,vstoi:Instrument,pmsr:/COM1786054978467484000,Virtual Medical Simulator Detector,detector,yes,Virtual Patient and Digital Simulation,https://support.bodyinteract.com/,https://www.ssih.org/,ok
pmsr:VirtualMedicalSimulator,Virtual Medical Simulator,vstoi:Instrument,pmsr:/COM1786054978467488000,Virtual Medical Simulator Actuator,actuator,yes,Virtual Patient and Digital Simulation,https://support.bodyinteract.com/,https://www.ssih.org/,ok
