rank,priority_band,priority_rationale,action_class,instrument_uri,instrument_label,component_uri,component_label,doc_family,current_reachable_urls,current_blocked_urls,suggested_source_target,recommended_action,status,live_candidate_urls_by_family,has_live_candidates,needs_link_replacement,needs_component_specific_upgrade,next_step,deepscan_pages_checked,deepscan_best_url,deepscan_best_snippet,deepscan_score,deepscan_verdict,deepscan_reason,v3_strict_verdict,v3_strict_reason
,,,REPLACE_BROKEN_LINKS,pmsr:/INS1739401836683455,Stomach Bag Maintenance Simulator,pmsr:/COM1786054978467297000,Stomach Bag Maintenance Simulator Actuator,Procedure Trainers and Skills Simulators,,https://limbsandthings.com/us/support/ (404; HTTPError 404: Not Found) | https://www.cdc.gov/infection-control/ (403; HTTPError 403: Forbidden),Limbs & Things/Nasco model manuals and replacement parts documentation for exact simulator model.,Replace blocked/dead URLs with live vendor/model documents and confirm HTTP 200 accessibility.,TODO,https://www.nascohealthcare.com/,yes,yes,no,Replace blocked URLs with one live candidate URL; then seek component-specific model page beneath that domain.,8,https://www.nascohealthcare.com/online-orders-terms-and-conditions-of-sale/,"sco’s oral or written instructions as to the storage, installation, commissioning, use or maintenance of the products; (iii) buyer alters or repairs such products without the prior written consent of nasco; (iv) buyer subjects the products ",3,PARTIAL_MATCH_NEEDS_HUMAN_CONFIRMATION,"Some component/instrument tokens matched, but explicit proof remains uncertain.",PARTIAL_MATCH_NEEDS_HUMAN_CONFIRMATION,Partial only: no exact phrase and no sensor term in snippet.
,,,REPLACE_BROKEN_LINKS,pmsr:/INS1739401836683455,Stomach Bag Maintenance Simulator,pmsr:/COM1786054978467291000,Stomach Bag Maintenance Simulator Detector,Procedure Trainers and Skills Simulators,,https://limbsandthings.com/us/support/ (404; HTTPError 404: Not Found) | https://www.cdc.gov/infection-control/ (403; HTTPError 403: Forbidden),Limbs & Things/Nasco model manuals and replacement parts documentation for exact simulator model.,Replace blocked/dead URLs with live vendor/model documents and confirm HTTP 200 accessibility.,TODO,https://www.nascohealthcare.com/,yes,yes,no,Replace blocked URLs with one live candidate URL; then seek component-specific model page beneath that domain.,8,https://www.nascohealthcare.com/online-orders-terms-and-conditions-of-sale/,"sco’s oral or written instructions as to the storage, installation, commissioning, use or maintenance of the products; (iii) buyer alters or repairs such products without the prior written consent of nasco; (iv) buyer subjects the products ",3,PARTIAL_MATCH_NEEDS_HUMAN_CONFIRMATION,"Some component/instrument tokens matched, but explicit proof remains uncertain.",PARTIAL_MATCH_NEEDS_HUMAN_CONFIRMATION,Partial only: no exact phrase and no sensor term in snippet.
,,,REPLACE_BROKEN_LINKS,pmsr:/INS1739301891301765,Suture Simulator,pmsr:/COM1786054978467320000,Suture Simulator Actuator,Procedure Trainers and Skills Simulators,,https://limbsandthings.com/us/support/ (404; HTTPError 404: Not Found) | https://www.cdc.gov/infection-control/ (403; HTTPError 403: Forbidden),Limbs & Things/Nasco model manuals and replacement parts documentation for exact simulator model.,Replace blocked/dead URLs with live vendor/model documents and confirm HTTP 200 accessibility.,TODO,https://www.nascohealthcare.com/,yes,yes,no,Replace blocked URLs with one live candidate URL; then seek component-specific model page beneath that domain.,8,,,0,NO_COMPONENT_SIGNAL_FOUND,No meaningful component signal found across reachable candidate pages.,NO_COMPONENT_SIGNAL_FOUND,No component-level signal detected in deep scan.
,,,REPLACE_BROKEN_LINKS,pmsr:/INS1739301891301765,Suture Simulator,pmsr:/COM1786054978467316000,Suture Simulator Detector,Procedure Trainers and Skills Simulators,,https://limbsandthings.com/us/support/ (404; HTTPError 404: Not Found) | https://www.cdc.gov/infection-control/ (403; HTTPError 403: Forbidden),Limbs & Things/Nasco model manuals and replacement parts documentation for exact simulator model.,Replace blocked/dead URLs with live vendor/model documents and confirm HTTP 200 accessibility.,TODO,https://www.nascohealthcare.com/,yes,yes,no,Replace blocked URLs with one live candidate URL; then seek component-specific model page beneath that domain.,8,,,0,NO_COMPONENT_SIGNAL_FOUND,No meaningful component signal found across reachable candidate pages.,NO_COMPONENT_SIGNAL_FOUND,No component-level signal detected in deep scan.
,,,REPLACE_BROKEN_LINKS,pmsr:/INS1739401657491675,Urine Bag Maintenance Simulator,pmsr:/COM1786054978467367000,Urine Bag Maintenance Simulator Actuator,Procedure Trainers and Skills Simulators,,https://limbsandthings.com/us/support/ (404; HTTPError 404: Not Found) | https://www.cdc.gov/infection-control/ (403; HTTPError 403: Forbidden),Limbs & Things/Nasco model manuals and replacement parts documentation for exact simulator model.,Replace blocked/dead URLs with live vendor/model documents and confirm HTTP 200 accessibility.,TODO,https://www.nascohealthcare.com/,yes,yes,no,Replace blocked URLs with one live candidate URL; then seek component-specific model page beneath that domain.,8,https://www.nascohealthcare.com/online-orders-terms-and-conditions-of-sale/,"sco’s oral or written instructions as to the storage, installation, commissioning, use or maintenance of the products; (iii) buyer alters or repairs such products without the prior written consent of nasco; (iv) buyer subjects the products ",3,PARTIAL_MATCH_NEEDS_HUMAN_CONFIRMATION,"Some component/instrument tokens matched, but explicit proof remains uncertain.",PARTIAL_MATCH_NEEDS_HUMAN_CONFIRMATION,Partial only: no exact phrase and no sensor term in snippet.
,,,REPLACE_BROKEN_LINKS,pmsr:/INS1739401657491675,Urine Bag Maintenance Simulator,pmsr:/COM1786054978467363000,Urine Bag Maintenance Simulator Detector,Procedure Trainers and Skills Simulators,,https://limbsandthings.com/us/support/ (404; HTTPError 404: Not Found) | https://www.cdc.gov/infection-control/ (403; HTTPError 403: Forbidden),Limbs & Things/Nasco model manuals and replacement parts documentation for exact simulator model.,Replace blocked/dead URLs with live vendor/model documents and confirm HTTP 200 accessibility.,TODO,https://www.nascohealthcare.com/,yes,yes,no,Replace blocked URLs with one live candidate URL; then seek component-specific model page beneath that domain.,8,https://www.nascohealthcare.com/online-orders-terms-and-conditions-of-sale/,"sco’s oral or written instructions as to the storage, installation, commissioning, use or maintenance of the products; (iii) buyer alters or repairs such products without the prior written consent of nasco; (iv) buyer subjects the products ",3,PARTIAL_MATCH_NEEDS_HUMAN_CONFIRMATION,"Some component/instrument tokens matched, but explicit proof remains uncertain.",PARTIAL_MATCH_NEEDS_HUMAN_CONFIRMATION,Partial only: no exact phrase and no sensor term in snippet.
,,,REPLACE_BROKEN_LINKS,pmsr:/INS1739302175458785,Vascular Access Simulator,pmsr:/COM1786054978467416000,Vascular Access Simulator Actuator,Procedure Trainers and Skills Simulators,,https://limbsandthings.com/us/support/ (404; HTTPError 404: Not Found) | https://www.cdc.gov/infection-control/ (403; HTTPError 403: Forbidden),Limbs & Things/Nasco model manuals and replacement parts documentation for exact simulator model.,Replace blocked/dead URLs with live vendor/model documents and confirm HTTP 200 accessibility.,TODO,https://www.nascohealthcare.com/,yes,yes,no,Replace blocked URLs with one live candidate URL; then seek component-specific model page beneath that domain.,8,https://www.nascohealthcare.com/about/our-purpose/,"nasco healthcare was born. for over 80 years we have made medical simulation possible and accessible to all. we have been guided by our deep heritage in education, hand-made moulage wounds, rugged manikins for crisis training and advanced p",3,PARTIAL_MATCH_NEEDS_HUMAN_CONFIRMATION,"Some component/instrument tokens matched, but explicit proof remains uncertain.",PARTIAL_MATCH_NEEDS_HUMAN_CONFIRMATION,Partial only: no exact phrase and no sensor term in snippet.
,,,REPLACE_BROKEN_LINKS,pmsr:/INS1739302175458785,Vascular Access Simulator,pmsr:/COM1786054978467411000,Vascular Access Simulator Detector,Procedure Trainers and Skills Simulators,,https://limbsandthings.com/us/support/ (404; HTTPError 404: Not Found) | https://www.cdc.gov/infection-control/ (403; HTTPError 403: Forbidden),Limbs & Things/Nasco model manuals and replacement parts documentation for exact simulator model.,Replace blocked/dead URLs with live vendor/model documents and confirm HTTP 200 accessibility.,TODO,https://www.nascohealthcare.com/,yes,yes,no,Replace blocked URLs with one live candidate URL; then seek component-specific model page beneath that domain.,8,https://www.nascohealthcare.com/about/our-purpose/,"nasco healthcare was born. for over 80 years we have made medical simulation possible and accessible to all. we have been guided by our deep heritage in education, hand-made moulage wounds, rugged manikins for crisis training and advanced p",3,PARTIAL_MATCH_NEEDS_HUMAN_CONFIRMATION,"Some component/instrument tokens matched, but explicit proof remains uncertain.",PARTIAL_MATCH_NEEDS_HUMAN_CONFIRMATION,Partial only: no exact phrase and no sensor term in snippet.
1,A,Complex instrument profile with multiple unresolved component evidences.,REPLACE_GENERIC_WITH_COMPONENT_SPECIFIC,pmsr:/INS1739452868256965,SimSleeves Lymphedema Simulator,pmsr:/COM1786054978467222000,SimSleeves Lymphedema Simulator Detector,General Medical Device Governance,https://www.fda.gov/medical-devices/device-advice-comprehensive-regulatory-assistance/medical-device-databases,https://www.iso.org/standard/72704.html (403; HTTPError 403: Forbidden),"Replace with instrument-model vendor manual, IFU, datasheet, or product specification page.","Replace governance/support hub with model/component-specific manual, datasheet, or IFU page.",TODO,https://www.fda.gov/medical-devices/device-advice-comprehensive-regulatory-assistance/medical-device-databases | https://www.who.int/teams/health-product-policy-and-standards/assistive-and-medical-technology/medical-devices | https://www.ssih.org/,yes,no,yes,Keep reachable URL only as seed; locate model/component-specific page and replace mapping link.,36,https://www.fda.gov/about-fda/cdrh-transparency/total-product-life-cycle-medical-devices,total product life cycle for medical devices | fda skip to main content skip to fda search skip to in this section menu skip to footer links an official website of the united states government here’s how you know the .gov means it’s officia,1,NO_COMPONENT_SIGNAL_FOUND,No meaningful component signal found across reachable candidate pages.,NO_COMPONENT_SIGNAL_FOUND,No component-level signal detected in deep scan.
2,A,Complex instrument profile with multiple unresolved component evidences.,REPLACE_GENERIC_WITH_COMPONENT_SPECIFIC,pmsr:/INS1739452868256965,SimSleeves Lymphedema Simulator,pmsr:/COM1786054978467227000,SimSleeves Lymphedema Simulator Actuator,General Medical Device Governance,https://www.fda.gov/medical-devices/device-advice-comprehensive-regulatory-assistance/medical-device-databases,https://www.iso.org/standard/72704.html (403; HTTPError 403: Forbidden),"Replace with instrument-model vendor manual, IFU, datasheet, or product specification page.","Replace governance/support hub with model/component-specific manual, datasheet, or IFU page.",TODO,https://www.fda.gov/medical-devices/device-advice-comprehensive-regulatory-assistance/medical-device-databases | https://www.who.int/teams/health-product-policy-and-standards/assistive-and-medical-technology/medical-devices | https://www.ssih.org/,yes,no,yes,Keep reachable URL only as seed; locate model/component-specific page and replace mapping link.,36,https://www.fda.gov/about-fda/cdrh-transparency/total-product-life-cycle-medical-devices,total product life cycle for medical devices | fda skip to main content skip to fda search skip to in this section menu skip to footer links an official website of the united states government here’s how you know the .gov means it’s officia,1,NO_COMPONENT_SIGNAL_FOUND,No meaningful component signal found across reachable candidate pages.,NO_COMPONENT_SIGNAL_FOUND,No component-level signal detected in deep scan.
3,A,Complex instrument profile with multiple unresolved component evidences.,REPLACE_GENERIC_WITH_COMPONENT_SPECIFIC,pmsr:/INS1739452868256965,SimSleeves Lymphedema Simulator,pmsr:/COM1740497043510835,Lymphedema Condition Component Stem  -- CB:EMPTY,General Medical Device Governance,https://www.fda.gov/medical-devices/device-advice-comprehensive-regulatory-assistance/medical-device-databases,https://www.iso.org/standard/72704.html (403; HTTPError 403: Forbidden),"Replace with instrument-model vendor manual, IFU, datasheet, or product specification page.","Replace governance/support hub with model/component-specific manual, datasheet, or IFU page.",TODO,https://www.fda.gov/medical-devices/device-advice-comprehensive-regulatory-assistance/medical-device-databases | https://www.who.int/teams/health-product-policy-and-standards/assistive-and-medical-technology/medical-devices | https://www.ssih.org/,yes,no,yes,Keep reachable URL only as seed; locate model/component-specific page and replace mapping link.,36,https://www.fda.gov/medical-devices/medical-device-databases/corrective-actions-electronic-products,"val. if satisfactory, the center will approve the corrective action, perhaps with certain conditions, before the manufacturer can implement the recall. these activities are published in the fda enforcement report, which is available to the ",3,PARTIAL_MATCH_NEEDS_HUMAN_CONFIRMATION,"Some component/instrument tokens matched, but explicit proof remains uncertain.",PARTIAL_MATCH_NEEDS_HUMAN_CONFIRMATION,Partial only: no exact phrase and no sensor term in snippet.
6,C,Standard remediation item: generic evidence should be replaced by vendor/model evidence.,REPLACE_GENERIC_WITH_COMPONENT_SPECIFIC,pmsr:/INS1739820624939265,Cancer Patient Simulator,pmsr:/COM1786054978466266000,Cancer Patient Simulator Detector,General Medical Device Governance,https://www.fda.gov/medical-devices/device-advice-comprehensive-regulatory-assistance/medical-device-databases,https://www.iso.org/standard/72704.html (403; HTTPError 403: Forbidden),"Replace with instrument-model vendor manual, IFU, datasheet, or product specification page.","Replace governance/support hub with model/component-specific manual, datasheet, or IFU page.",TODO,https://www.fda.gov/medical-devices/device-advice-comprehensive-regulatory-assistance/medical-device-databases | https://www.who.int/teams/health-product-policy-and-standards/assistive-and-medical-technology/medical-devices | https://www.ssih.org/,yes,no,yes,Keep reachable URL only as seed; locate model/component-specific page and replace mapping link.,36,https://www.who.int/mega-menu/health-topics/resources/fact-sheets,ar disorder blindness and vision impairment blood safety and availability botulism breast cancer brucellosis burns buruli ulcer (mycobacterium ulcerans infection) c campylobacter cancer candidiasis (yeast infection) cardiovascular diseases ,7,PARTIAL_MATCH_NEEDS_HUMAN_CONFIRMATION,"Some component/instrument tokens matched, but explicit proof remains uncertain.",PARTIAL_MATCH_NEEDS_HUMAN_CONFIRMATION,Partial only: no exact phrase and no sensor term in snippet.
7,C,Standard remediation item: generic evidence should be replaced by vendor/model evidence.,REPLACE_GENERIC_WITH_COMPONENT_SPECIFIC,pmsr:/INS1739879206550705,Cancer Patient Simulator,pmsr:/COM1786054978466282000,Cancer Patient Simulator Detector,General Medical Device Governance,https://www.fda.gov/medical-devices/device-advice-comprehensive-regulatory-assistance/medical-device-databases,https://www.iso.org/standard/72704.html (403; HTTPError 403: Forbidden),"Replace with instrument-model vendor manual, IFU, datasheet, or product specification page.","Replace governance/support hub with model/component-specific manual, datasheet, or IFU page.",TODO,https://www.fda.gov/medical-devices/device-advice-comprehensive-regulatory-assistance/medical-device-databases | https://www.who.int/teams/health-product-policy-and-standards/assistive-and-medical-technology/medical-devices | https://www.ssih.org/,yes,no,yes,Keep reachable URL only as seed; locate model/component-specific page and replace mapping link.,36,https://www.who.int/mega-menu/health-topics/resources/fact-sheets,ar disorder blindness and vision impairment blood safety and availability botulism breast cancer brucellosis burns buruli ulcer (mycobacterium ulcerans infection) c campylobacter cancer candidiasis (yeast infection) cardiovascular diseases ,7,PARTIAL_MATCH_NEEDS_HUMAN_CONFIRMATION,"Some component/instrument tokens matched, but explicit proof remains uncertain.",PARTIAL_MATCH_NEEDS_HUMAN_CONFIRMATION,Partial only: no exact phrase and no sensor term in snippet.
8,C,Standard remediation item: generic evidence should be replaced by vendor/model evidence.,REPLACE_GENERIC_WITH_COMPONENT_SPECIFIC,pmsr:/INS1739820624939265,Cancer Patient Simulator,pmsr:/COM1786054978466270000,Cancer Patient Simulator Actuator,General Medical Device Governance,https://www.fda.gov/medical-devices/device-advice-comprehensive-regulatory-assistance/medical-device-databases,https://www.iso.org/standard/72704.html (403; HTTPError 403: Forbidden),"Replace with instrument-model vendor manual, IFU, datasheet, or product specification page.","Replace governance/support hub with model/component-specific manual, datasheet, or IFU page.",TODO,https://www.fda.gov/medical-devices/device-advice-comprehensive-regulatory-assistance/medical-device-databases | https://www.who.int/teams/health-product-policy-and-standards/assistive-and-medical-technology/medical-devices | https://www.ssih.org/,yes,no,yes,Keep reachable URL only as seed; locate model/component-specific page and replace mapping link.,36,https://www.who.int/mega-menu/health-topics/resources/fact-sheets,ar disorder blindness and vision impairment blood safety and availability botulism breast cancer brucellosis burns buruli ulcer (mycobacterium ulcerans infection) c campylobacter cancer candidiasis (yeast infection) cardiovascular diseases ,7,PARTIAL_MATCH_NEEDS_HUMAN_CONFIRMATION,"Some component/instrument tokens matched, but explicit proof remains uncertain.",PARTIAL_MATCH_NEEDS_HUMAN_CONFIRMATION,Partial only: no exact phrase and no sensor term in snippet.
9,C,Standard remediation item: generic evidence should be replaced by vendor/model evidence.,REPLACE_GENERIC_WITH_COMPONENT_SPECIFIC,pmsr:/INS1739879206550705,Cancer Patient Simulator,pmsr:/COM1786054978466286000,Cancer Patient Simulator Actuator,General Medical Device Governance,https://www.fda.gov/medical-devices/device-advice-comprehensive-regulatory-assistance/medical-device-databases,https://www.iso.org/standard/72704.html (403; HTTPError 403: Forbidden),"Replace with instrument-model vendor manual, IFU, datasheet, or product specification page.","Replace governance/support hub with model/component-specific manual, datasheet, or IFU page.",TODO,https://www.fda.gov/medical-devices/device-advice-comprehensive-regulatory-assistance/medical-device-databases | https://www.who.int/teams/health-product-policy-and-standards/assistive-and-medical-technology/medical-devices | https://www.ssih.org/,yes,no,yes,Keep reachable URL only as seed; locate model/component-specific page and replace mapping link.,36,https://www.who.int/mega-menu/health-topics/resources/fact-sheets,ar disorder blindness and vision impairment blood safety and availability botulism breast cancer brucellosis burns buruli ulcer (mycobacterium ulcerans infection) c campylobacter cancer candidiasis (yeast infection) cardiovascular diseases ,7,PARTIAL_MATCH_NEEDS_HUMAN_CONFIRMATION,"Some component/instrument tokens matched, but explicit proof remains uncertain.",PARTIAL_MATCH_NEEDS_HUMAN_CONFIRMATION,Partial only: no exact phrase and no sensor term in snippet.
10,C,Standard remediation item: generic evidence should be replaced by vendor/model evidence.,REPLACE_GENERIC_WITH_COMPONENT_SPECIFIC,pmsr:/INS1739392182337835,Cardiac Procedure Simulator,pmsr:/COM1786054978466297000,Cardiac Procedure Simulator Detector,General Medical Device Governance,https://www.fda.gov/medical-devices/device-advice-comprehensive-regulatory-assistance/medical-device-databases,https://www.iso.org/standard/72704.html (403; HTTPError 403: Forbidden),"Replace with instrument-model vendor manual, IFU, datasheet, or product specification page.","Replace governance/support hub with model/component-specific manual, datasheet, or IFU page.",TODO,https://www.fda.gov/medical-devices/device-advice-comprehensive-regulatory-assistance/medical-device-databases | https://www.who.int/teams/health-product-policy-and-standards/assistive-and-medical-technology/medical-devices | https://www.ssih.org/,yes,no,yes,Keep reachable URL only as seed; locate model/component-specific page and replace mapping link.,36,https://www.fda.gov/about-fda/cdrh-transparency/total-product-life-cycle-medical-devices,total product life cycle for medical devices | fda skip to main content skip to fda search skip to in this section menu skip to footer links an official website of the united states government here’s how you know the .gov means it’s officia,1,NO_COMPONENT_SIGNAL_FOUND,No meaningful component signal found across reachable candidate pages.,NO_COMPONENT_SIGNAL_FOUND,No component-level signal detected in deep scan.
11,C,Standard remediation item: generic evidence should be replaced by vendor/model evidence.,REPLACE_GENERIC_WITH_COMPONENT_SPECIFIC,pmsr:/INS1739392182337835,Cardiac Procedure Simulator,pmsr:/COM1786054978466301000,Cardiac Procedure Simulator Actuator,General Medical Device Governance,https://www.fda.gov/medical-devices/device-advice-comprehensive-regulatory-assistance/medical-device-databases,https://www.iso.org/standard/72704.html (403; HTTPError 403: Forbidden),"Replace with instrument-model vendor manual, IFU, datasheet, or product specification page.","Replace governance/support hub with model/component-specific manual, datasheet, or IFU page.",TODO,https://www.fda.gov/medical-devices/device-advice-comprehensive-regulatory-assistance/medical-device-databases | https://www.who.int/teams/health-product-policy-and-standards/assistive-and-medical-technology/medical-devices | https://www.ssih.org/,yes,no,yes,Keep reachable URL only as seed; locate model/component-specific page and replace mapping link.,36,https://www.fda.gov/about-fda/cdrh-transparency/total-product-life-cycle-medical-devices,total product life cycle for medical devices | fda skip to main content skip to fda search skip to in this section menu skip to footer links an official website of the united states government here’s how you know the .gov means it’s officia,1,NO_COMPONENT_SIGNAL_FOUND,No meaningful component signal found across reachable candidate pages.,NO_COMPONENT_SIGNAL_FOUND,No component-level signal detected in deep scan.
12,C,Standard remediation item: generic evidence should be replaced by vendor/model evidence.,REPLACE_GENERIC_WITH_COMPONENT_SPECIFIC,pmsr:/INS1739301711235865,Care Simulators,pmsr:/COM1786054978466312000,Care Simulators Detector,General Medical Device Governance,https://www.fda.gov/medical-devices/device-advice-comprehensive-regulatory-assistance/medical-device-databases,https://www.iso.org/standard/72704.html (403; HTTPError 403: Forbidden),"Replace with instrument-model vendor manual, IFU, datasheet, or product specification page.","Replace governance/support hub with model/component-specific manual, datasheet, or IFU page.",TODO,https://www.fda.gov/medical-devices/device-advice-comprehensive-regulatory-assistance/medical-device-databases | https://www.who.int/teams/health-product-policy-and-standards/assistive-and-medical-technology/medical-devices | https://www.ssih.org/,yes,no,yes,Keep reachable URL only as seed; locate model/component-specific page and replace mapping link.,36,https://www.ssih.org/about-simulation,ings or after-action reviews that richly detail what happened. advanced surgical and task simulators gather much data about what the learner is actually doing. these performance maps and logs provide a solid and necessary feedback mechanism,3,PARTIAL_MATCH_NEEDS_HUMAN_CONFIRMATION,"Some component/instrument tokens matched, but explicit proof remains uncertain.",PARTIAL_MATCH_NEEDS_HUMAN_CONFIRMATION,Partial only: no exact phrase and no sensor term in snippet.
13,C,Standard remediation item: generic evidence should be replaced by vendor/model evidence.,REPLACE_GENERIC_WITH_COMPONENT_SPECIFIC,pmsr:/INS1739301711235865,Care Simulators,pmsr:/COM1786054978466316000,Care Simulators Actuator,General Medical Device Governance,https://www.fda.gov/medical-devices/device-advice-comprehensive-regulatory-assistance/medical-device-databases,https://www.iso.org/standard/72704.html (403; HTTPError 403: Forbidden),"Replace with instrument-model vendor manual, IFU, datasheet, or product specification page.","Replace governance/support hub with model/component-specific manual, datasheet, or IFU page.",TODO,https://www.fda.gov/medical-devices/device-advice-comprehensive-regulatory-assistance/medical-device-databases | https://www.who.int/teams/health-product-policy-and-standards/assistive-and-medical-technology/medical-devices | https://www.ssih.org/,yes,no,yes,Keep reachable URL only as seed; locate model/component-specific page and replace mapping link.,36,https://www.ssih.org/about-simulation,ings or after-action reviews that richly detail what happened. advanced surgical and task simulators gather much data about what the learner is actually doing. these performance maps and logs provide a solid and necessary feedback mechanism,3,PARTIAL_MATCH_NEEDS_HUMAN_CONFIRMATION,"Some component/instrument tokens matched, but explicit proof remains uncertain.",PARTIAL_MATCH_NEEDS_HUMAN_CONFIRMATION,Partial only: no exact phrase and no sensor term in snippet.
14,C,Standard remediation item: generic evidence should be replaced by vendor/model evidence.,REPLACE_GENERIC_WITH_COMPONENT_SPECIFIC,pmsr:/INS1739287212610855,Dani Model,pmsr:/COM1786054978466344000,Dani Model Detector,General Medical Device Governance,https://www.fda.gov/medical-devices/device-advice-comprehensive-regulatory-assistance/medical-device-databases,https://www.iso.org/standard/72704.html (403; HTTPError 403: Forbidden),"Replace with instrument-model vendor manual, IFU, datasheet, or product specification page.","Replace governance/support hub with model/component-specific manual, datasheet, or IFU page.",TODO,https://www.fda.gov/medical-devices/device-advice-comprehensive-regulatory-assistance/medical-device-databases | https://www.who.int/teams/health-product-policy-and-standards/assistive-and-medical-technology/medical-devices | https://www.ssih.org/,yes,no,yes,Keep reachable URL only as seed; locate model/component-specific page and replace mapping link.,36,https://www.fda.gov/about-fda/cdrh-transparency/total-product-life-cycle-medical-devices,total product life cycle for medical devices | fda skip to main content skip to fda search skip to in this section menu skip to footer links an official website of the united states government here’s how you know the .gov means it’s officia,1,NO_COMPONENT_SIGNAL_FOUND,No meaningful component signal found across reachable candidate pages.,NO_COMPONENT_SIGNAL_FOUND,No component-level signal detected in deep scan.
15,C,Standard remediation item: generic evidence should be replaced by vendor/model evidence.,REPLACE_GENERIC_WITH_COMPONENT_SPECIFIC,pmsr:/INS1739287212610855,Dani Model,pmsr:/COM1786054978466348000,Dani Model Actuator,General Medical Device Governance,https://www.fda.gov/medical-devices/device-advice-comprehensive-regulatory-assistance/medical-device-databases,https://www.iso.org/standard/72704.html (403; HTTPError 403: Forbidden),"Replace with instrument-model vendor manual, IFU, datasheet, or product specification page.","Replace governance/support hub with model/component-specific manual, datasheet, or IFU page.",TODO,https://www.fda.gov/medical-devices/device-advice-comprehensive-regulatory-assistance/medical-device-databases | https://www.who.int/teams/health-product-policy-and-standards/assistive-and-medical-technology/medical-devices | https://www.ssih.org/,yes,no,yes,Keep reachable URL only as seed; locate model/component-specific page and replace mapping link.,36,https://www.fda.gov/about-fda/cdrh-transparency/total-product-life-cycle-medical-devices,total product life cycle for medical devices | fda skip to main content skip to fda search skip to in this section menu skip to footer links an official website of the united states government here’s how you know the .gov means it’s officia,1,NO_COMPONENT_SIGNAL_FOUND,No meaningful component signal found across reachable candidate pages.,NO_COMPONENT_SIGNAL_FOUND,No component-level signal detected in deep scan.
16,C,Standard remediation item: generic evidence should be replaced by vendor/model evidence.,REPLACE_GENERIC_WITH_COMPONENT_SPECIFIC,pmsr:/INS1739287021517805,Diagnostic Simulators,pmsr:/COM1786054978466375000,Diagnostic Simulators Detector,General Medical Device Governance,https://www.fda.gov/medical-devices/device-advice-comprehensive-regulatory-assistance/medical-device-databases,https://www.iso.org/standard/72704.html (403; HTTPError 403: Forbidden),"Replace with instrument-model vendor manual, IFU, datasheet, or product specification page.","Replace governance/support hub with model/component-specific manual, datasheet, or IFU page.",TODO,https://www.fda.gov/medical-devices/device-advice-comprehensive-regulatory-assistance/medical-device-databases | https://www.who.int/teams/health-product-policy-and-standards/assistive-and-medical-technology/medical-devices | https://www.ssih.org/,yes,no,yes,Keep reachable URL only as seed; locate model/component-specific page and replace mapping link.,36,https://www.fda.gov/medical-devices/medical-device-databases/corrective-actions-electronic-products,"owave ovens, security x-ray scanners) and medical applications (e.g., ultrasound therapy, diagnostic x-ray devices, lasik). manufacturers of radiation-emitting electronic products which are also medical devices are subject to both the eprc ",4,PARTIAL_MATCH_NEEDS_HUMAN_CONFIRMATION,"Some component/instrument tokens matched, but explicit proof remains uncertain.",PARTIAL_MATCH_NEEDS_HUMAN_CONFIRMATION,Partial only: no exact phrase and no sensor term in snippet.
17,C,Standard remediation item: generic evidence should be replaced by vendor/model evidence.,REPLACE_GENERIC_WITH_COMPONENT_SPECIFIC,pmsr:/INS1739287021517805,Diagnostic Simulators,pmsr:/COM1786054978466380000,Diagnostic Simulators Actuator,General Medical Device Governance,https://www.fda.gov/medical-devices/device-advice-comprehensive-regulatory-assistance/medical-device-databases,https://www.iso.org/standard/72704.html (403; HTTPError 403: Forbidden),"Replace with instrument-model vendor manual, IFU, datasheet, or product specification page.","Replace governance/support hub with model/component-specific manual, datasheet, or IFU page.",TODO,https://www.fda.gov/medical-devices/device-advice-comprehensive-regulatory-assistance/medical-device-databases | https://www.who.int/teams/health-product-policy-and-standards/assistive-and-medical-technology/medical-devices | https://www.ssih.org/,yes,no,yes,Keep reachable URL only as seed; locate model/component-specific page and replace mapping link.,36,https://www.fda.gov/medical-devices/medical-device-databases/corrective-actions-electronic-products,"owave ovens, security x-ray scanners) and medical applications (e.g., ultrasound therapy, diagnostic x-ray devices, lasik). manufacturers of radiation-emitting electronic products which are also medical devices are subject to both the eprc ",4,PARTIAL_MATCH_NEEDS_HUMAN_CONFIRMATION,"Some component/instrument tokens matched, but explicit proof remains uncertain.",PARTIAL_MATCH_NEEDS_HUMAN_CONFIRMATION,Partial only: no exact phrase and no sensor term in snippet.
