instrument_uri,instrument_label,fidelity,doc_family,threshold_category,threshold_detector_min,threshold_detector_max,detectors_modeled,actuators_modeled,other_components_modeled,total_components_modeled,threshold_status,detector_gap_to_min,current_detector_domains,all_component_domains,proposed_domains_of_concern,components_by_domain
pmsr:/INS1739453043505715,Pitting Edema Simulator,high,General Medical Device Governance,HIGH_MANNEQUIN_PROCEDURE,8,15,1,1,0,2,BELOW_MIN,7,EDEMA_TISSUE_VOLUME,EDEMA_TISSUE_VOLUME,EDEMA_TISSUE_VOLUME | AIRWAY_RESPIRATORY | CARDIOVASCULAR_HEMODYNAMIC | PROCEDURAL_FORCE_PRESSURE | IV_VASCULAR_ACCESS,"EDEMA_TISSUE_VOLUME:Pitting Edema Simulator Actuator,Pitting Edema Simulator Detector"
pmsr:/INS1739288566447555,Portable Ultrasound,(blank),Point-of-Care Ultrasound and Imaging,IMAGING_TABLE,2,6,1,1,0,2,BELOW_MIN,1,IMAGING_ANATOMY_SPATIAL,IMAGING_ANATOMY_SPATIAL,IMAGING_ANATOMY_SPATIAL | PROCEDURAL_FORCE_PRESSURE,"IMAGING_ANATOMY_SPATIAL:Portable Ultrasound Actuator,Portable Ultrasound Detector"
pmsr:/INS1739392122823235,Procedure Simulator,(blank),General Medical Device Governance,MEDIUM_MANNEQUIN_PROCEDURE,4,8,1,1,0,2,BELOW_MIN,3,GENERAL_SIMULATION_OTHER,GENERAL_SIMULATION_OTHER,GENERAL_SIMULATION_OTHER | AIRWAY_RESPIRATORY | CARDIOVASCULAR_HEMODYNAMIC | PROCEDURAL_FORCE_PRESSURE | IV_VASCULAR_ACCESS,"GENERAL_SIMULATION_OTHER:Procedure Simulator Actuator,Procedure Simulator Detector"
pmsr:/INS1739482671461295,Prostate Model,high,Procedure Trainers and Skills Simulators,HIGH_MANNEQUIN_PROCEDURE,8,15,1,1,0,2,BELOW_MIN,7,SOFTWARE_WORKFLOW_STATE,SOFTWARE_WORKFLOW_STATE,SOFTWARE_WORKFLOW_STATE | AIRWAY_RESPIRATORY | CARDIOVASCULAR_HEMODYNAMIC | PROCEDURAL_FORCE_PRESSURE | IV_VASCULAR_ACCESS,"SOFTWARE_WORKFLOW_STATE:Prostate Model Actuator,Prostate Model Detector"
pmsr:/INS1739287640585765,Rectal Examination Simulator,high,Procedure Trainers and Skills Simulators,HIGH_MANNEQUIN_PROCEDURE,8,15,1,1,0,2,BELOW_MIN,7,GENERAL_SIMULATION_OTHER,GENERAL_SIMULATION_OTHER,GENERAL_SIMULATION_OTHER | AIRWAY_RESPIRATORY | CARDIOVASCULAR_HEMODYNAMIC | PROCEDURAL_FORCE_PRESSURE | IV_VASCULAR_ACCESS,"GENERAL_SIMULATION_OTHER:Rectal Examination Simulator Actuator,Rectal Examination Simulator Detector"
pmsr:/INS1739402477829135,Rectal Medicine Administration Simulator,high,Procedure Trainers and Skills Simulators,HIGH_MANNEQUIN_PROCEDURE,8,15,1,1,0,2,BELOW_MIN,7,GENERAL_SIMULATION_OTHER,GENERAL_SIMULATION_OTHER,GENERAL_SIMULATION_OTHER | AIRWAY_RESPIRATORY | CARDIOVASCULAR_HEMODYNAMIC | PROCEDURAL_FORCE_PRESSURE | IV_VASCULAR_ACCESS,"GENERAL_SIMULATION_OTHER:Rectal Medicine Administration Simulator Actuator,Rectal Medicine Administration Simulator Detector"
pmsr:/INS1739392275798255,ResusciAnne DAE Simulator,high,Resuscitation and Mannequin Platforms,HIGH_MANNEQUIN_PROCEDURE,8,15,1,1,0,2,BELOW_MIN,7,CARDIOVASCULAR_HEMODYNAMIC,CARDIOVASCULAR_HEMODYNAMIC,CARDIOVASCULAR_HEMODYNAMIC | AIRWAY_RESPIRATORY | PROCEDURAL_FORCE_PRESSURE | IV_VASCULAR_ACCESS,"CARDIOVASCULAR_HEMODYNAMIC:ResusciAnne DAE Simulator Actuator,ResusciAnne DAE Simulator Detector"
pmsr:/INS1739452868256965,SimSleeves Lymphedema Simulator,high,General Medical Device Governance,HIGH_MANNEQUIN_PROCEDURE,8,15,1,1,1,3,BELOW_MIN,7,EDEMA_TISSUE_VOLUME,EDEMA_TISSUE_VOLUME,EDEMA_TISSUE_VOLUME | AIRWAY_RESPIRATORY | CARDIOVASCULAR_HEMODYNAMIC | PROCEDURAL_FORCE_PRESSURE | IV_VASCULAR_ACCESS,"EDEMA_TISSUE_VOLUME:Lymphedema Condition Component Stem  -- CB:EMPTY,SimSleeves Lymphedema Simulator Actuator,SimSleeves Lymphedema Simulator Detector"
pmsr:/INS1739452783104705,Skin Care Procedure Simulator,(blank),General Medical Device Governance,MEDIUM_MANNEQUIN_PROCEDURE,4,8,1,1,0,2,BELOW_MIN,3,GENERAL_SIMULATION_OTHER,GENERAL_SIMULATION_OTHER,GENERAL_SIMULATION_OTHER | AIRWAY_RESPIRATORY | CARDIOVASCULAR_HEMODYNAMIC | PROCEDURAL_FORCE_PRESSURE | IV_VASCULAR_ACCESS,"GENERAL_SIMULATION_OTHER:Skin Care Procedure Simulator Actuator,Skin Care Procedure Simulator Detector"
pmsr:/INS1739878788687655,Sophia Body Interact AI Assistant,high,Virtual Patient and Digital Simulation,VIRTUAL_PATIENT_SOFTWARE,1,3,1,1,0,2,WITHIN_RANGE,0,GENERAL_SIMULATION_OTHER,GENERAL_SIMULATION_OTHER,GENERAL_SIMULATION_OTHER | SOFTWARE_WORKFLOW_STATE | CARDIOVASCULAR_HEMODYNAMIC,"GENERAL_SIMULATION_OTHER:Sophia Body Interact AI Assistant Actuator,Sophia Body Interact AI Assistant Detector"
pmsr:/INS1739401836683455,Stomach Bag Maintenance Simulator,medium,Procedure Trainers and Skills Simulators,MEDIUM_MANNEQUIN_PROCEDURE,4,8,1,1,0,2,BELOW_MIN,3,AIRWAY_RESPIRATORY,AIRWAY_RESPIRATORY,AIRWAY_RESPIRATORY | CARDIOVASCULAR_HEMODYNAMIC | PROCEDURAL_FORCE_PRESSURE | IV_VASCULAR_ACCESS,"AIRWAY_RESPIRATORY:Stomach Bag Maintenance Simulator Actuator,Stomach Bag Maintenance Simulator Detector"
pmsr:/INS1739301891301765,Suture Simulator,medium,Procedure Trainers and Skills Simulators,MEDIUM_MANNEQUIN_PROCEDURE,4,8,1,1,0,2,BELOW_MIN,3,GENERAL_SIMULATION_OTHER,GENERAL_SIMULATION_OTHER,GENERAL_SIMULATION_OTHER | AIRWAY_RESPIRATORY | CARDIOVASCULAR_HEMODYNAMIC | PROCEDURAL_FORCE_PRESSURE | IV_VASCULAR_ACCESS,"GENERAL_SIMULATION_OTHER:Suture Simulator Actuator,Suture Simulator Detector"
pmsr:/INS1739288428472235,Ultrasound,(blank),Point-of-Care Ultrasound and Imaging,IMAGING_TABLE,2,6,1,1,0,2,BELOW_MIN,1,IMAGING_ANATOMY_SPATIAL,IMAGING_ANATOMY_SPATIAL,IMAGING_ANATOMY_SPATIAL | PROCEDURAL_FORCE_PRESSURE,"IMAGING_ANATOMY_SPATIAL:Ultrasound Actuator,Ultrasound Detector"
pmsr:/INS1739401657491675,Urine Bag Maintenance Simulator,medium,Procedure Trainers and Skills Simulators,MEDIUM_MANNEQUIN_PROCEDURE,4,8,1,1,0,2,BELOW_MIN,3,GENERAL_SIMULATION_OTHER,GENERAL_SIMULATION_OTHER,GENERAL_SIMULATION_OTHER | AIRWAY_RESPIRATORY | CARDIOVASCULAR_HEMODYNAMIC | PROCEDURAL_FORCE_PRESSURE | IV_VASCULAR_ACCESS,"GENERAL_SIMULATION_OTHER:Urine Bag Maintenance Simulator Actuator,Urine Bag Maintenance Simulator Detector"
pmsr:/INS1739402585415785,Vaginal Medicine Administration Simulator,medium,General Medical Device Governance,MEDIUM_MANNEQUIN_PROCEDURE,4,8,1,1,0,2,BELOW_MIN,3,GENERAL_SIMULATION_OTHER,GENERAL_SIMULATION_OTHER,GENERAL_SIMULATION_OTHER | AIRWAY_RESPIRATORY | CARDIOVASCULAR_HEMODYNAMIC | PROCEDURAL_FORCE_PRESSURE | IV_VASCULAR_ACCESS,"GENERAL_SIMULATION_OTHER:Vaginal Medicine Administration Simulator Actuator,Vaginal Medicine Administration Simulator Detector"
pmsr:/INS1739302175458785,Vascular Access Simulator,medium,Procedure Trainers and Skills Simulators,MEDIUM_MANNEQUIN_PROCEDURE,4,8,1,1,0,2,BELOW_MIN,3,GENERAL_SIMULATION_OTHER,GENERAL_SIMULATION_OTHER,GENERAL_SIMULATION_OTHER | AIRWAY_RESPIRATORY | CARDIOVASCULAR_HEMODYNAMIC | PROCEDURAL_FORCE_PRESSURE | IV_VASCULAR_ACCESS,"GENERAL_SIMULATION_OTHER:Vascular Access Simulator Actuator,Vascular Access Simulator Detector"
pmsr:/INS1739288297796655,Vascular Access Ultrasound Simulator,medium,Point-of-Care Ultrasound and Imaging,IMAGING_TABLE,2,6,1,1,0,2,BELOW_MIN,1,IMAGING_ANATOMY_SPATIAL,IMAGING_ANATOMY_SPATIAL,IMAGING_ANATOMY_SPATIAL | PROCEDURAL_FORCE_PRESSURE,"IMAGING_ANATOMY_SPATIAL:Vascular Access Ultrasound Simulator Actuator,Vascular Access Ultrasound Simulator Detector"
pmsr:/INS1739303008518495,Ventilator Care Simulator,medium,General Medical Device Governance,MEDIUM_MANNEQUIN_PROCEDURE,4,8,1,1,0,2,BELOW_MIN,3,IV_VASCULAR_ACCESS,IV_VASCULAR_ACCESS,IV_VASCULAR_ACCESS | AIRWAY_RESPIRATORY | CARDIOVASCULAR_HEMODYNAMIC | PROCEDURAL_FORCE_PRESSURE,"IV_VASCULAR_ACCESS:Ventilator Care Simulator Actuator,Ventilator Care Simulator Detector"
pmsr:VirtualMedicalSimulator,Virtual Medical Simulator,(blank),Virtual Patient and Digital Simulation,VIRTUAL_PATIENT_SOFTWARE,1,3,1,1,0,2,WITHIN_RANGE,0,GENERAL_SIMULATION_OTHER,GENERAL_SIMULATION_OTHER,GENERAL_SIMULATION_OTHER | SOFTWARE_WORKFLOW_STATE | CARDIOVASCULAR_HEMODYNAMIC,"GENERAL_SIMULATION_OTHER:Virtual Medical Simulator Actuator,Virtual Medical Simulator Detector"
pmsr:/INS1739451831725785,Virtual Patient Anatomy Simulator,(blank),Virtual Patient and Digital Simulation,VIRTUAL_PATIENT_SOFTWARE,1,3,1,1,0,2,WITHIN_RANGE,0,GENERAL_SIMULATION_OTHER,GENERAL_SIMULATION_OTHER,GENERAL_SIMULATION_OTHER | SOFTWARE_WORKFLOW_STATE | CARDIOVASCULAR_HEMODYNAMIC,"GENERAL_SIMULATION_OTHER:Virtual Patient Anatomy Simulator Actuator,Virtual Patient Anatomy Simulator Detector"
pmsr:/INS1739488340413085,Virtual Patient Interaction Simulator,(blank),Virtual Patient and Digital Simulation,VIRTUAL_PATIENT_SOFTWARE,1,3,1,1,0,2,WITHIN_RANGE,0,GENERAL_SIMULATION_OTHER,GENERAL_SIMULATION_OTHER,GENERAL_SIMULATION_OTHER | SOFTWARE_WORKFLOW_STATE | CARDIOVASCULAR_HEMODYNAMIC,"GENERAL_SIMULATION_OTHER:Virtual Patient Interaction Simulator Actuator,Virtual Patient Interaction Simulator Detector"
