component_uri,component_label,instrument_uri,instrument_label,doc_family,primary_doc_url,secondary_doc_url,status
pmsr:/COM1786054978466854000,Monitoring Virtual Simulator Detector,pmsr:/INS1739821032633525,Monitoring Virtual Simulator,Point-of-Care Ultrasound and Imaging,https://support.butterflynetwork.com/hc/en-us,https://www.who.int/teams/health-product-policy-and-standards/assistive-and-medical-technology/medical-devices,ok
pmsr:/COM1786054978466859000,Monitoring Virtual Simulator Actuator,pmsr:/INS1739821032633525,Monitoring Virtual Simulator,Point-of-Care Ultrasound and Imaging,https://support.butterflynetwork.com/hc/en-us,https://www.who.int/teams/health-product-policy-and-standards/assistive-and-medical-technology/medical-devices,ok
pmsr:/COM1786054978466875000,Nursing Care Simulator Detector,pmsr:/INS1739400689838665,Nursing Care Simulator,General Medical Device Governance,https://www.fda.gov/medical-devices/device-advice-comprehensive-regulatory-assistance/medical-device-databases,https://www.iso.org/standard/72704.html,ok
pmsr:/COM1786054978466881000,Nursing Care Simulator Actuator,pmsr:/INS1739400689838665,Nursing Care Simulator,General Medical Device Governance,https://www.fda.gov/medical-devices/device-advice-comprehensive-regulatory-assistance/medical-device-databases,https://www.iso.org/standard/72704.html,ok
pmsr:/COM1786054978466898000,Obstetric Simulator Detector,pmsr:/INS1740143878244085,Obstetric Simulator,Procedure Trainers and Skills Simulators,https://limbsandthings.com/us/support/,https://www.cdc.gov/infection-control/,ok
pmsr:/COM1786054978466903000,Obstetric Simulator Actuator,pmsr:/INS1740143878244085,Obstetric Simulator,Procedure Trainers and Skills Simulators,https://limbsandthings.com/us/support/,https://www.cdc.gov/infection-control/,ok
pmsr:/COM1786054978466920000,Oncology Care Simulator Detector,pmsr:/INS1739303333850795,Oncology Care Simulator,General Medical Device Governance,https://www.fda.gov/medical-devices/device-advice-comprehensive-regulatory-assistance/medical-device-databases,https://www.iso.org/standard/72704.html,ok
pmsr:/COM1786054978466925000,Oncology Care Simulator Actuator,pmsr:/INS1739303333850795,Oncology Care Simulator,General Medical Device Governance,https://www.fda.gov/medical-devices/device-advice-comprehensive-regulatory-assistance/medical-device-databases,https://www.iso.org/standard/72704.html,ok
pmsr:/COM1786054978466941000,Patient Monitor Simulator Detector,pmsr:/INS1740087575777435,Patient Monitor Simulator,Point-of-Care Ultrasound and Imaging,https://support.butterflynetwork.com/hc/en-us,https://www.who.int/teams/health-product-policy-and-standards/assistive-and-medical-technology/medical-devices,ok
pmsr:/COM1786054978466953000,Patient Monitor Simulator Actuator,pmsr:/INS1740087575777435,Patient Monitor Simulator,Point-of-Care Ultrasound and Imaging,https://support.butterflynetwork.com/hc/en-us,https://www.who.int/teams/health-product-policy-and-standards/assistive-and-medical-technology/medical-devices,ok
pmsr:/COM1786054978466971000,Penis Foreskin Cleaning Simulator Detector,pmsr:/INS1739403291912375,Penis Foreskin Cleaning Simulator,Procedure Trainers and Skills Simulators,https://limbsandthings.com/us/support/,https://www.cdc.gov/infection-control/,ok
pmsr:/COM1786054978466976000,Penis Foreskin Cleaning Simulator Actuator,pmsr:/INS1739403291912375,Penis Foreskin Cleaning Simulator,Procedure Trainers and Skills Simulators,https://limbsandthings.com/us/support/,https://www.cdc.gov/infection-control/,ok
pmsr:/COM1786054978466995000,Physical Medical Device Detector,pmsr:PhysicalMedicalDevice,Physical Medical Device,General Medical Device Governance,https://www.fda.gov/medical-devices/device-advice-comprehensive-regulatory-assistance/medical-device-databases,https://www.iso.org/standard/72704.html,ok
pmsr:/COM1786054978466999000,Physical Medical Device Actuator,pmsr:PhysicalMedicalDevice,Physical Medical Device,General Medical Device Governance,https://www.fda.gov/medical-devices/device-advice-comprehensive-regulatory-assistance/medical-device-databases,https://www.iso.org/standard/72704.html,ok
pmsr:/COM1786054978467018000,Physical Medical Simulator Detector,pmsr:PhysicalMedicalSimulator,Physical Medical Simulator,General Medical Device Governance,https://www.fda.gov/medical-devices/device-advice-comprehensive-regulatory-assistance/medical-device-databases,https://www.iso.org/standard/72704.html,ok
pmsr:/COM1786054978467023000,Physical Medical Simulator Actuator,pmsr:PhysicalMedicalSimulator,Physical Medical Simulator,General Medical Device Governance,https://www.fda.gov/medical-devices/device-advice-comprehensive-regulatory-assistance/medical-device-databases,https://www.iso.org/standard/72704.html,ok
pmsr:/COM1786054978467041000,Physiology Simulator Detector,pmsr:/INS1740087239872215,Physiology Simulator,General Medical Device Governance,https://www.fda.gov/medical-devices/device-advice-comprehensive-regulatory-assistance/medical-device-databases,https://www.iso.org/standard/72704.html,ok
pmsr:/COM1786054978467045000,Physiology Simulator Actuator,pmsr:/INS1740087239872215,Physiology Simulator,General Medical Device Governance,https://www.fda.gov/medical-devices/device-advice-comprehensive-regulatory-assistance/medical-device-databases,https://www.iso.org/standard/72704.html,ok
pmsr:/COM1786054978467065000,Pitting Edema Simulator Detector,pmsr:/INS1739453043505715,Pitting Edema Simulator,General Medical Device Governance,https://www.fda.gov/medical-devices/device-advice-comprehensive-regulatory-assistance/medical-device-databases,https://www.iso.org/standard/72704.html,ok
pmsr:/COM1786054978467069000,Pitting Edema Simulator Actuator,pmsr:/INS1739453043505715,Pitting Edema Simulator,General Medical Device Governance,https://www.fda.gov/medical-devices/device-advice-comprehensive-regulatory-assistance/medical-device-databases,https://www.iso.org/standard/72704.html,ok
pmsr:/COM1786054978467089000,Portable Ultrasound Detector,pmsr:/INS1739288566447555,Portable Ultrasound,Point-of-Care Ultrasound and Imaging,https://support.butterflynetwork.com/hc/en-us,https://www.who.int/teams/health-product-policy-and-standards/assistive-and-medical-technology/medical-devices,ok
pmsr:/COM1786054978467094000,Portable Ultrasound Actuator,pmsr:/INS1739288566447555,Portable Ultrasound,Point-of-Care Ultrasound and Imaging,https://support.butterflynetwork.com/hc/en-us,https://www.who.int/teams/health-product-policy-and-standards/assistive-and-medical-technology/medical-devices,ok
pmsr:/COM1786054978467110000,Procedure Simulator Detector,pmsr:/INS1739392122823235,Procedure Simulator,General Medical Device Governance,https://www.fda.gov/medical-devices/device-advice-comprehensive-regulatory-assistance/medical-device-databases,https://www.iso.org/standard/72704.html,ok
pmsr:/COM1786054978467116000,Procedure Simulator Actuator,pmsr:/INS1739392122823235,Procedure Simulator,General Medical Device Governance,https://www.fda.gov/medical-devices/device-advice-comprehensive-regulatory-assistance/medical-device-databases,https://www.iso.org/standard/72704.html,ok
pmsr:/COM1786054978467133000,Prostate Model Detector,pmsr:/INS1739482671461295,Prostate Model,Procedure Trainers and Skills Simulators,https://limbsandthings.com/us/support/,https://www.cdc.gov/infection-control/,ok
pmsr:/COM1786054978467138000,Prostate Model Actuator,pmsr:/INS1739482671461295,Prostate Model,Procedure Trainers and Skills Simulators,https://limbsandthings.com/us/support/,https://www.cdc.gov/infection-control/,ok
pmsr:/COM1786054978467155000,Rectal Examination Simulator Detector,pmsr:/INS1739287640585765,Rectal Examination Simulator,Procedure Trainers and Skills Simulators,https://limbsandthings.com/us/support/,https://www.cdc.gov/infection-control/,ok
pmsr:/COM1786054978467160000,Rectal Examination Simulator Actuator,pmsr:/INS1739287640585765,Rectal Examination Simulator,Procedure Trainers and Skills Simulators,https://limbsandthings.com/us/support/,https://www.cdc.gov/infection-control/,ok
pmsr:/COM1786054978467177000,Rectal Medicine Administration Simulator Detector,pmsr:/INS1739402477829135,Rectal Medicine Administration Simulator,Procedure Trainers and Skills Simulators,https://limbsandthings.com/us/support/,https://www.cdc.gov/infection-control/,ok
pmsr:/COM1786054978467182000,Rectal Medicine Administration Simulator Actuator,pmsr:/INS1739402477829135,Rectal Medicine Administration Simulator,Procedure Trainers and Skills Simulators,https://limbsandthings.com/us/support/,https://www.cdc.gov/infection-control/,ok
pmsr:/COM1786054978467199000,ResusciAnne DAE Simulator Detector,pmsr:/INS1739392275798255,ResusciAnne DAE Simulator,Resuscitation and Mannequin Platforms,https://laerdal.force.com/HelpCenter/s/,https://cpr.heart.org/en/resuscitation-science/cpr-and-ecc-guidelines,ok
pmsr:/COM1786054978467204000,ResusciAnne DAE Simulator Actuator,pmsr:/INS1739392275798255,ResusciAnne DAE Simulator,Resuscitation and Mannequin Platforms,https://laerdal.force.com/HelpCenter/s/,https://cpr.heart.org/en/resuscitation-science/cpr-and-ecc-guidelines,ok
pmsr:/COM1786054978467222000,SimSleeves Lymphedema Simulator Detector,pmsr:/INS1739452868256965,SimSleeves Lymphedema Simulator,General Medical Device Governance,https://www.fda.gov/medical-devices/device-advice-comprehensive-regulatory-assistance/medical-device-databases,https://www.iso.org/standard/72704.html,ok
pmsr:/COM1786054978467227000,SimSleeves Lymphedema Simulator Actuator,pmsr:/INS1739452868256965,SimSleeves Lymphedema Simulator,General Medical Device Governance,https://www.fda.gov/medical-devices/device-advice-comprehensive-regulatory-assistance/medical-device-databases,https://www.iso.org/standard/72704.html,ok
pmsr:/COM1786054978467245000,Skin Care Procedure Simulator Detector,pmsr:/INS1739452783104705,Skin Care Procedure Simulator,General Medical Device Governance,https://www.fda.gov/medical-devices/device-advice-comprehensive-regulatory-assistance/medical-device-databases,https://www.iso.org/standard/72704.html,ok
pmsr:/COM1786054978467249000,Skin Care Procedure Simulator Actuator,pmsr:/INS1739452783104705,Skin Care Procedure Simulator,General Medical Device Governance,https://www.fda.gov/medical-devices/device-advice-comprehensive-regulatory-assistance/medical-device-databases,https://www.iso.org/standard/72704.html,ok
pmsr:/COM1786054978467268000,Sophia Body Interact AI Assistant Detector,pmsr:/INS1739878788687655,Sophia Body Interact AI Assistant,Virtual Patient and Digital Simulation,https://support.bodyinteract.com/,https://www.ssih.org/,ok
pmsr:/COM1786054978467273000,Sophia Body Interact AI Assistant Actuator,pmsr:/INS1739878788687655,Sophia Body Interact AI Assistant,Virtual Patient and Digital Simulation,https://support.bodyinteract.com/,https://www.ssih.org/,ok
pmsr:/COM1786054978467291000,Stomach Bag Maintenance Simulator Detector,pmsr:/INS1739401836683455,Stomach Bag Maintenance Simulator,Procedure Trainers and Skills Simulators,https://limbsandthings.com/us/support/,https://www.cdc.gov/infection-control/,ok
pmsr:/COM1786054978467297000,Stomach Bag Maintenance Simulator Actuator,pmsr:/INS1739401836683455,Stomach Bag Maintenance Simulator,Procedure Trainers and Skills Simulators,https://limbsandthings.com/us/support/,https://www.cdc.gov/infection-control/,ok
pmsr:/COM1786054978467316000,Suture Simulator Detector,pmsr:/INS1739301891301765,Suture Simulator,Procedure Trainers and Skills Simulators,https://limbsandthings.com/us/support/,https://www.cdc.gov/infection-control/,ok
pmsr:/COM1786054978467320000,Suture Simulator Actuator,pmsr:/INS1739301891301765,Suture Simulator,Procedure Trainers and Skills Simulators,https://limbsandthings.com/us/support/,https://www.cdc.gov/infection-control/,ok
pmsr:/COM1786054978467339000,Ultrasound Detector,pmsr:/INS1739288428472235,Ultrasound,Point-of-Care Ultrasound and Imaging,https://support.butterflynetwork.com/hc/en-us,https://www.who.int/teams/health-product-policy-and-standards/assistive-and-medical-technology/medical-devices,ok
pmsr:/COM1786054978467343000,Ultrasound Actuator,pmsr:/INS1739288428472235,Ultrasound,Point-of-Care Ultrasound and Imaging,https://support.butterflynetwork.com/hc/en-us,https://www.who.int/teams/health-product-policy-and-standards/assistive-and-medical-technology/medical-devices,ok
pmsr:/COM1786054978467363000,Urine Bag Maintenance Simulator Detector,pmsr:/INS1739401657491675,Urine Bag Maintenance Simulator,Procedure Trainers and Skills Simulators,https://limbsandthings.com/us/support/,https://www.cdc.gov/infection-control/,ok
pmsr:/COM1786054978467367000,Urine Bag Maintenance Simulator Actuator,pmsr:/INS1739401657491675,Urine Bag Maintenance Simulator,Procedure Trainers and Skills Simulators,https://limbsandthings.com/us/support/,https://www.cdc.gov/infection-control/,ok
pmsr:/COM1786054978467387000,Vaginal Medicine Administration Simulator Detector,pmsr:/INS1739402585415785,Vaginal Medicine Administration Simulator,General Medical Device Governance,https://www.fda.gov/medical-devices/device-advice-comprehensive-regulatory-assistance/medical-device-databases,https://www.iso.org/standard/72704.html,ok
pmsr:/COM1786054978467392000,Vaginal Medicine Administration Simulator Actuator,pmsr:/INS1739402585415785,Vaginal Medicine Administration Simulator,General Medical Device Governance,https://www.fda.gov/medical-devices/device-advice-comprehensive-regulatory-assistance/medical-device-databases,https://www.iso.org/standard/72704.html,ok
pmsr:/COM1786054978467411000,Vascular Access Simulator Detector,pmsr:/INS1739302175458785,Vascular Access Simulator,Procedure Trainers and Skills Simulators,https://limbsandthings.com/us/support/,https://www.cdc.gov/infection-control/,ok
pmsr:/COM1786054978467416000,Vascular Access Simulator Actuator,pmsr:/INS1739302175458785,Vascular Access Simulator,Procedure Trainers and Skills Simulators,https://limbsandthings.com/us/support/,https://www.cdc.gov/infection-control/,ok
pmsr:/COM1786054978467435000,Vascular Access Ultrasound Simulator Detector,pmsr:/INS1739288297796655,Vascular Access Ultrasound Simulator,Point-of-Care Ultrasound and Imaging,https://support.butterflynetwork.com/hc/en-us,https://www.who.int/teams/health-product-policy-and-standards/assistive-and-medical-technology/medical-devices,ok
pmsr:/COM1786054978467440000,Vascular Access Ultrasound Simulator Actuator,pmsr:/INS1739288297796655,Vascular Access Ultrasound Simulator,Point-of-Care Ultrasound and Imaging,https://support.butterflynetwork.com/hc/en-us,https://www.who.int/teams/health-product-policy-and-standards/assistive-and-medical-technology/medical-devices,ok
pmsr:/COM1786054978467459000,Ventilator Care Simulator Detector,pmsr:/INS1739303008518495,Ventilator Care Simulator,General Medical Device Governance,https://www.fda.gov/medical-devices/device-advice-comprehensive-regulatory-assistance/medical-device-databases,https://www.iso.org/standard/72704.html,ok
pmsr:/COM1786054978467464000,Ventilator Care Simulator Actuator,pmsr:/INS1739303008518495,Ventilator Care Simulator,General Medical Device Governance,https://www.fda.gov/medical-devices/device-advice-comprehensive-regulatory-assistance/medical-device-databases,https://www.iso.org/standard/72704.html,ok
pmsr:/COM1786054978467484000,Virtual Medical Simulator Detector,pmsr:VirtualMedicalSimulator,Virtual Medical Simulator,Virtual Patient and Digital Simulation,https://support.bodyinteract.com/,https://www.ssih.org/,ok
pmsr:/COM1786054978467488000,Virtual Medical Simulator Actuator,pmsr:VirtualMedicalSimulator,Virtual Medical Simulator,Virtual Patient and Digital Simulation,https://support.bodyinteract.com/,https://www.ssih.org/,ok
pmsr:/COM1786054978467508000,Virtual Patient Anatomy Simulator Detector,pmsr:/INS1739451831725785,Virtual Patient Anatomy Simulator,Virtual Patient and Digital Simulation,https://support.bodyinteract.com/,https://www.ssih.org/,ok
pmsr:/COM1786054978467513000,Virtual Patient Anatomy Simulator Actuator,pmsr:/INS1739451831725785,Virtual Patient Anatomy Simulator,Virtual Patient and Digital Simulation,https://support.bodyinteract.com/,https://www.ssih.org/,ok
pmsr:/COM1786054978467534000,Virtual Patient Interaction Simulator Detector,pmsr:/INS1739488340413085,Virtual Patient Interaction Simulator,Virtual Patient and Digital Simulation,https://support.bodyinteract.com/,https://www.ssih.org/,ok
pmsr:/COM1786054978467538000,Virtual Patient Interaction Simulator Actuator,pmsr:/INS1739488340413085,Virtual Patient Interaction Simulator,Virtual Patient and Digital Simulation,https://support.bodyinteract.com/,https://www.ssih.org/,ok
